Ecce Homo. Антихрист,Ницше Ф.,"В настоящем издании под одной обложкой объединены две блестящие и абсолютно взрывные работы Фридриха Ницше, ""Антихрист"" и ""Ecce Homo"", созданные в 1888 году, чрезвычайно плодотворном для немецкого философа. В них он обращается к тем, кто способен быть ""честным в интеллектуальных вещах до жестокости"", ибо только такие читатели способны вынести ""серьезность и страсть"", с которыми Ницше громит христианские ценности и низвергает саму идею христианства. ""Ecce Homo"" (об этой книге Ницше писал: ""Сейчас, с цинизмом, который станет всемирно-историческим, я рассказываю самого себя"") стала последней в жизни философа. Затем наступило безумие.",1 200 тг,4,Азбука-Аттикус,2015 г.,9785389079014,224,Мягкий,17 мм,115 г.,"

                                                Ecce Homo, Антихрист",http://www.bookcity.kz/content/images/thumbs/5082984_1422120.jpeg
Empire V,Пелевин В.,"Юноше Роме представляется ""реальный шанс войти в элиту"", и он становится вампиром Рамой. Все его новые коллеги носят имена богов — потому что стоят выше человека в мировой иерархии. Как именно вампиры управляют людьми, Раме расскажут на специальных лекциях по гламуру и дискурсу, на первой дегустации и на праздновании Дня грехопадения.",1 500 тг,0,Азбука-Аттикус,2016 г.,978538910814102,416,Мягкий,17 мм,200 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5083008_1422144.jpeg
"Generation ""П""",Пелевин В.,"За годы, прошедшие с момента выхода этого романа, в стране изменилось многое: исчезло ощущение безвластия, сменились заказчики и производители рекламы, ""криэйторов"" стали называть ""копирайтерами"", компьютерная реальность сделалась важнее телевизионной. Но не изменился культовый статус романа ""Generation П"": несмотря на самую тесную связь со своим поколением и своей эпохой, притчевое начало в нем оказалось сильнее сиюминутного. Молодые люди по-прежнему узнают себя в Вавилене Татарском, а спиритические сеансы с команданте Че открывают им истину о природе человека и социума.",1 900 тг,4,Азбука-Аттикус,2015 г.,978538910004605,320,Мягкий,13 мм,160 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5080527_1419464.jpeg
"Generation ""П""",Пелевин В.,"Ставший культовым в молодежной среде, роман ""Generation ""П"" посвящен явлению, проникшему во все поры нашей повседневной жизни, - рекламе. Многие склонны брезгливо отмахиваться от нее, как от назойливой мухи, считая чем-то несерьезным. Но разве рекламные слоганы не вошли плотно в нашу речь? Разве ""рваная стилистика"" рекламных клипов не влияет на наше сознание?  Герой романа Вавилен Татарский полагает, что ему известна подлинная цена рекламы - ведь именно он ее создает. Но ему и в страшном сне не может привидеться истинная сила джинна, выпущенного им из бутылки...",2 300 тг,3,Эксмо,2014 г.,9785699379057,352,Мягкий,20 мм,181 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5035802_1355775.jpeg
"Generation ""П""",Пелевин В.,"Виктор Пелевин – культовый писатель современности, чье творчество оказало огромное влияние на распознание и формирование массового сознания. В книгу включены одни из лучших, по мнению самого автора, произведений, раскрывающих сущность социальных процессов, происходящих в постсоветском пространстве, и их влияние на личность и духовность общества. Необычно и ярко перед читателем этой книги предстанет современный мир с его абсурдностью и потайными, часто невидимыми глазу противоречиями. И тот порядок, который рождается на обломках разрушенной советской империи, оказывается бесчеловечным и крайне жестоким.",4 500 тг,2,Эксмо,2018 г.,9785040931514,608,Твердый,34 мм,515 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127374_1459865.jpeg
"Generation ""П"": повести, рассказы",Пелевин В.,"В книгу Виктора Пелевина включены одни из лучших, и по мнению самого автора, произведений, раскрывающих сущность социальных процессов, происходящих в постсоветском пространстве, и их влияние на личность и духовность общества. Необычно и ярко перед читателем этой книги предстанет современный мир с его абсурдностью и потайными, часто невидимыми глазу противоречиями. И тот порядок, который рождается на обломках разрушенной советской империи, оказывается бесчеловечным и крайне жестоким.",4 100 тг,4,Эксмо,2010 г.,9785699450947,608,Твердый,200 мм x 130 мм,30 мм,610 г.,http://www.bookcity.kz/content/images/thumbs/4293220_1332502.jpeg
А зори здесь тихие...,Васильев Б.Л.,"Более тридцати книг, созданных Борисом Васильевым и ставших основой более пятнадцати кинофильмов, навсегда останутся классикой русской литературы. Повести и романы Васильева давно включены в школьную программу, и не только в России, - такое признание мало кому из писателей выпадает при жизни. В настоящее издание вошла главная повесть Бориса Васильева А ЗОРИ ЗДЕСЬ ТИХИЕ..., роман ""Завтра была война"" и киносценарий ""Аты-баты, шли солдаты"", представляющие характерные особенности многогранной васильевской прозы: философские размышления, романтичность и нежность, иронию, прозорливость, мужество и бескомпромиссность в поисках истины.",1 300 тг,2,Азбука-Аттикус,2014 г.,978538908492604,384,Мягкий,15 мм,185 г.,"

                                                А зори здесь тихие..., Завтра была война, Аты-баты, шли солдаты",http://www.bookcity.kz/content/images/thumbs/5060252_1400932.jpeg
Абрикосовое варенье (нов.обл.),Солженицын А.,"Александр Исаевич Солженицын - выдающийся русский писатель, публицист, общественный деятель, лауреат Нобелевской премии по литературе (""За нравственную силу, с которой он продолжил традиции великой русской литературы"", 1970), лауреат Государственной премии Российской Федерации за выдающиеся достижения в области гуманитарной деятельности (2006), академик Российской академии наук, ""совесть России"". Первое же его произведение, рассказ ""Один день Ивана Денисовича"", опубликованный в ""Новом мире"" в 1962 году, принес ему всемирную славу. Потом увидели свет рассказы ""Матренин двор"", ""Случай на станции Кочетовка"", ""Для пользы дела"" и ""Захар-Калита"". На этом публикации прекратились. Больше ни строки в СССР не было напечатано, произведения писателя выходили в самиздате и за рубежом. В настоящем издании представлены произведения, созданные писателем в 1990-е годы. Читатель вошедших в сборник Рассказов и Крохоток сможет познакомиться с поздним творчеством А.И.Солженицына, почувствовать и...",1 500 тг,2,Азбука-Аттикус,2014 г.,978538908552703,368,Мягкий,16 мм,185 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5075651_1414918.jpeg
Автобиография,Агата Кристи,"""Автобиография"", над которой Агата Кристи работала полтора десятка лет, оказалась не менее увлекательной и популярной, чем ее детективы. Любителям мемуарной прозы и поклонникам таланта великой писательницы наверняка будет интересно узнать о том, как она готовилась стать оперной певицей и композитором, в годы Первой мировой войны трудилась сестрой милосердия, работала как фармацевт с экзотическими ядами и ездила на археологические раскопки в Египет, летала на только что изобретенном аэроплане, бесстрашно водила машину, обожала верховую езду и серфинг, даже совершила кругосветное путешествие.",2 900 тг,5,Эксмо,2015 г.,9785699776290,880,Мягкий,39 мм,455 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5079767_1418523.jpeg
Автопортрет,Фрейд З.,"В настоящий сборник включены тексты Зигмунда Фрейда, в которых знаменитый австрийский психолог описывает собственную жизнь и перипетии созданного им учения, делая особый упор как на достижения психоанализа, так и на волну обрушившихся на него критики и возмущения. Поскольку Фрейд писал эти статьи в расчете на широкую публику, то основные концепции психоанализа представлены здесь в самом сжатом и доступном виде.Часть текстов выходят на русском языке впервые.",1 300 тг,0,Азбука-Аттикус,2017 г.,9785389122116,384,Мягкий,15 мм,190 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5103245_1439726.jpeg
Агнес Грей,Бронте Э.,"""Агнес Грей"" - роман Энн Бронте, представительницы, пожалуй, одной из самых прославленных фамилий в английской литературе, вышедший в 1847 году. В том же году были опубликованы произведения ее знаменитых сестер: ""Джейн Эйр"" Шарлотты и ""Грозовой перевал"" Эмили. Некоторые прозорливые современники указывали на тонкий юмор и мастерство изображения повседневной жизни викторианской Англии и передачи самых деликатных чувств, присущие роману ""Агнес Грей"" и по праву делающие его автора классиком мировой литературы. Основываясь на собственном опыте, Энн Бронте создала историю исполнения желаний молодой гувернантки.",1 000 тг,4,Азбука-Аттикус,2015 г.,9785389100275,224,Мягкий,16 мм,115 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5072433_1411910.jpeg
Алиса в Стране чудес и в Зазеркалье,Кэрролл Л.,"Льюис Кэрролл (Чарлз Лютвидж Доджсон) - английский писатель, профессор математики Оксфордского университета, один из лучших фотографов ХIХ века, - обессмертил свое имя сказками о девочке Алисе. Любопытство завело Алису сначала в подземную страну, где ее подстерегали неожиданности и фантастические персонажи, а потом девочка попала в Зазеркалье, где пережила немало приключений. В однотомник Льюиса Кэрролла вошла поэма ""Охота на Снарка"", дневниковые записи о его путешествии в Россию, рассказы и эссе.",4 000 тг,4,Эксмо,2016 г.,9785699872183,608,Твердый,200 мм x 130 мм,40 мм,600 г.,http://www.bookcity.kz/content/images/thumbs/5112854_1446198.jpeg
Алиса в Стране чудес и в Зазеркалье,Кэрролл Л.,"Льюис Кэрролл (Чарлз Лютвидж Доджсон) — английский писатель, профессор математики Оксфордского университета, один из лучших фотографов ХIХ века — обессмертил свое имя сказками о девочке Алисе. Любопытство завело Алису сначала в подземную страну, где ее подстерегали неожиданности и фантастические персонажи, а потом девочка попала в Зазеркалье, где пережила немало приключений.",4 100 тг,0,Эксмо,2019 г.,9785041031923,Твердый,28 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133484_1465501.jpeg
Алиса в Стране чудес. Алиса в Зазеркалье,Кэрролл Л.,"Две небольшие книги Льюиса Кэрролла Алиса в Стране Чудес"" и ""Алиса в Зазеркалье"" давно стали классикой английской и мировой литературы. В XX веке герои Кэрролла заговорили едва ли не на всех языках мира, ожили в спектаклях, мюзиклах, мультфильмах вплоть до знаменитой экранизации Тима Бёртона. О них написаны горы книг, в которых ""Алису"" на все лады растолковывают и объясняют, однако волшебство этих текстов продолжает жить и очаровывать всё новые поколения читателей, по-прежнему загадочное и необъяснимое. В настоящее издание вошли два произведения Кэрролла — ""Алиса в Стране Чудес"" и ""Алиса в Зазеркалье "" — в классическом переводе Нины Демуровой.",1 500 тг,5,Азбука-Аттикус,2019 г.,978538916381201,Мягкий,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133561_1465573.jpeg
Алые паруса,Грин А.С.,"Александр Степанович Гриневский, известный под псевдонимом Александр Грин, является одним из самых читаемых и любимых прозаиков в России, про которого Даниил Александрович Гранин сказал: ""Когда дни начинают пылиться и краски блекнуть, я беру Грина. Я раскрываю его на любой странице. Так весной протирают окна в доме. Все становится светлым, ярким, все снова таинственно волнует, как в детстве"". С творчеством Грина русский читатель начинает знакомство с раннего детства, чтобы на протяжении всей жизни, возвращаясь к нему снова и снова, каждый раз находить для себя нечто новое и удивительное. В ярких, волнующих, увлекательных произведениях отразилась сложная, полная приключений судьба писателя, его неисчерпаемая фантазия и безграничная любовь к морю. В настоящий сборник, помимо знаменитой повести ""Алые паруса"", вошли наиболее известные и любимые многими поколениями читателей рассказы Александра Грина, созданные им в разные годы.",1 200 тг,5,Азбука-Аттикус,2011 г.,9785389023895,352,Мягкий,15 мм,173 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5063994_1404249.jpeg
Алые паруса. Романы. Рассказы,Грин А.С.,"Русский писатель Александр Грин силой своей фантазии создал прекрасные вымышленные миры, где живут красивые, сильные и благородные люди, где добро побеждает зло, где любовь длится вечно. Роман ""Алые паруса"" стал символом воплощенной мечты о счастье, подарил надежду на ""обыкновенное чудо"", которое случается в сплошной череде похожих друг на друга дней, составляющих тонкую нить нашей жизни. В книгу вошли также романы ""Блистающий мир"", ""Бегущая по волнам"" и рассказы. В книге сохранены авторские орфография и пунктуация.",3 900 тг,5,Эксмо,2015 г.,9785699817634,640,Твердый,200 мм x 130 мм,36 мм,745 г.,http://www.bookcity.kz/content/images/thumbs/5074051_1413328.jpeg
Алые паруса. Романы. Рассказы,Грин А.С.,"Русский писатель Александр Грин (1880 - 1932) силой своей фантазии создал прекрасные вымышленные миры, где живут красивые, сильные и благородные люди, где добро побеждает зло, где любовь длится вечно. Роман ""Алые паруса"" стал символом воплощенной мечты о счастье, подарил надежду на ""обыкновенное чудо"", которое случается в сплошной череде похожих друг на друга дней, составляющих тонкую нить нашей жизни. В книгу вошли также романы ""Блистающий мир"", ""Бегущая по волнам"" и рассказы.",3 600 тг,5,Эксмо,2016 г.,9785699817993,640,Твердый,200 мм x 130 мм,34 мм,555 г.,http://www.bookcity.kz/content/images/thumbs/5093956_1431868.jpeg
Американская дырка,Крусанов П.,"Знаменитый Сергей Курёхин считал себя ошибкой природы и в одном из взятых у него интервью признавался в том, что природа в его лице пыталась произвести курицу, ибо все его повадки куриные. ""Хотя бывают иногда странности, - добавляет он. - Я, например, время от времени начинаю рыть нору в земле, что, насколько я знаю, курицам не свойственно, а свойственно скорее лошадям"".",500 тг,5,Азбука-Аттикус,2014 г.,978538907837601,288,Мягкий,20 мм,155 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5065406_1405494.jpeg
Американская пустыня,Эверетт П.,"Персиваль Эверетт, мудро названный критиками ""New Yourk Times"" ""великолепным плохишом серьезной интеллектуальной прозы"", играет постмодернизмом, гиперреализмом и сюрреализмом с поразительным талантом, сочетает стилистическое хулиганство с безупречным языком и, по его собственным словам, относится к своему культовому статусу и пятнадцати знаковым для англоязычного нонконформизма романам с печальным спокойствием. Неудавшееся самоубийство незадачливого преподавателя колледжа приводит к скандалу, какого не было со времен Воскрешения Лазаря! Авантюристы от христианства потирают ручки и готовятся приобщиться к сенсации... Сюжет, достойный Тома Роббинса или Тома Шарпа, принимает в исполнении Эверетта весьма неожиданное направление! ""Символист американской контркультуры создал, быть может, свое знаковое произведение!"" Джеймс Уильямсон, Creating Books",500 тг,2,АСТ,2006 г.,9785170331864,320,Твердый,200 мм x 130 мм,23 мм,320 г.,http://www.bookcity.kz/content/images/thumbs/5020490_1341466.jpeg
Американская трагедия,Драйзер Т.,"Роман ""Американская трагедия"" - вершина творчества выдающегося американского писателя Теодора Драйзера. Он говорил: ""Никто не создает трагедий - их создает жизнь. Писатели лишь изображают их"". Драйзеру удалось так талантливо изобразить трагедию Клайда Грифитса, что его история не оставляет равнодушным и современного читателя. Молодой человек, вкусивший всю прелесть жизни богатых, так жаждет утвердиться в их обществе, что идет ради этого на преступление.",4 000 тг,4,Эксмо,2016 г.,9785699890989,672,Твердый,108 мм x 84 мм,15 мм,545 г.,http://www.bookcity.kz/content/images/thumbs/5095689_1433715.jpeg
Ампирные спальни,Эллис Б.И.,"Роман автора бестселлеров ""Информаторы"" и ""Американский психопат"", ""Правила секса"" и ""Лунный парк"" в блистательном переводе Василия Арканова (""Полная иллюминация"" и ""Жутко громко и запредельно близко"" Джонатана Сафрана Фоера) - В этой книге глашатай ""поколения Икс"" вернулся четверть века спустя к героям своего дебютного романа ""Ниже нуля"", с которым прогремел в двадцать лет. Итак, прилетев из Нью-Йорка в Лос-Анджелес, где должны проходить кинопробы к фильму ""Слушатели"" по его сценарию (отголосок участия Эллиса в работе над экранизацией ""Информаторов"" в 2008 году), Клэй окунается в водоворот таинственных происшествий. Кто-то преследует его на синем джипе, кто-то засыпает анонимными эсэмэсками, все вокруг намекают на странные обстоятельства недавней гибели одного продюсера, а встреченная на новогодней вечеринке молодая актриса готова на все, чтобы попасть на кинопробы к ""Слушателям""…",1 300 тг,0,Эксмо,2014 г.,9785699721689,224,Мягкий,20 мм,120 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5079775_1418353.jpeg
Анализ красоты,Хогарт У.,"В 1745 г. знаменитый английский художник Уильям Хогарт написал портрет, где изобразил самого себя, любимого мопса и, среди прочих символических атрибутов, - палитру с вырезанной на ней S-образной линией и надписью ""Линия красоты и привлекательности"". ""Ни один египетский иероглиф не занимал умы в течение столь долгого времени"", - самодовольно писал Хогарт в предисловии к трактату ""Анализ красоты"", увидевшем свет спустя восемь лет (1753) после создания портрета и прояснявшем смысл загадочного послания. Красота не вопрос вкуса или моды, пояснял Хогарт заинтригованным современникам свой удивительный творческий манифест, она возникает естественно при соблюдении определенных нерушимых правил.",1 400 тг,0,Азбука-Аттикус,2016 г.,9785389119710,288,Мягкий,19 мм,150 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5099562_1430912.jpeg
Ананасная вода для прекрасной дамы,Пелевин В.,"От современного классика - собрание взаимосвязанных историй о том, до какой степени чудовищно выглядит мир, в котором и полет Гагарина, и второе пришествие кажутся манипуляциями спецслужб о враждующих друг с другом существах, использующих для подавления воли противника фальшивых богов и технологии, сходные с магическими.",1 450 тг,4,Азбука-Аттикус,2016 г.,978538910815801,320,Мягкий,15 мм,145 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5084172_1423161.jpeg
Ангел западного окна,Майринк Г.,"""Ангел западного окна"" – роман уникальный, воссоздающий универсум, хаотичный, завораживающий мир иллюзий и фантастических грез, роман о смерти человека и о бессмертии человеческого духа. Задуманный как итог всего творчества, последний роман мастера мистической прозы наполнен отзвуками созданных раннее текстов. Здесь есть и Прага, ставшая почти персонажем его произведений, и еврейское гетто, представленное, как в первом романе Майринка ""Голем"", моделью всего человечества.",1 500 тг,0,Азбука-Аттикус,2016 г.,978538911269801,512,Мягкий,22 мм,260 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5109107_1426501.jpeg
