Александр I,Мережковский Д.С.,"Роман ""Александр I"" Дмитрия Мережковского входит в цикл ""Царство Зверя"". Произведение посвящено последнему периоду жизни российского императора Александра I, чье царствование началось в ночь страшной смерти его отца, Павла I, ужас которой пронес он через всю жизнь. Купавшийся в народной любви на заре своего царствования, к его концу Александр I, так и не оправдавший возложенных на него надежд, столкнулся с появлением тайных обществ, планировавших изменить государственное устройство страны.",2 100 тг,0,Комсомольская правда,2015 г.,4607071489527,608,Твердый,200 мм x 130 мм,435 г.,http://www.bookcity.kz/content/images/thumbs/5098784_1436725.jpeg
"Александр Македонский, или Роман о боге",Дрюон М.,"Мориса Дрюона читающая публика знает прежде всего по саге «Проклятые короли», открывшей мрачные тайны средневековья, и трилогии «Конец людей», рассказывающей о закулисье европейского общества первых десятилетий ХХ века, о закате династии финансистов и промышленников. Александр Великий, проживший тридцать три года, некоторыми священниками по обе стороны Средиземного моря считался сыном Зевса-Амона. Египтяне увенчали его короной фараона, а вавилоняне — царской тиарой. Евреи видели в нем одного из владык мира, предвестника мессии. Некоторые народы Индии воплотили его черты в образе Будды. Древние христиане причислили Александра к сонму святых. Ислам отвел ему место в пантеоне своих героев под именем Искандер. Современники Александра постоянно задавались вопросом: «Человек он или бог?» Морис Дрюон в своем романе попытался воссоздать образ ближайшего советника завоевателя, восстановить ход мыслей фаворита и написал мемуары, которые могли бы принадлежать перу великого правителя.",4 500 тг,5,Азбука-Аттикус,2019 г.,9785389151420,Твердый,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133448_1465469.jpeg
Аллан и Ледяные боги. Аллан Квотермейн,Хаггард Г.Р.,"Старый Квотермейн нарушает данный когда-то завет и опять становится жертвой - песчинкой в часах времени. Но так далеко его рисковые эксперименты с прошлым еще не заходили. Светлячок надежды внезапно гаснет, оставляя Аллана в полной темноте. Будет ли это приключение последним?.. Данный том открывает полный перевод романа ""Аллан и ледяные боги"", сюжет которого Хаггард разрабатывал вместе со своим другом Редьярдом Киплингом, а завершает - роман ""Аллан Квотермейн"", финальный аккорд истории друзей-охотников за сокровищами царя Соломона.",2 200 тг,2,Вече,2016 г.,9785444438459,480,Твердый,200 мм x 130 мм,430 г.,http://www.bookcity.kz/content/images/thumbs/5099000_1434051.jpeg
Анж Питу,Дюма А.,"Июль 1789 года. Время гроз и перемен. Предсказания Калиостро о равенстве и братстве во Франции начинают неумолимо сбываться. Но один из учеников ""шарлатана-магнетизера"" пребывает в странном смятении. Он уже видел, что такое настоящая свобода, и начинает ее опасаться. В голове его зреет мысль - разыграть свою умную партию с участием короля.В очередной том иллюстрированного собрания сочинений Александра Дюма входит роман ""Анж Питу"" - третий эпизод захватывающей тетралогии ""Записки врача"", повествующий о крушении первых столпов в королевстве лилий.",2 800 тг,4,Вече,2018 г.,9785444459935,576,Твердый,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5118123_1451025.jpeg
Анна Болейн. Страсть короля,Уэйр Э.,"Юная Анна Болейн, получившая блестящее воспитание во Франции, была представлена английскому королю Генриху VIII и сразила его наповал. Смелая, умная, разносторонне одаренная, она убеждена, что женщины рождаются не только для того, чтобы подчиняться мужчинам. Презирая любовные интриги, Анна отказывает королю, разжигая его страсть. Но разве она не достойна короны более, чем кто-либо другой, ведь в ее жилах течет кровь Плантагенетов? Она не любит жестокого Генриха, но королевская власть для нее важнее любви. Ей не жаль заплатить за корону любую цену. Главное, действовать хладнокровно, не теряя головы...Силой своего писательского таланта популярный автор и известный историк Элисон Уэйр пытается восстановить справедливость по отношению к своей героине, одной из самых трагических фигур XVI столетия - королеве, которую ненавидели подданные женщине, оболганной перед мужем. ""Анна Болейн. Страсть короля"" - это второй роман принадлежащей перу Элисон Уэйр драматической серии, каждая книга которой посвящена одной из жен короля Генриха VIII. Впервые на русском языке!",4 200 тг,5,Азбука-Аттикус,2018 г.,9785389140370,608,Твердый,28 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5119970_1452786.jpeg
Арлекин. Скиталец. Еретик,Корнуэлл Б.,"Конфликт между Англией и Францией в XIV веке вылился в Столетнюю войну, в Европе свирепствуют грабежи и насилие. Пасхальным утром 1342 года в английскую деревню Хуктон врываются арбалетчики под предводительством человека, который носит «дьявольское имя» Арлекин, и похищают из храма реликвию — по слухам, это не что иное, как Святой Грааль... Сын погибшего в схватке настоятеля, молодой лучник Томас, не подозревая, что с Арлекином его связывают кровные узы, клянется отомстить за убитых и возвратить пропажу, за которой отправляется во Францию. Однако власти предержащие не намерены уступать простолюдину святыню — она может даровать победу в войне. Скитаясь в поисках сокровища по некогда плодородным, а ныне выжженным землям, герой оказывается в царстве Черной смерти — чумы. Он вступает в схватку с религиозными фанатиками, спасая от костра красавицу Женевьеву, и тем самым наживает новых врагов, которые объявляют на него охоту... Исторические романы «Арлекин», «Скиталец», «Еретик» об английском лучнике Томасе из Хуктона — в одном томе.",6 000 тг,4,Азбука-Аттикус,2018 г.,9785389153431,1056,Твердый,46 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5124349_1457000.jpeg
Асканио,Дюма А.,"Июль 1540 года. Знаменитый флорентийский скульптор Бенвенуто Челлини прибывает в Париж. Очень быстро он находит себе серьезного покровителя и не менее серьезного врага среди высших мира сего. Как многие крупные фигуры того времени, Бенвенуто - человек жесткий, даже жестокий. Его не удержать надолго за железной решеткой, не испугать острием клинка, щекочущего горло. Отличный фехтовальщик и опасный стратег, он никогда не останавливается на полпути, будь то искусство, война или любовь. И еще неизвестно, кто выиграет, а кто проиграет, нажив себе такого вассала или противника.В очередной том иллюстрированного собрания сочинений Александра Дюма входит роман из прекрасной и яростной эпохи Позднего Возрождения - ""Асканио"".",2 600 тг,4,Вече,2017 г.,9785444459713,512,Твердый,200 мм x 130 мм,400 г.,http://www.bookcity.kz/content/images/thumbs/5110752_1442161.jpeg
Астроном,Шехтер Я.,"Тайная ""драконова"" почта, учрежденная в России Петром Первым, взятие крестоносцами Иерусалима, эпифания - человеческое жертвоприношение в Латинской Америке, бесы в костеле Вышеградского замка, оргии римских патрициев, чудесное спасение великого князя Кирилла с тонущего броненосца ""Петропавловск"" - вот тугие спирали сюжета нового романа Якова Шехтера. Погрузившись в чтение, вы вдруг почувствуете, что мистика - не удел избранных, а живая часть нашей реальности. Вплетенная в повседневность, она располагается рядом с нами - нужно лишь протянуть руку или чуть изменить угол зрения. Вплетенная в повседневность, она располагается рядом с нами: нужно лишь протянуть руку или чуть изменить угол зрения.",2 200 тг,2,Феникс,2007 г.,9785222121276,512,Твердый,200 мм x 130 мм,452 г.,http://www.bookcity.kz/content/images/thumbs/5048023_1370020.jpeg
Ацтек. В 2-х томах,Дженнингс Г.,"Жизнь ацтеков причудлива и загадочна, если видишь ее со стороны. Культ золота и кровавые ритуалы, странные обычаи и особое видение мира, населенного жестокими божествами. Но жизнь есть жизнь, и если ты родился ацтеком, то принимаешь ее как единственную, дарованную тебе судьбой. Вместе с героем книги мы пройдем экзотическими путями, увидим расцвет империи, восхитимся величием Монтесумы, правителя народа ацтеков, будем сокрушаться и негодовать, когда бледнолицые воины в железных доспехах высадятся со своих кораблей и пройдут с огнем и мечом по священной земле ацтеков. Роман Дженнингса из разряда книг, которые однозначно получают читательское признание. Недаром этот его роман стал общепризнанным мировым бестселлером.",3 900 тг,5,Азбука-Аттикус,2015 г.,978538910011403,1312,Мягкий,24 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5088324_1414765.jpeg
Барбаросса,Пикуль В.С.,"Сталинград — это не просто город на Волге, символ нашей победы. Это еще и главный военно-политический фактор Второй мировой войны. его влияние сказалось на всем ходе истории человечества. Героической и трагической Сталинградской битве посвящен роман-размышление «Барбаросса» — первый том последней незавершенной дилогии «Площадь павших боцов». Написать второй том автор не успел — здоровье оказалось надорванным многолетней работой на износ.",2 700 тг,3,Вече,2018 г.,9785448405600,Твердый,28 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127330_1459820.jpeg
Бастард де Молеон,Дюма А.,"Вторая половина XIV века. Терзаемые тремя величайшими несчастьями этого мира - голодом, жаждой и нищетой, по знойной дороге Португалии едут два всадника. Первый держится бодро, восседая на лошади, от глаз до копыт закованной в броню, второй - похоже, оруженосец - лежит пластом на тощей, как щепка, кобыле. Аженор де Молеон и его пройдоха-слуга Мюзарон направляются из Бигора в Коимбру: один - на помощь, другой - на заработки. Им осталось потерпеть совсем немного, и вскоре одно пекло сменится другим. Французским паладинам предстоит пройти сквозь костры страстей и амбиций, бушующих при дворе кастильского короля Педро Жестокого. В очередной том иллюстрированного собрания сочинений Александра Дюма входит рыцарский роман из эпохи Столетней войны ""Бастард де Молеон"".",2 600 тг,4,Вече,2017 г.,9785444459690,576,Твердый,200 мм x 130 мм,435 г.,http://www.bookcity.kz/content/images/thumbs/5105723_1442129.jpeg
Батый,Ян В.Г.,"Роман ""Батый"" - история еще одного великого завоевателя, хана Батыя, раздвинувшего границы монголо-татарской империи до севера Руси и вторгшегося в Польшу и Венгрию…",2 500 тг,5,АСТ,2018 г.,9785171068325,480,Твердый,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122321_1455066.jpeg
Баязет. Миниатюры,Пикуль В.С.,"Роман посвящен одному из драматичных и героических эпизодов Русско-турецкой войны 1877—1878 годов — обороне немногочисленным русским гарнизоном крепости Баязет, вошедшей в историю под названием ""Славное баязетовское сидение"". Это была первая проба талантливого автора на поприще отечественной исторической беллетристики. Как показали последующие книги В. Пикуля, отечественная история стала для него главнейшей темой творчества.",1 800 тг,0,Вече,2014 г.,9785444415849,640,Твердый,200 мм x 130 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5072492_1411966.jpeg
"Баязет. Честь имею (больш., илл.)",Пикуль В.С.,ересованных в развязывании Первой мировой войны.,8 100 тг,3,Вече,2018 г.,9785444461563,864,Твердый,250 мм x 180 мм,1250 г.,http://www.bookcity.kz/content/images/thumbs/5116733_1449667.jpeg
Беглецы в Гвиане,Буссенар Л.,"Французская Гвиана середины XIX века - ад для каторжников и политзаключенных, ""сухая гильотина"", превращающая людей в еле живые скелеты. Но есть здесь и такие, чья воля к жизни и характер только обостряются в местном удушливом климате, подобно знаменитому кайенскому перцу. Из Сен-Лоранской колонии бежит важный государственный преступник. Старший надзиратель, всегда готовый начинить свинцом любого каторжанина, на этот раз получает строгий приказ: ""Взять живым!"" Приказ есть приказ. Несмотря на грозу, подручные с собакой отправляются в путь. Они и не подозревают, что охота будет непростой, ибо беглец - человек-тигр. В очередной том ""Мастеров приключений"" входит лихая южноамериканская робинзонада Луи Буссенара ""Беглецы в Гвиане"".",2 200 тг,0,Вече,2016 г.,9785444450802,480,Твердый,200 мм x 130 мм,445 г.,http://www.bookcity.kz/content/images/thumbs/5093725_1431631.jpeg
Бегство в Россию,Гранин Д.А.,"Писатель Даниил Александрович Гранин часть значительных своих произведений посвящал людям науки, их трудам, исканиям и свершениям. Основные действующие лица романа ""Бегство в Россию"" имеют реальные прототипы - известных зарубежных физиков, работавших в свое время на советскую страну. Главные герои бежали в СССР в обстановке совершенной секретности. Под новыми именами и с вымышленными биографиями они жили и работали во благо советского государства, заботясь о поднятии науки в стране.",2 100 тг,0,Комсомольская правда,2016 г.,4620016293805,496,Твердый,23 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5100072_1436855.jpeg
Без гроша в кармане,Буссенар Л.,"Сенсационная новость взбудоражила Нью-Йорк: загадочный незнакомец отправляется в кругосветное путешествие без гроша в кармане. Мистер Бессеребреник должен одолеть полный опасностей путь через пустыни и саванны, джунгли и океанские просторы. ровно через год ему нужно вернуться в Нью-Йорк, чтобы выиграть пари и получить миллионы или расстаться с жизнью...",2 800 тг,1,Клуб Семейного Досуга,2017 г.,9786171231764,320,Твердый,200 мм x 130 мм,325 г.,http://www.bookcity.kz/content/images/thumbs/5119121_1451972.jpeg
Без гроша в кармане,Буссенар Л.,"Майским днем 1893 года жадная до зрелищ нью-йоркская публика получает лакомый кусочек — человек в костюме из газеты, подпоясанный веревкой, заявляет, что готов на спор пустить себе пулю в лоб или обогнуть землю, не имея ни в кулаке, ни за душой, ни единого гроша. Кто этот отчаянный Агасфер? Как можно объехать вокруг света без кредитной карточки? А главное, кому и зачем захочется принять это бредовое пари? В очередной том ""Мастеров приключений"" входят два романа Луи Буссенара из серии о Бессребренике — ""Без гроша в кармане"" и ""Среди факиров""",2 400 тг,0,Вече,2015 г.,9785444437995,512,Твердый,200 мм x 130 мм,430 г.,http://www.bookcity.kz/content/images/thumbs/5082112_1420817.jpeg
