А.Н.Островский. Гроза. Бесприданница. А.П.Чехов. Чайка. Вишневый сад. М.Горький. На дне,Островский А.Н.,"А.Островский, А.Чехов и М.Горький - гениальные реформаторы и новаторы сцены, коренным образом изменившие театр XX века. В эту книгу вошли пять знаменитых пьес великих драматургов - ""Гроза"", ""Бесприданница"", ""Чайка"", ""Вишневый сад"", ""На дне"". Самобытные герои, переживающие крушение надежд, разочарование или неудачную любовь, пытающиеся разобраться, ""что лучше, истина или сострадание"" юмор, порой теплый и мягкий, а иногда - хлесткий и обличительный яркие монологи, подчеркивающие глубину внутреннего мира человека - всё это делает произведения этих мастеров по-прежнему актуальными. Более столетия пьесы не сходят с подмостков театров мира и успешно экранизированы.",1 900 тг,0,Мартин,2016 г.,9785847509220,384,Твердый,200 мм x 130 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5098168_1436126.jpeg
"Ада, или Радости страсти",Набоков В.В.,"Создававшийся в течение десяти лет и изданный в США в 1969 году, роман Владимира Набокова «Ада, или Радости страсти» по выходе в свет снискал скандальную славу «эротического бестселлера» и удостоился полярных отзывов со стороны тогдашних литературных критиков репутация одной из самых неоднозначных набоковских книг сопутствует ему и по сей день. Играя с повествовательными канонами сразу нескольких жанров (от семейной хроники толстовского типа до научно-фантастического романа), Набоков создал едва ли не самое сложное из своих произведений, ставшее квинтэссенцией прежних тем и приемов его творчества и рассчитанное на весьма искушенного в литера туре, даже элитарного читателя. История ослепительной, всепоглощающей, запретной страсти, вспыхнувшей между главными героями, Адой и Ваном, в отрочестве и пронесенной через десятилетия тайных встреч, вынужденных разлук, измен и воссоединений, превращается под пером Набокова в многоплановое исследование возможностей сознания, свойств памяти и...",4 200 тг,5,Азбука-Аттикус,2017 г.,9785389125773,640,Твердый,31 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5100165_1436930.jpeg
"Адриенна, или Жизнь госпожи де Лафайет",Моруа А.,"Супруга генерала де Лафайета - легендарного героя американской Войны за независимость и Великой французской революции. Женщина, разделившая с мужем все тяготы судьбы, стала одним из живых символов свободомыслия и ненависти к тирании. Адриенна де Лафайет с полным правом может считаться одной из первых диссиденток Франции, ибо, при всей своей хрупкой женственности, находила в себе силы бороться против четырех венценосных властителей - Людовика XVI, Наполеона, Луи-Филиппа, и Карла X. Невероятная женщина, ставшая героиней увлекательнейшего биографического романа Андре Моруа.",2 700 тг,0,АСТ,2011 г.,9785170692149,448,Твердый,200 мм x 130 мм,412 г.,http://www.bookcity.kz/content/images/thumbs/5078843_1417985.jpeg
Айтматов Ч. Малое собрание сочинений,Айтматов Ч.Т.,"Чингиз Айтматов — писатель с мировым именем, классик русской и киргизской литературы, лауреат престижнейших премий. Его произведения, вошедшие в настоящее издание, — «Плаха», «Джамиля», «Белый пароход», «Пегий пес, бегущий краем моря» — переведены на десятки языков и давно стали достоянием мировой литературы.",4 200 тг,5,Азбука-Аттикус,2017 г.,9785389121089,640,Твердый,35 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5098930_1435308.jpeg
Алмазный мой венец,Катаев В.П.,"Основанный на реальных событиях, написанный в 1975—1977 годах и впервые опубликованный в июньском номере журнала «Новый мир» за 1978 год, роман посвящён литературной жизни Москвы, Одессы, Харькова 1920-х годов. Название произведению дала черновая строка Пушкина, отброшенная затем им при написании «Бориса Годунова». Катаевский «Алмазный венец» (образ, впервые использованный автором в «Разбитой жизни…») — стихи любимых поэтов, которые он цитирует в своей книге и которые живут в нём как выражение его собственного мира это дружба, которой они его одарили и обогатили.В книгу также вошла повесть ""Трава забвения"".",2 700 тг,0,Вече,2018 г.,9785448402920,480,Твердый,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5122529_1455269.jpeg
Алые паруса,Грин А.С.,"Русский писатель Александр Грин силой своей фантазии создал прекрасные вымышленные миры, где живут красивые, сильные и благородные люди, где добро побеждает зло, где любовь длится вечно. Роман ""Алые паруса"" стал символом воплощенной мечты о счастье, подарил надежду на ""обыкновенное чудо"", которое случается в сплошной череде похожих друг на друга дней, составляющих тонкую нить нашей жизни. В книгу вошли также романы ""Блистающий мир"", ""Бегущая по волнам"" и рассказы.",3 200 тг,0,Эксмо,2015 г.,9785699817672,640,Твердый,200 мм x 130 мм,660 г.,http://www.bookcity.kz/content/images/thumbs/5075383_1414671.jpeg
Алые паруса,Грин А.С.,"Александр Степанович Гриневский, известный под псевдонимом Александр Грин, является одним из самых читаемых и любимых прозаиков в России, про которого Даниил Александрович Гранин сказал: ""Когда дни начинают пылиться и краски блекнуть, я беру Грина. Я раскрываю его на любой странице. Так весной протирают окна в доме. Все становится светлым, ярким, все снова таинственно волнует, как в детстве"". С его творчеством русский читатель начинает знакомство с раннего детства, чтобы на протяжении всей жизни, возвращаясь к нему снова и снова, каждый раз находить для себя нечто новое и удивительное. В ярких, волнующих, увлекательных произведениях отразилась сложная, полная приключений судьба писателя, его неисчерпаемая фантазия и безграничная любовь к морю. В настоящий сборник, помимо знаменитых ""Алых парусов"", вошли замечательные рассказы Александра Грина, созданные им в разные годы.",1 500 тг,5,Азбука-Аттикус,2015 г.,9785389049000,416,Твердый,200 мм x 130 мм,319 г.,http://www.bookcity.kz/content/images/thumbs/5021377_1341765.jpeg
Альтист Данилов,Орлов В.В.,"Владимир Данилов - альтист. Играет на концертах и в театре, общается с друзьями, посещает жилищные собрания, помогает бывшей жене, ухаживает за девушкой…У него обычная жизнь, но он - демон. Мистические приключения на фоне Москвы 1970-х, бюрократическая рутина потустороннего мира, неземная любовь к земной женщине… Удивительное в обыденном - об этом роман.",3 300 тг,3,АСТ,2018 г.,9785171065782,576,Твердый,50 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5117741_1450662.jpeg
Американская трагедия,Драйзер Т.,Американская трагедия,5 400 тг,5,Азбука-Аттикус,2016 г.,978538911219301,864,Твердый,215 мм x 145 мм,895 г.,http://www.bookcity.kz/content/images/thumbs/5087889_1426436.jpeg
Американская трагедия,Драйзер Т.,"Роман, признанный вершиной творчества Теодора Драйзера. Книга, легшая в основу культового оскароносного фильма ""Место под солнцем"". Суровая отповедь ""американской мечте"", основанная на реальных событиях. Клайд Грифитс, ""средний молодой американец с типично американским взглядом на жизнь"", жаждет любой ценой утвердиться в высшем обществе. Ради романа с богатой наследницей Сондрой Финчли он решает поставить точку в отношениях с Робертой, простой работницей фабрики, одним роковым ударом… Так на наших глазах начинает разворачиваться ""Американская трагедия"" – исключительная по силе и размаху история любви и предательства, убийства и раскаяния, иллюзий и их крушения.",2 500 тг,3,АСТ,2019 г.,9785171147594,Мягкий,30 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5131995_1464356.jpeg
Ангел-хранитель,Саган Ф.,"""Ангел-хранитель"" - ""классический"" роман великой Франсуазы Саган, чьи вечные сюжеты уже более сорока лет заставляют трепетать сердца читателей всего мира. Пронзительная история любви двух непохожих людей и их попыток обрести счастье... ""Порой жизнь казалась мне неумолимой, и о некоторых чувствах я думала, что они никогда не иссякнут"". ""Minibook"" - это лучшее из лучшего в удобном формате! ""Minibook"" для каждого, кто понимает: быть образованным сегодня - важно и модно. В серии отсутствуют лонгриды, представлены только необъемные тексты (целиком, без сокращений) великих прозаиков для тех, кто хочет развить литературный вкус и за короткое время познакомиться с лучшими произведениями мировой литературы! У книг удобный формат (70х100/32), они комфортны для чтения ""на ходу"", при этом серию ""Minibook"" отличает стильный дизайн и самые демократичные цены. В серии представлены классики мировой литературы XIX - XX вв.: Рэй Брэдбери, Лев Толстой, Фрэнсис Скотт...",200 тг,4,Эксмо,2016 г.,9785699883073,96,Мягкий,165 мм x 120 мм,50 г.,http://www.bookcity.kz/content/images/thumbs/5094904_1432913.jpeg
Анна Каренина,Толстой Л.Н.,"Роман ""Анна Каренина"" Льва Николаевича Толстого (1828-1910) является самой читаемой книгой в мире. По словам Достоевского, это произведение поражает ""не только вседневностью содержания, но и огромной психологической разработкой души человеческой, страшной глубиной и силой"". История любви замужней женщины к блестящему офицеру, губительной для Анны, но завораживающей своей страстностью и самоотверженностью, уже более ста лет не сходит со сценических подмостков и экранизирована множество раз как в России, так и за рубежом.",4 500 тг,5,Вече,2018 г.,9785448403149,800,Твердый,40 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120872_1453679.jpeg
Анна Каренина,Толстой Л.Н.,"""Анна Каренина"" - лучший роман о женщине, написанный в XIX веке. По словам Ф.М.Достоевского, ""Анна Каренина"" поразила современников ""не только вседневностью содержания, но и огромной психологической разработкой души человеческой, страшной глубиной и силой"". Уже к началу 1900-х годов роман Толстого был переведен на многие языки мира, а в настоящее время входит в золотой фонд мировой литературы.",1 500 тг,5,Азбука-Аттикус,2019 г.,978538904935201,864,Твердый,200 мм x 130 мм,582 г.,http://www.bookcity.kz/content/images/thumbs/4499048_1345970.jpeg
Анна Каренина,Толстой Л.Н.,"Пучина страстей, любовь и измена, рождение и смерть, вечные поиски смысла жизни, нравственного идеала, скрытых закономерностей бытия - невозможно перечислить всё многообразие тем, поднятых гениальным русским писателем в бессмертном произведении.",3 100 тг,5,Мартин,2016 г.,9785847509466,768,Твердый,200 мм x 130 мм,715 г.,http://www.bookcity.kz/content/images/thumbs/5087294_1425879.jpeg
Анна Каренина,Толстой Л.Н.,"""Анну Каренину"" по праву называют самым известным и популярным в мире романом о любви. ""Огромная разработка души человеческой"", как отзывался о книге Достоевский, - вот, наверное, что больше всего подкупает нас в этой книге. История всепоглощающей страсти, история замужней женщины, полюбившей красавца офицера и бросившей своего мужа наперекор всему: мнению света, общепринятой морали, своей совести. ""Анну Каренину"" экранизировали 30 раз, музыку к балету писали Чайковский и Родион Щедрин, главную героиню в кино играли Грета Гарбо и Вивьен Ли, Алла Тарасова и Татьяна Самойлова, Софи Марсо и Кира Найтли. Эта книга, конечно, гораздо больше, чем просто роман о любви, это целая наука о семье, об обществе и о жизни.",1 900 тг,5,АСТ,2019 г.,9785170878888,864,Мягкий,36 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5091749_1429686.jpeg
"Ариэль, или Жизнь Шелли",Моруа А.,"Роман ""Ариэль, или Жизнь Шелли"", вышедший в свет в 1923 году, имел огромный успех у читателей. Перси Биши Шелли - один из самых талантливых поэтов английского романтизма. Друг, литературный соперник и вечный компаньон в путешествиях знаменитого лорда Байрона, Шелли предстает в романе в образе восторженного юноши, мечтающего о торжестве идеалов добра и справедливости в человеческом обществе. И гибель поэта - под парусом яхты вдали от Англии - звучит как бунт отверженной души.",1 900 тг,0,АСТ,2011 г.,9785170685233,320,Твердый,200 мм x 130 мм,305 г.,http://www.bookcity.kz/content/images/thumbs/5078845_1417983.jpeg
Армагеддон в ретроспективе,Воннегут К.,"""Армагеддон в ретроспективе"" - это коллекция рассказов, статей и эссе, изданных после смерти Курта Воннегута. Все они объединены темой войны, которую писатель (сам воевавший и побывавший в плену) ненавидел больше всего на свете и которой посвящал самые яркие страницы своих произведений. На войне, по Воннегуту, правых и виноватых нет, есть только жертвы беспощадной Системы, ломающей человеческие судьбы. Но существует ли способ изменить это? Или мы навеки обречены жить ""в период между войнами""?",2 400 тг,0,АСТ,2012 г.,9785271389344,288,Твердый,200 мм x 130 мм,300 г.,http://www.bookcity.kz/content/images/thumbs/5064550_1404760.jpeg
Архипелаг ГУЛАГ,Солженицын А.И.,"Александр Исаевич Солженицын - русский писатель, публицист, общественный деятель, лауреат Нобелевской премии по литературе (""За нравственную силу, с которой он продолжил традиции великой русской литературы"", 1970), лауреат Государственной премии Российской Федерации за выдающиеся достижения в области гуманитарной деятельности (2006), академик Российской академии наук.В настоящем издании представлен""Архипелаг ГУЛАГ"" - всемирно известная документально-художественная эпопея о репрессиях в годы Советской власти.",8 000 тг,5,Азбука-Аттикус,2017 г.,978538913689203,1424,Твердый,60 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5113933_1447061.jpeg
Астафьев В. Малое собрание сочинений,Астафьев В.П.,"Виктор Петрович Астафьев родился в сибирском селе Овсянка на берегу Енисея. В 1942 году добровольцем отправился на фронт и прошел всю войну простым солдатом. В трудное послевоенное время сменил множество профессий: работал и плотником, и слесарем, и грузчиком… Главные темы астафьевского творчества - деревенская и военная - во многом автобиографичны. Страстный рыбак, охотник, труженик и воин, все, о чем он писал в своих книгах, Астафьев знал не понаслышке. О несовместимости войны и жизни и о том, как трудно сохранить себя, даже вернувшись с войны без единой царапины. О сибирской природе, ее суровых таежных законах и первозданной красоте, доступной тем, кто не утратил с миром исконной связи. О поэзии крестьянского труда и поисках подлинной веры о необходимости вернуться ""к себе, к тому, каким ты задуман Создателем и взращен природой"". В настоящее издание включены избранные произведения Виктора Астафьева: современная пастораль ""Пастух и пастушка"", повествование в рассказах...",3 800 тг,3,Азбука-Аттикус,2016 г.,978538911787701,672,Твердый,220 мм x 150 мм,695 г.,http://www.bookcity.kz/content/images/thumbs/5098156_1436116.jpeg
Атлант расправил плечи (три тома в одной книге),Рэнд А.,"Айн Рэнд - наша бывшая соотечественница, ставшая крупнейшей американской писательницей. Автор четырех романов-бестселлеров и многочисленных статей. Создатель философской концепции, в основе которой лежит принцип свободы воли, главенство рациональности и ""нравственность разумного эгоизма"".  Ее книги читает весь мир. В США она завоевала огромную популярность, ее романы переиздаются из года в год и по совокупности тиражей конкурируют с Библией. Всемирное признание Айн Рэнд нетрудно объяснить: исключительный дар предвидения в самых разных областях - политике, бизнесе, экономике, общественных отношениях - в сочетании с художественной одаренностью принесли ей славу большого писателя и проницательного мыслителя. ""Атлант расправил плечи"", самое значимое произведение своей жизни, она писала 12 лет.",8 200 тг,5,Альпина Паблишер,2018 г.,9785961415469,1131,Мягкий,50 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5118701_1451575.jpeg
Атлант расправил плечи. В 3-х книгах,Рэнд А.,"Цитата   ""Клянусь своей жизнью и любовью к ней, что никогда не буду жить для кого-то другого и никогда не попрошу кого-то другого жить для меня"". Айн Рэнд О чем книга К власти в США приходят социалисты и правительство берет курс на ""равные возможности"", считая справедливым за счет талантливых и состоятельных сделать богатыми никчемных и бесталанных. Гонения на бизнес приводят к разрушению экономики, к тому же один за другим при загадочных обстоятельствах начинают исчезать талантливые люди и лучшие предприниматели. Главные герои романа стальной король Хэнк Риарден и вице-президент железнодорожной компании Дагни Таггерт тщетно пытаются противостоять трагическим событиям. Вместо всеобщего процветания общество погружается в апатию и хаос.  Почему книга достойна прочтения  Это книга, меняющая мировоззрение, она формирует целостное видение мира и дает ответы на вопросы о смысле человеческой жизни и общественном значении предпринимательства. По опросам общественного мнения, проведённого в 1991 году Библиотекой Конгресса и книжным клубом ""Book of the Month Club"" в Америке ""Атлант расправил плечи"" - вторая после Библии книга, которая привела к переменам в жизни американских читателей. Эта книга попала в список бестселлеров The New York Times через три дня после начала продаж и оставалась в нем на протяжении 21 недели. Это самое значимое произведение в жизни писательницы, на работу над которым ушло 12 лет ее жизни.  Кто автор  Айн Рэнд (1905-1982) - наша бывшая соотечественница, ставшая культовой американской писательницей. Автор четырех романов-бестселлеров и многочисленных статей. Создатель философской концепции, в основе которой лежит принцип свободы воли, главенство рациональности и ""нравственность разумного эгоизма"".  Ключевые понятия  Свобода, предпринимательство, государство, философия объективизма.        .      .",7 800 тг,5,Альпина Паблишер,2018 г.,9785961467420,1364,Твердый,215 мм x 145 мм,1670 г.,http://www.bookcity.kz/content/images/thumbs/5116170_1449113.jpeg
Аэлита,Толстой А.Н.,"Роман, ставший классикой отечественной фантастики и волновавший мечтами о Марсе не одно поколение читателей, предстает теперь в своем изначальном виде - в первой редакции 1922-1923 гг., без сокращений и изменений, сделанных автором впоследствии из идеологических соображений. Открытая чувственность, символизм, философская глубина и идейная многозначность ранней версии ""Аэлиты"" выводят ее за привычные рамки романтико-приключенческой литературы для юношества.",6 300 тг,5,ИД Мещерякова,2015 г.,9785433501935,296,Твердый,245 мм x 178 мм,740 г.,http://www.bookcity.kz/content/images/thumbs/5077185_1363481.jpeg
Бабель И. Малое собрание сочинений,Бабель И.Э.,"Исаак Бабель — замечательный русский писатель первой половины ХХ века, литературный отец знаменитого Бени Крика из цикла ""Одесские рассказы"", автор бессмертной ""Конармии"". Мастер короткой новеллы, проникновенный, ироничный и внешне бесстрастный рассказчик, Бабель сумел создать собственный художественный мир-страшный и привлекательный одновременно, в котором есть место любви и смерти, горю и радости, презрению к опасности и умению наслаждаться жизнью, в котором тесно переплетены высокое и низкое. Мастер короткой новеллы, проникновенный, ироничный и внешне бесстрастный рассказчик, Бабель сумел создать собственный художественный мир — страшный и привлекательный одновременно, в котором есть место любви и смерти, горю и радости, презрению к опасности и умению наслаждаться жизнью, в котором тесно переплетены высокое и низкое.",3 600 тг,4,Азбука-Аттикус,2014 г.,978538907128503,608,Твердый,215 мм x 145 мм,637 г.,http://www.bookcity.kz/content/images/thumbs/5052177_1395665.jpeg
