Артрит. Избавляемся от болей в суставах,Евдокименко П.В.,"Эта книга посвящена артритам и другим воспалительным заболеваниям суставов и сухожилий. Подробно описаны причины развития, симптомы, диагностика, возможные осложнения, методы лечения различных артритов. Приводится полная информация о лекарственных препаратах. Известный врач-ревматолог доктор Евдокименко простым и доступным языком рассказывает об артритах, дает практические советы, предлагает лечебные и профилактические процедуры, позволяющие вернуться к полноценной жизни.",2 000 тг,4,Мир и Образование,2017 г.,9785946666329,256,Мягкий,200 мм x 130 мм,13 мм,162 г.,http://www.bookcity.kz/content/images/thumbs/5081705_1420415.jpeg
Артроз. Избавляемся от болей в суставах,Евдокименко П.В.,"Эта книга посвящена одному из самых распространенных заболеваний суставов - артрозу. Подробно описаны особенности артрозов суставов рук и ног, причины развития, симптомы, диагностика, методы лечения. Особое внимание уделяется диете и лечебной гимнастике. Известный врач-ревматолог доктор Евдокименко простым и доступным языком рассказывает об артрозах, дает практические советы, предлагает лечебные и профилактические процедуры, позволяющие вернуться к полноценной жизни.",2 100 тг,2,Мир и Образование,2019 г.,9785946666312,224,Мягкий,200 мм x 130 мм,10 мм,140 г.,http://www.bookcity.kz/content/images/thumbs/5052655_1395999.jpeg
Атлас здоровья позвоночника и суставов,Бубновский С.М.,"В своей новой подарочной книге известный врач-кинезитерапевт, доктор медицинских наук, профессор С.М.Бубновский рассказывает об анатомических особенностях нашего организма. В отличие от большинства других медицинских атласов эта книга дает подробные и точные описания скелетной мускулатуры, нарушения в которой являются основными причинами появления болей в спине, суставах, животе, коленях. В книге дается достоверная медицинская информация, при этом текст написан простым и понятным языком, с минимальным количеством специальных терминов. Эта книга поможет читателям узнать о строении своего тела и о том, как избавиться от болей без таблеток и уколов и что делать при травме позвоночника. Глубокое понимание собственной анатомии поможет читателям предупредить развитие многих заболеваний и повысить эффективность физических упражнений.",10 100 тг,4,Эксмо,2017 г.,9785040897698,96,Твердый,16 мм,650 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115021_1448025.jpeg
"Аутофагия, или путь к вечной жизни",Шер А.                                                                         ,"Когда-нибудь люди станут жить вечно. Возможно, это время не за горами. Потому что совсем недавно был открыт и описан механизм, приводящий организм к самоизлечению и самоомоложению, позволяющий ему освободиться от больных клеток. За его исследование японский биолог Ёсинори Осуми получил в 2016 году Нобелевскую премию. Этот заложенный от природы механизм называется аутофагия. 
Из-за неправильного питания и образа жизни процесс аутофагии у современного человека отключен практически полностью. Это снижает иммунитет и срок жизни, увеличивает риск развития болезней и ускоренного старения. Однако, как показывают самые современные исследования, человек не просто может включить процесс аутофагии, он может управлять им. Активирует аутофагию - правильно организованное одноразовое или краткосрочное голодание, для которого не нужно изнурять себя много недель.",2 000 тг,1,Крылов,2019 г.,9785422603336,Мягкий,10 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132787_1465121.jpeg
Благодарный позвоночник. Как навсегда избавить его от боли. Домашняя кинезиология,Алексеев А.В.,"Позвоночник нужно беречь! С юных лет и до глубокой старости! Потому что позвоночник - основа нашего здоровья, от него зависит состояние наших внутренних органов, а значит, хорошее самочувствие, активность, долголетие. В этой книге - очень ценная информация о том, как правильно заботиться о своем позвоночнике. Что надо делать, если возникли боли. Какие упражнения полезно выполнять, а какие нагрузки на позвоночник очень опасны. Перед вами книга, которая действительно поможет, посоветует. Книга опытного врача, кинезиолога, мануального терапевта. Эта книга - плод более чем 12 лет врачебной практики. Когда-то доктор Алексеев пришел к парадоксальному выводу, что ""обычные"" упражнения для позвоночника могут оказаться бесполезными и даже опасными при некоторых заболеваниях.",3 400 тг,5,АСТ,2019 г.,9785171037727,208,Твердый,215 мм x 145 мм,15 мм,285 г.,http://www.bookcity.kz/content/images/thumbs/5104412_1440836.jpeg
Болезни печени. Самые эффективные методы лечения,Васильева А.,"Печень - второй по важности орган после сердца. Именно она дает организму возможность полноценно жить и нейтрализует отрицательное влияние на него лекарств, окружающей среды, нездорового питания. Болезни печени и неразрывно связанного с нею желчного пузыря подрывают основу здоровья человека и сказываются на работе других органов.      Возможно ли улучшить состояние печени, избавиться от болезней, освободить организм от вредных веществ? Конечно, да. В этом вам помогут советы врача Александры Васильевой. Подробное знакомство с болезнями печени, желчного пузыря и желчных протоков, симптомами, причинами, методами профилактики и лечения средствами традиционной и народной медицины помогут вам в работе над собственным здоровьем и долголетием.",1 100 тг,1,Крылов,2017 г.,9785422601356,128,Мягкий,200 мм x 130 мм,6 мм,86 г.,http://www.bookcity.kz/content/images/thumbs/5108088_1444391.jpeg
"Боли в плече, или Как вернуть подвижность рукам. Методика Бубновского: краткий путеводитель",Бубновский С.М.,"В этой книге доктора медицинских наук, профессора С.М.Бубновского подробно рассказывается об особенностях современной кинезитерапии и о ее практическом применении.В первой части собраны простые, но очень эффективные рекомендации по восстановлению здоровья при различных заболеваниях плеча, локтя и кистей рук без лекарств и подробно описываются упражнения, которые помогут избавиться от болей.Вторая часть книги - теоретическое пособие, которое поможет читателям сориентироваться во всем многообразии методов кинезитерапии и выбрать именно тот, который поможет решить конкретные проблемы со здоровьем.",3 800 тг,3,Эксмо,2018 г.,9785040909223,320,Твердый,20 мм,320 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5116120_1449068.jpeg
Боль в ногах. Что нужно знать о своем заболевании,Евдокименко П.В.,"Эта книга посвящена одному из самых распространенных недугов человечества - боли в ногах. Она может возникать в области бедер, в коленных и голеностопных суставах, в стопах и пальцах ног, распространяться по всей длине ноги (радикулит) могут воспаляться сразу несколько суставов (артриты). Подробно описаны методы диагностики (рассмотрены возможные ошибки при рентгенодиагностике) и лечения каждого заболевания. Особое внимание в книге уделяется лечебной гимнастике.",2 100 тг,5,Мир и Образование,2018 г.,9785946667579,320,Мягкий,200 мм x 130 мм,15 мм,180 г.,http://www.bookcity.kz/content/images/thumbs/5081666_1342761.jpeg
Боль в плечах. Уникальная исцеляющая гимнастика,Евдокименко П.В.,"Эта книга посвящена лечению плечевых суставов с помощью спе¬циальных, очень эффективных упражнений. Подробно рассмотрены заболевания, которые чаше всего приводят к болям в плечах, а также методы диагностики и лечения плечевых суставов. Известный врач-ревматолог доктор Евдокименко объясняет, как самостоятельно проверить, правильный ли диагноз вам поставили, и как вылечиться простыми способами.",1 500 тг,2,Мир и Образование,2015 г.,9785946667418,128,Мягкий,165 мм x 130 мм,7 мм,94 г.,http://www.bookcity.kz/content/images/thumbs/5069271_1407506.jpeg
Боль в спине и шее. Что нужно знать о своем заболевании,Евдокименко П.В.,"В этой книге рассказывается обо всех заболеваниях позвоночника, а также мышц спины и шеи. Вы познакомитесь с анатомией позвоночника получите подробную информацию о различных современных методах диагностики узнаете о достоинствах и недостатках каждого из существующих методов лечения. Особое внимание в книге уделяется диете для снижения веса тела и лечебной гимнастике. В новом издании полностью переработан раздел, посвященный лечебной гимнастике. Известный врач-ревматолог доктор Евдокименко в доступной форме разъясняет природу болезней позвоночника и дарит надежду всем, кто хочет расстаться с болью в спине и шее.",2 000 тг,5,Мир и Образование,2018 г.,9785946667586,304,Мягкий,200 мм x 130 мм,13 мм,200 г.,http://www.bookcity.kz/content/images/thumbs/5081665_1420373.jpeg
Боль и онемение в руках.Что нужно знать о своем заболевании,Евдокименко П.В.,"В этой книге рассказывается обо всех существующих заболеваниях рук: онемение в руках боли в пальцах рук боли в суставах (лучезапястном, локтевом, плечевом) заболевания, протекающие с воспалением нескольких суставов (артриты) болезни шейного отдела позвоночника, приводящие к прострелу в руку. Подробно описаны основные симптомы каждого заболевания, способы диагностики, достоинства и недостатки всех существующих методов лечения. Известный врач-ревматолог доктор Евдокименко просто и ясно объясняет причины различных заболеваний рук, дает практические советы, предлагает лечебные и профилактические процедуры, позволяющие вернуться к полноценной жизни.",1 900 тг,2,Мир и Образование,2019 г.,9785946667562,288,Мягкий,200 мм x 130 мм,13 мм,185 г.,http://www.bookcity.kz/content/images/thumbs/5077196_1416409.jpeg
Большая книга здоровья доктора Евдокименко,Евдокименко П.В.,"Книга посвящена заболеваниям спины и суставов. Вы познакомитесь с анатомией позвоночника и суставов получите подробную информацию об основных симптомах каждого заболевания узнаете о современных способах диагностики, о достоинствах и недостатках каждого из существующих методов лечения. Особое внимание в книге уделяется диете для снижения веса тела, фитотерапии и лечебной гимнастике. Специальная часть в книге посвящена психологическим аспектам заболеваний. Опираясь на достоверные научные факты, автор рассказывает о том, что значительная часть заболеваний возникает после сильных негативных переживаний и стрессовых ситуаций. Известный врач-ревматолог доктор Евдокименко в доступной форме объясняет причины различных заболеваний спины и суставов, дает практические советы, предлагает лечебные и профилактические процедуры, позволяющие вернуться к полноценной жизни.",8 200 тг,0,Мир и Образование,2018 г.,9785946666800,672,Твердый,215 мм x 145 мм,34 мм,789 г.,http://www.bookcity.kz/content/images/thumbs/4520743_1365871.jpeg
Большая книга здоровья по методу Анатолия Сителя. Три книги в комплекте + DVD,Ситель А.,Прилагаемый к изданию диск (DVD-ROM) упакован в специальный целлофановый конверт и вложен внутрь книги.,4 600 тг,0,АСТ,2015 г.,9785170940776,672,Твердый,215 мм x 145 мм,51 мм,945 г.,http://www.bookcity.kz/content/images/thumbs/5081018_1419953.jpeg
Большой справочник народной медицины. 3000 рецептов из более 300 лекарственных растений,Волгин М.,"Об авторе:Матвей Волгин – народный целитель, объединил свой многолетний опыт и знания, передаваемые из поколения в поколение, по рецептам народной медицины. На страницах этой книги рассказывает о том, как эффективно справиться с недугом, не нанося вреда организму при помощи народных методов лечения. Особенности  книги: В этой книге вы найдете  подробную рецептуру, и технологию приготовления лечебных препаратов, и противопоказания к их применению, и советы по комплексному очищению организма и сохранению молодости. Все рецепты приведены так, чтобы даже человек, совершенно не сведущий в медицине, сразу смог найти то, что ему необходимо и интересно, т.к.  все заболевания и необходимые для их лечения рецепты расположены «по частям и областям тела: от головы до пят.Для кого эта книга: Эта книга станет незаменимым помощником для тех, кто хочет восстановить и укрепить свое здоровье с помощью народных рецептов лечения.",5 300 тг,1,Эксмо,2018 г.,9785040903276,336,Твердый,290 мм x 205 мм,20 мм,660 г.,http://www.bookcity.kz/content/images/thumbs/5122500_1455242.jpeg
Болят колени. Что делать?,Бубновский С.М.,Неизвестно,2 200 тг,5,Эксмо,2019 г.,9785041028404,Мягкий,10 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132051_1464410.jpeg
В гармонии с гормонами. Как научиться понимать сигналы своего организма и вовремя на них реагировать,Витти А.,"Автор этой книги - Алиса Витти, врач, консультант по вопросам здоровья, – страдала от синдрома поликистоза яичников. Сегодня этот диагноз ставят каждой девятой женщине, и медицина может только уменьшить симптомы. Алисе удалось победить болезнь самостоятельно, и теперь она готова помочь другим женщинам. У ее метода есть множество плюсов: с его помощью любая женщина улучшит фертильность, усилит сексуальность, справится с гормональными бурями и приливами, наладит свой цикл, забудет о болезненных менструациях. В книге приводится план питания, учитывающий фазы цикла, даны советы, какая тренировка эффективнее и чем заняться в эти фазы (от уборки до просьбы о повышении на работе). Вы будете жить и действовать согласно гормонам, сможете забеременеть, когда этого захотите. Вы наконец-то будете жить максимально полной жизнью.Внимание! Информация, содержащаяся в книге, не может служить заменой консультации врача. Перед совершением любых рекомендуемых действий необходимо проконсультироваться со специалистом.",4 100 тг,5,Эксмо,2018 г.,9785699977161,352,Твердый,30 мм,495 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120080_1452892.jpeg
В ритме сердца! Как преодолеть антисердечный образ жизни,Фёдоров А.Ю.,"В то время как лучшие физики мира пытаются разработать вечный двигатель, я держу его в руках несколько раз в неделю. Иногда останавливаю, но обязательно запускаю снова. Догадались? Конечно же речь идет про сердце. Сердце — это единственный орган нашего тела, который никогда не отдыхает. Максимум, что ночью может позволить себе наш Perpetuum Mobile — отстукивать ритм чуть реже: не 70, а 50 ударов в минуту. И всё. Этот орган, живущий по принципу ""всё или ничего"" и каждый день выдерживающий сумасшедшие нагрузки, просто нельзя обделить вниманием, как нельзя и халатно относиться к его миссии — обеспечивать кровью все клетки нашего организма. Здоровое сердце – залог долголетия. Только вот жизнь современного человека сильно отличается от ритма, заложенного природой. Мы слишком мало двигаемся, но слишком много едим, подвергаем сердце воздействию токсичных веществ и, главное, годами не обращаем на него внимания! Поэтому и ловим тромбы, страдаем от тахикардии, болеем сахарным диабетом, боремся с аритмией и боимся слова ""инфаркт"". В своей книге я хочу рассмотреть все параметры ""здоровой сердечной жизни"", дать вам знания о нашем теле, развенчать мифы и в идеале – показать на простых примерах, что наша жизнь может протекать не вопреки сердцу, а заодно с ним!",3 700 тг,2,АСТ,2019 г.,9785171137434,Твердый,24 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129978_1462377.jpeg
