Апокалипсис нашего времени,Розанов В.В.,"Творчество и взгляды Василия Розанова вызывают очень противоречивые оценки, но значимость его философской мысли трудно переоценить. Проблемы, занимавшие мысли Розанова, связаны с морально-этическими, религиозно-идейными оппозициями - метафизика и христианство, эротика и метафизика, православие и нигилизм, этический нигилизм и апология семьи. В каждой из них Розанов искал пути к снятию противоречий, к такой схеме их взаимодействий, при которой отдельные части оппозиции становятся разными проявлениями одних и тех же проблем в существовании человека. В эту книгу вошли наиболее известные произведения Василия Розанова ""Опавшие листья"" и ""Апокалипсис нашего времени"".",2 750 тг,0,Эксмо,2015 г.,9785699790593,640,Твердый,200 мм x 130 мм,33 мм,585 г.,http://www.bookcity.kz/content/images/thumbs/5070994_1410479.jpeg
Апофеоз беспочвенности,Шестов Л.,"""Апофеоз беспочвенности"", вероятно, самая известная из книг Льва Шестова и, по крайней мере, самая скандальная. В ней он предпринимает фронтальную атаку на общеобязательное знание и нравственность, утверждая, что последние есть подмена истины. Философия начинается не с удивления, но с трагедии - она не о ""познании"", а о том, как жить человеку, когда все привычное рухнуло и общеобязательное не только не может спасти, но лишь делает осуждение безоговорочным. Но если отказаться от гарантий, поставить все на беспочвенность, то можно обрести надежду. Настоящее издание сопровождается вступительной статьей к.ф.н. Андрея Тесли.",4 400 тг,0,Рипол Классик,2018 г.,9785386104030,312,Мягкий,20 мм,240 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115424_1448413.jpeg
"Артур Шопенгауэр. Мир как воля и представление. Афоризмы житейской мудрости. Эристика, или Искусство побеждать в спорах",Шопенгауэр А.,"Артур Шопенгауэр - выдающийся немецкий философ-иррационалист, яркий представитель постклассической философии XIX века. Мыслитель, чье учение часто называют «пессимистической философией», считал человеческую жизнь бессмысленной, а существующий мир — «наихудшим из возможных миров». Мир по Шопенгауэру — это «арена, усыпанная угольями», через которую человеку предстоит пройти. Движущая сила всего — воля к жизни, порождающая желания. Но даже если желания удовлетворены, человек не способен испытывать счастье, вместо этого его ждут пресыщение и скука, а затем новые желания и страдания. В настоящем издании собраны самые значимые и популярные труды философа: «Мир как воля и представление», «Афоризмы житейской мудрости» и «Эристика, или Искусство побеждать в спорах». Философские трактаты как нельзя лучше отражают философскую позицию автора и дарят читателю возможность оценить творческое наследие Шопенгауэра.",4 500 тг,5,Эксмо,2018 г.,9785699853571,560,Твердый,220 мм x 150 мм,27 мм,600 г.,http://www.bookcity.kz/content/images/thumbs/5095849_1433882.jpeg
Афоризмы житейской мудрости,Шопенгауэр А.,"Перед вами одно из самых значительных и популярных произведений Артура Шопенгауэра, знаменитого мыслителя XIX века, чьи труды оказали серьезное влияние на взгляды и творчество Р.Вагнера, Т.Манна, Ф.Ницше и всю европейскую культуру в целом. Книга предназначена для самого широкого круга читателей, поскольку основные воззрения учения Шопенгауэра изложены доступным языком и проиллюстрированы наглядными примерами. Житейская мудрость по Шопенгауэру — это искусство провести жизнь по возможности счастливо и спокойно. Поэтому ""Афоризмы"", помимо научно-философского интереса, позволят почерпнуть полезные знания для реальной жизни и найти ответы на многие вопросы, которые ставит перед человеком жизнь.",6 400 тг,3,Олма Медиа Групп,2014 г.,9785373069885,304,Твердый,290 мм x 205 мм,26 мм,1055 г.,http://www.bookcity.kz/content/images/thumbs/5069546_1409199.jpeg
Афоризмы житейской мудрости,Шопенгауэр А.,"В настоящее издание включены знаменитые ""Афоризмы житейской мудрости"", написанные выдающимся исследователем проблем оптимизма и пессимизма, ""воздухоплавателем духа"" Артуром Шопенгауэром во второй половине сороковых годов XIX века.",3 900 тг,0,Рипол Классик,2016 г.,9785386093976,368,Твердый,215 мм x 145 мм,25 мм,490 г.,http://www.bookcity.kz/content/images/thumbs/5110413_1436543.jpeg
"Безумцы и философия: Все не то, чем кажется","Саут Д., Карвет Р.,  Ирвин У.","Мало какой сериал критики приняли так восторженно, как ""Безумцев"". Впрочем, аудитория не нуждалась в хвалебных рецензиях, ""Золотых глобусах"" или премиях Гильдии киноактеров США, чтобы понять - в этом сериале есть что-то особенное, что-то восхитительно тревожное и будоражащее. С первого эпизода мы погрузились в сомнительную, с точки зрения морали, атмосферу корпоративной и семейной жизни 1960-х. Нам представили симпатичных героев, совершающих несимпатичные, а порой просто безнравственные поступки. Но как-то так вышло, что мы все равно переживаем за Дона Дрейпера и радуемся, когда ему удается изыскать способ эффективно продавать вредные для здоровья продукты, обманывать жену и скрывать свое настоящее имя. Почему так происходит? Что спрятано за красивым фасадом сериала? Фанаты ""Безумцев"" - настоящие философы в поисках ответа на эти вопросы написали эту книгу.",3 150 тг,0,Юнайтед Пресс,2011 г.,9785429500010,262,Мягкий,215 мм x 145 мм,15 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5065770_1370902.jpeg
Беседы и размышления,Кьеркегор С.,"Датский религиозный мыслитель Серен Кьеркегор - одна из ярчайших фигур в истории философии. Парадоксальный, дерзкий, ироничный полемист и философ и вместе с тем пламенный и страстный проповедник, одинокий и бескомпромиссный, Кьеркегор оказал огромное влияние на весь XX век. Работы С.Кьеркегора, представленные в данной книге, посвящены практике христианской жизни. Обращаясь к различным местам Священного Писания, С.Кьеркегор раскрывает их экзистенциальный смысл, показывая, что значит быть ""исполнителями слова, а не только слушателями, обманывающими самих себя"" (Иак. 1:22). Сочетание простоты и глубины, характерное для представленных в книге работ, делает их доступными и интересными самому широкому кругу читателей. Перевод ""Двух малых богословских трактатов"" публикуется впервые.",3 900 тг,3,Рипол Классик,2018 г.,9785386106614,512,Твердый,200 мм x 130 мм,35 мм,549 г.,http://www.bookcity.kz/content/images/thumbs/5123598_1456304.jpeg
Бытие техники и сингулярность,Бескаравайный С.,"Человечество неминуемо приближается к технологической сингулярности — моменту, когда технический прогресс станет настолько стремительным и сложным, что будет недоступен для нашего понимания. НО как именно будет проходить этот скачок в развитии? И что ждёт нас за его гранью?Для поиска ответов на эти вопросы необходимо идти от основ: разбираться с понятиями «техника», «парадигма техники», с методами прогнозирования. Фантасты много рассказали про «восстание машин», и некоторые их выдумки просто смешны. Однако есть вполне объективный процесс развития техники и роста ее самодостаточности. Эволюция машин схожа со становлением человеческого разума, и этапы развития цивилизации можно рассмотреть как периоды формирования будущего техносубъекта.Как человек станет жить рядом с осознающей себя техносферой? В чём люди изменятся, и на что ещё будет надежда?",6 800 тг,2,Рипол Классик,2018 г.,9785386103866,476,Твердый,215 мм x 145 мм,27 мм,600 г.,http://www.bookcity.kz/content/images/thumbs/5133420_1459036.jpeg
"Введение в историю философии. Лекции по эстетике, Наука логики, Философия природы",Гегель Г.,"Великому немецкому философу Георгу Гегелю выпало жить в бурную эпоху. Научная и промышленная революция конца XVIII века и идеи гуманистов Просвещения, Великая французская революция под знаменами свободы, равенства и братства, а затем долгие наполеоновские войны… Самая подходящая ситуация для рождения новых философских теорий и рассуждений о правах человека, о возможностях человеческого разума, о соотношении духовного и материального начал. Именно таковы были главные вопросы философии классического немецкого идеализма, символом которого является Гегель. Знакомство с системой великого философа с избранных глав из его наиболее известных произведений, представленных в этой книге. Это «Введение в историю философии», «Лекции по эстетике», а также входившие в «Энциклопедию философских наук» работы «Наука логики» и «Философия природы» (последняя представлена разделом «Механика»).",4 600 тг,2,Эксмо,2018 г.,9785040944385,560,Твердый,215 мм x 145 мм,1 мм,501 г.,http://www.bookcity.kz/content/images/thumbs/5126045_1458551.jpeg
Введение в философию,Паульсен Ф.,"Книга известного немецкого философа и педагога Фридриха Пауль-сена, посвященная анализу основных вопросов философии. В первой части книги автор рассматривает проблемы метафизики, к которым относит онтологическую и космолого-теологическую проблемы. Вторая часть освещает проблемы теории знания — проблему сущности, или отношения познания к действительности, и проблему происхождения познания. Излагая философские проблемы в их развитии, автор не только приводит их возможные решения, предлагавшиеся в истории философии, но и стремится обосновать то решение, которое представляется ему правильным. Работа также содержит краткий обзор вопросов этики.Книга Ф. Паульсена стала настолько популярной, что лишь в Германии до 1914 г. выдержала двадцать четыре издания была неоднократно переведена на многие языки, в том числе русский. Рекомендуется философам, историкам философии, студентам и преподавателям философских факультетов и всем заинтересованным читателям.",4 400 тг,0,Рипол Классик,2017 г.,9785386102326,486,Твердый,200 мм x 130 мм,30 мм,510 г.,http://www.bookcity.kz/content/images/thumbs/5123686_1456391.jpeg
Введение в эстетику,Лало Ш.,"Шарль Лало - французский ученый, эстетик, профессор Сорбонны, один из создателей современной социологии искусства и психологии искусства. Лало доказывал, что в XX веке эстетика должна отказаться от импрессионистической критики и вернуть нормы красоты в жизнь общества.Данное издание представляет собой несомненную библиографическую редкость - груд не печатался на русском языке уже более века, и теперь наконец у читателя есть возможность ознакомиться с трудом выдающегося эстетика. Издание сопровождается статьей доктора филологических наук Александра Маркова.",1 700 тг,0,Рипол Классик,2018 г.,9785386102333,456,Мягкий,30 мм,340 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126911_1459401.jpeg
"Вечная жизнь: новый взгляд. За пределами религии, мистики и науки",Спонг Д.,"Впервые на русском языке книга одного из блестящих интеллектуалов нашего времени, задающего направление всем самым интересным дискуссиям о науке и религии сегодня. ""Вечная жизнь"" - главная книга Джона Шелби Спонга, написанная на пике его творчества. Она посвящена предельным вопросам науки и веры о жизни, смерти и жизни после смерти.",4 100 тг,0,Эксмо,2019 г.,9785040988556,Мягкий,23 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5131127_1463498.jpeg
Вкус правды,Сост. Малявина В.В.,"""Вкус правды"" - это сборник афоризмов китайских писателей разных исторических эпох, переведенных известным синологом Владимиром Малявиным. Для современного читателя они не так знакомы, как авторы классических текстов вроде Конфуция или Лао-цзы, но позволяют проследить развитие философской мысли и ее влияние на повседневную жизнь Поднебесной. Мудрость, заключенная в изречениях древних китайских авторов, переходит в эстетику восприятия и сердечную искренность, творческая игра духа ведет к стратегическому планированию и созиданию.",4 700 тг,1,Рипол Классик,2015 г.,9785386084240,304,Твердый,215 мм x 145 мм,22 мм,495 г.,http://www.bookcity.kz/content/images/thumbs/5071987_1411464.jpeg
Воля к власти,Ницше Ф.,"""Воля к власти"" – произведение, венчающее философское творчество Фридриха Ницше. Опубликованное после смерти автора, оно вызвало настоящий резонанс и бурные споры. До сегодняшнего дня исследователи пытаются понять, что имел в виду немецкий философ и насколько его мысль была верно интерпретирована последователями. И был ли Ницше настолько уж беспринципным сторонником ""культа силы"" или в его афоризмах содержится нечто гораздо более глубокое и нетривиальное?",1 700 тг,5,Эксмо,2017 г.,9785040896240,608,Мягкий,30 мм,300 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5112452_1445858.jpeg
Время жить и время созерцать...Экзистенциальные смыслы и философское понимание времени в классической европейской культуре,"Мельник Ю., Римский В.","В монографии дана интерпретация экзистенциальных смыслов концепта времени, проявленного в конкретно-исторических формах культуры и философско-теоретических дискурсах классической европейской философии: от Хроноса мифа через Время Моисея и Одиссея - к времени Платона и Аристотеля, многомерному ""новому времени"" христианства и ""холодному времени"" модерна. Книга адресована студентам, аспирантам и преподавателям, работающим в пространстве социально-гуманитарных наук и философии, всем читателям, интересующимся этим проблемным полем.",4 400 тг,0,Алетейя,2014 г.,9785914199217,184,Твердый,13 мм,320 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5094294_1432241.jpeg
Галактика Гутенберга. Становление человека печатающего,Маклюэн М.,Неизвестно,8 800 тг,0,Академический  проект,2018 г.,9785829121976,Твердый,220 мм x 160 мм,25 мм,585 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126544_1459034.jpeg
Гегель,Стретерн П.,"Георг Вильгельм Фридрих Гегель - последний крупный представитель немецкого идеализма, создавший всеобъемлющую систему философии, какой, по словам Энгельса, еще не было с тех пор, как люди мыслят. Система эта базируется на утверждении ""все разумное действительно и все действительное разумно"". В его наследии много противоречивого (Гегель выступает как критик и как защитник религии, как государственник и как ""мыслитель свободы""), однако общепризнан тот факт, что из всех немецких философов он оказал самое большое влияние на ход мировой истории.",800 тг,4,Азбука-Аттикус,2014 г.,978538907654901,96,Мягкий,165 мм x 107 мм,6 мм,75 г.,http://www.bookcity.kz/content/images/thumbs/5067358_1406671.jpeg
"Генеалогия морали. Падение кумиров, или О том, как можно философствовать с помощью молотка. В 5 т. Т. 5",Ницше Ф.,"Фридрих Ницше — немецкий философ, филолог-классик, поэт, автор знаменитых трудов «Так говорил Заратустра», «По ту сторону добра и зла», «Воля к власти».В настоящем томе представлены страстные полемические работы Ницше «Генеалогия морали», «Падение кумиров», «Казус Вагнера» и «Антихрист», а также остроумная попытка самооценки — «Ессе Homo». Co свойственной ему парадоксальностью мысли и глубиной психологического анализа Ницше развенчивает нравственные предрассудки, проводит ревизию европейской культуры, низвергает саму идею христианства.",5 800 тг,2,Рипол Классик,2019 г.,9785386108731,416,Твердый,200 мм x 130 мм,30 мм,415 г.,http://www.bookcity.kz/content/images/thumbs/5109252_1444990.jpeg
Герцен,Желвакова И.А.,"Автор жизнеописания Герцена - бессменный руководитель Дома-музея А.И. Герцена, историк, переводчик и литератор И.А. Желвакова - поставила перед собой непростую задачу - достоверно, интересно и объективно рассказать о Герцене. Ведь им самим создана блестящая автобиография - ""Былое и думы"", а жизнь писателя и его литературное творчество давно стали предметом исследований в многочисленных книгах и научных трактатах.  И.А. Желвакова привлекла новые документы, изобразительные материалы, семейные реликвии, полученные ею в дар для музея от зарубежных потомков писателя сопоставила концепции и факты, правдиво дополнив биографию Герцена, и непредвзято, без идеологического тумана, рассмотрела его жизнь и судьбу. В результате перед нами не персонаж из учебника, а живой, страстный и очень красивый человек феноменальных способностей, окруживший себя столь же одаренными, нестандартно мыслящими людьми. Через всю свою жизнь Герцен пронес идеал свободы личности, хотя видел, как ""мрак превращается в небесный свет"" и... наоборот.",4 200 тг,0,Молодая гвардия,2010 г.,9785235033139,592,Твердый,200 мм x 130 мм,26 мм,565 г.,http://www.bookcity.kz/content/images/thumbs/5039937_1360722.jpeg
"Голос друга. 2-е изд., испр",Федье Ф.,"""В отношении друга мы ведем себя иначе, чем обыкновенно ведем себя с другими людьми. Идея о том, что следует постараться с каждым человеком быть такими, каковы мы с другом, - вот уж утопия или даже подлинная мистификация! Достанет ли у нас стойкости, чтобы хотя бы в отношении к единственному человеку быть другом, достойным этого имени?""- Франсуа Федье.Представляем второе, исправленное издание книги Франсуа Федье ""Голос друга"" в переводе Ольги Седаковой.Это небольшое двухчастное эссе посвящено словосочетанию, взятому из ""Бытия и времени"" Мартина Хайдеггера. У самого Хайдеггера оно нигде не разъясняется. Как первые философы, Федье говорит: об истине мы узнаем из редчайшего, почти невозможного. Таким невозможным в его книге предстает дружба. Дружба как ""дверь, распахнутая в метафизический опыт человека"". Открыть истинного себя в одиночку человек не может - и даже не захочет. К этому его зовет ""голос друга"". Истинные отношения с бытием и способ познать самого себя, по Федье, есть вслушивание в этот голос.",2 000 тг,0,Изд. Ивана Лимбаха,2018 г.,9785890593108,80,Мягкий,170 мм x 120 мм,5 мм,65 г.,http://www.bookcity.kz/content/images/thumbs/5115440_1448433.jpeg
