Асадов Э.А. Избранное,Асадов Э.А.,"Каждая строчка Эдуарда Асадова дышит любовью, радостью жизни, верой в добро. Поэт как бы приглашает читателя в волшебное путешествие по миру поэзии, высоких чувств и светлых размышлений. В настоящее издание вошли лучшие образцы лирики поэта.",2 500 тг,5,Эксмо,2015 г.,9785699824298,414,Твердый,165 мм x 120 мм,26 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5075982_1415241.jpeg
"Асадов Э.А. Полное собрание рассказов, повестей и романов в одном томе",Асадов Э.А.,"В книгу любимого многими поэта и писателя Эдуарда Асадова собраны произведения художественной прозы писателя, посвященные событиям, пережитым автором вместе со своим народом на полях сражений в годы Великой Отечественной войны, рассказы и воспоминания о литературном окружении, а также роман.",5 200 тг,0,Эксмо,2014 г.,9785699736966,736,Твердый,215 мм x 145 мм,41 мм,755 г.,http://www.bookcity.kz/content/images/thumbs/5064279_1404672.jpeg
"Ах, как хочется вернуться в городок",Крастошевский К.Э.,"""Сильная женщина плачет у окна"", ""Робкий и застенчивый такой"", ""Художник, что рисует дождь"", ""Городок"" - тексты этих и других шлягеров, которые исполняют наши популярные певицы, написаны поэтом Кириллом Крастошевским специально для них. Поэтому ""женские"" стихи составляют большую часть этой книги. А вообще-то Крастошевский пишет песни В.Леонтьеву, Д.Билану, Ф.Киркорову, Л.Лещенко и другим исполнителям, а также стихи и прозу, сценарии фильмов, он автор развлекательных программ Первого канала ТВ (""Розыгрыш"", ""Большая премьера"", ""Нашим мужчинам""), лауреат многочисленных конкурсов ""Песня года"", премии ""Овация"", ""Звезда"" как лучший поэт года.",900 тг,0,Эксмо,2006 г.,9785699177691,376,165 мм x 120 мм,20 мм,322 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5030387_1352271.jpeg
Ахмадулина Б. Малое собрание сочинений,Ахмадулина Б.А.,"Творчество Беллы Ахатовны Ахмадулиной являет собой одну из самых ярких страниц в поэзии ХХ века. ""Бесстрашие и мужество поэта, проявленное в достаточно тяжкие годы, - писал Андрей Битов, - снискало ей славу бескомпромиссного гражданина, но никак не исказило и не огрубило чистоты и высоты ее поэтического голоса"". По определению Иосифа Бродского, Ахмадулина стала наследницей лермонтовско-пастернаковской линии в русской поэзии: ""…она писала стихи, сочетая вполне традиционные четверостишия с абсолютно сюрреалистической диалектикой образности, позволившей ей возвысить свой озноб от простуды до уровня космического беспорядка"". В настоящем издании представлены стихотворения разных лет, поэмы и воспоминания Беллы Ахмадулиной.",3 700 тг,2,Азбука-Аттикус,2014 г.,9785389078277,768,Твердый,215 мм x 145 мм,42 мм,785 г.,http://www.bookcity.kz/content/images/thumbs/5065521_1405601.jpeg
Ахматова А.А. Избранное,Ахматова А.А.,"Когда в начале ХХ века Марина Цветаева назвала Анну Ахматову ""Анной Всея Руси"", даже самые благожелательные критики увидели в этом экзальтированное преувеличение. Но ХХ век закончился, и оказалось, что Цветаева не ошиблась: согласно опросу, проведенному Российским институтом социальных и национальных исследований, Анна Ахматова вошла в первую десятку списка самых выдающихся деятелей русской литературы ХХ века, составленного в соответствии с народным мнением: наряду с С.Есениным и А.Солженицыным, вслед за А.Блоком.",2 000 тг,0,Эксмо,2014 г.,9785699769537,352,Твердый,165 мм x 120 мм,22 мм,285 г.,http://www.bookcity.kz/content/images/thumbs/5080259_1419181.jpeg
Ахматова А.А. Малое собрание сочинений,Ахматова А.А.,"Анна Андреевна Ахматова - большой русский поэт. ""Меня, как реку, суровая эпоха повернула..."" - так написала она о своей жизни, пришедшейся на едва ли не самый трагический период нашей истории. Поэзии Ахматовой свойственна ""небывалая острота напряженного переживания, глубина скорби, выходящей за пределы личности, становящейся общечеловеческой..."" (Б.Лавренев). В настоящем томе собрана большая часть творческого наследия Анны Ахматовой, как поэтического, так и прозаического: книги ""Вечер"", ""Четки"", ""Белая Стая"", ""Подорожник"", ""Аnnо Domini"", поэмы ""Путем всея земли"" (""Китежанка"") и ""Реквием"". Сюда вошли также ""Поэма без Героя"", автобиографическая и мемуарная проза поэта. Этот том Малого собрания сочинений, так же как и уже вышедшие в издательстве ""Азбука"" книги серии ""Настоящая Ахматова"", отличается от всех предшествующих изданий стихотворений и поэм Ахматовой прежде всего качеством текстологической подготовки: все тексты сверены по автографам, хранящимся в государственных архивах и частных собраниях, а также по первым публикациям в периодической печати.",3 900 тг,4,Азбука-Аттикус,2015 г.,978538902947706,624,Твердый,215 мм x 145 мм,40 мм,652 г.,http://www.bookcity.kz/content/images/thumbs/5041211_1388843.jpeg
Ахматова. Неповторимые слова,Ахматова А.А.,"Анна Андреевна Ахматова принадлежит к плеяде великих поэтов Серебряного века, чье творчество неизмеримо обогатило русскую культуру. Судьбой ей была дарована долгая, полная страданий и творческих взлетов жизнь, недаром классическую стройность и изысканность ее стихов всегда сопровождает привкус горечи –  горечи утрат и великих потрясений XX века. Может быть, еще и по этой причине «неповторимые слова» ахматовских строк звучат так живо, так современно и так притягательно. Чарующая магия стиха Анны Ахматовой, ее страстное и мудрое слово всегда затрагивают струны наших сердец. Перед вами, дорогие читатели, подлинные сокровища русской поэзии.",8 400 тг,0,Олма Медиа Групп,2018 г.,9785001112518,Твердый,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133668_1465644.jpeg
Басни,Крылов И.А.,"Иван Крылов (1769–1844) — выдающийся русский баснописец, поэт, публицист, издатель сатирико-просветительских журналов, при жизни заслуживший уважение и любовь своего народа.
""Конечно, ни один француз не осмелится кого бы то ни было поставить выше Лафонтена, но мы, кажется, можем предпочитать ему Крылова. Оба они вечно останутся любимцами своих единоземцев"", — писал Александр Пушкин.
И. Крылов создал 236 басен, значительная часть которых написана на оригинальный сюжет. Басни, включенные автором в 9 книг, представлены в этой книге.",2 000 тг,3,Эксмо,2018 г.,9785040959426,Твердый,18 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127386_1459878.jpeg
Басни,Крылов И.А.,"Творчество Ивана Андреевича Крылова знакомо нам с самого детства. Его басни - поучительные, насмешливые, подчас язвительные - понятны и интересны читателям разного возраста, это поистине народные произведения, проникнутые русским духом и подлинной житейской мудростью. Язык басен Крылова поэтичен и удивительно образен, а стихотворные цитаты из его произведений давно вошли в нашу обыденную жизнь в качестве пословиц и поговорок и как жемчужины народной мудрости день ото дня не стареют.",5 400 тг,4,Олма Медиа Групп,2014 г.,9785373057677,224,Твердый,240 мм x 170 мм,17 мм,80 г.,http://www.bookcity.kz/content/images/thumbs/5124182_1338607.jpeg
Басни,Крылов И.А.,"?Иван Крылов (1769–1844) — выдающийся русский баснописец, поэт, публицист, издатель сатирико-просветительских журналов, при жизни заслуживший уважение и любовь своего народа. ""Конечно, ни один француз не осмелится кого бы то ни было поставить выше Лафонтена, но мы, кажется, можем предпочитать ему Крылова. Оба они вечно останутся любимцами своих единоземцев"", — писал Александр Пушкин. И. Крылов создал 236 басен, значительная часть которых написана на оригинальный сюжет. Басни, включенные автором в 9 книг, представлены в этой книге.",1 900 тг,5,Эксмо,2018 г.,9785040959532,288,Твердый,20 мм,225 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5121511_1454304.jpeg
Бег времени,Ахматова А.А.,"Анна Андреевна Ахматова - крупнейший поэт ХХ века. В 1923 году филолог Б.М.Эйхенбаум сказал о ее творчестве: ""Поэзия Ахматовой для новых людей - не то, что для нас. Мы недоумевали, удивлялись, восторгались, спорили и, наконец, стали гордиться. Им наши восторги не нужны. Они не удивляются, потому что пришли позже"". В настоящем издании представлена большая часть творческого наследия Ахматовой: ""Вечер"", ""Четки"", ""Белая стая"", ""Подорожник"", ""Аnnо Domini"", ""Тростник"", ""Бег времени"" и другое.",1 500 тг,5,Азбука-Аттикус,2016 г.,978538908080507,384,Твердый,200 мм x 130 мм,28 мм,305 г.,http://www.bookcity.kz/content/images/thumbs/5066604_1406444.jpeg
Бессоница. Гомер. Тугие паруса,Мандельштам О.Э.,"Осип Эмильевич Мандельштам (1891 - 1938) - один из самых значительных русских поэтов Cеребряного века. ""Конечно, наш первый поэт..."" - говорила о нем Анна Ахматова. Судьба Мандельштама, погибшего в пересыльном сталинском лагере под Владивостоком, горька, но и блистательна: за короткий жизненный срок он оставил поэтическое наследие, сделавшее его одним из величайших поэтов XX века.",1 900 тг,1,Эксмо,2015 г.,9785699668922,384,Твердый,165 мм x 120 мм,22 мм,260 г.,http://www.bookcity.kz/content/images/thumbs/5068140_1407854.jpeg
Блок А. Малое собрание сочинений,Блок А.А.,"Александр Александрович Блок - замечательный русский поэт, перу которого принадлежат стихотворения, во многом определившие магическое звучание поэзии Серебряного века и одновременно ставшие связующим звеном между литературой модерна и классической русской поэзией. Превыше всего Блок ценил воспетую Пушкиным ""тайную свободу"", дарованную поэту, чтобы выполнить свое таинственное предназначение. Поэзия была для него, как писал Владислав Ходасевич, ""первейшим, реальным духовным подвигом, неотделимым от жизни"". В настоящем издании представлены избранные произведения Александра Блока, в том числе лирическая ""трилогия"", в которой нашел отражение жизненный и творческий путь поэта, а также драматические произведения, поэма ДВЕНАДЦАТЬ.",3 200 тг,3,Азбука-Аттикус,2014 г.,978538908001004,608,Твердый,215 мм x 145 мм,36 мм,630 г.,http://www.bookcity.kz/content/images/thumbs/5065551_1405629.jpeg
Божественная Комедия. Новая Жизнь,Агильери Д.,"""Божественная Комедия"", ставшая вершиной творчества своего великого создателя и на все времена прославившая имя Данте Алигьери, является жемчужиной мировой литературы. Прошло более шести столетий со времени ее появления. И все же ""Комедия"", так называл свою поэму сам Данте, подчеркивая пройденный в ней путь от мрака и скорби к свету и радости, дышит такой жгучей страстностью, такой подлинной человечностью, что она и поныне в умах и сердцах своих читателей живет как полноценное создание искусства, как памятник высокого гения. В данный том вошла также ""Новая Жизнь"", написанная в стихах и прозе, которую можно считать одним из первых европейских автобиографических романов XIII века.",4 700 тг,4,Азбука-Аттикус,2014 г.,978538906131604,768,Твердый,215 мм x 145 мм,41 мм,751 г.,http://www.bookcity.kz/content/images/thumbs/5006954_1387510.jpeg
Большое собрание стихотворений и поэм в одном томе,Маяковский В.В.,"?Владимир Маяковский ворвался в русскую поэзию XX века, ослепляя современников оригинальностью стихотворных строк, азартом, необычностью, яркостью, ""пожаром сердца"". Певец революции, страстный бунтарь и тонкий лирик, Маяковский принадлежит к числу титанических фигур русского искусства. Книга представляет наиболее полное собрание стихотворений и поэм В. Маяковского.",5 700 тг,0,Эксмо,2018 г.,9785040956104,1312,Твердый,215 мм x 145 мм,1 мм,501 г.,http://www.bookcity.kz/content/images/thumbs/5121812_1454574.jpeg
Борис Годунов,Пушкин А.С.,"В серии ""Шедевры мировой иллюстрации"" мы продолжаем знакомить читателя с творчеством Б.В. Зворыкина, представляя произведение А.С. Пушкина ""Борис Годунов"" с его иллюстрациями.  Эта работа тем более интересна, что ""Борис Годунов"" иллюстрировался не часто и, как правило, в связи с юбилейными датами. Поэтому' говорить о наличии устойчивой иллюстраторской традиции этого произведения не приходится. Иллюстрации Зворыкина - несомненное явление в истории книжной иллюстрации. Работа была осуществлена к изданию в Париже в 1925 году. Это второе обращение художника к ""Борису Годунову"".",5 400 тг,0,Игра слов,2008 г.,9785991800273,144,Твердый,290 мм x 220 мм,14 мм,820 г.,http://www.bookcity.kz/content/images/thumbs/5039451_1363601.jpeg
Бродский И. Стихотворения и поэмы. В 2-х томах,Бродский И.А.,"Настоящее издание - наиболее полное за последние 10 лет собрание стихотворений и поэм Иосифа Бродского. В его основу положены шесть поэтических сборников, подготовленных при непосредственном участии автора в американском издательстве ""АРДИС"" в 1970-е - 1990- е годы: ""Остановка в пустыне"" (1970), ""Конец прекрасной эпохи"" (1977), ""Часть речи"" (1977), ""Новые стансы к Августе"" (1983), ""Урания"" (1987), ""Пейзаж с наводнением"" (1996).  В двухтомник вошли также переводы Иосифа Бродского из английской, американской, польской, литовской поэзии, стихи для детей, шуточные стихотворения, послания к друзья, неоконченные произведения и стихотворения, не публиковавшиеся при жизни автора. Вступительная статья и обширные примечания известным поэтом и исследователем литературы Львом Лосевым, с которым Бродского связывала близкая дружба в течении более чем трех десятилетий. Эти материалы - своеобразная карта поэтического мира Бродского, позволяющая проследить интеллектуальную одиссею поэта от начальной поры до последних лет. В примечаниях дается обзор критических откликов, объяснение нестандартных слов  и выражений, устанавливаются прямые и скрытые цитаты, прослеживаются ключевые образы и мотивы в творчестве поэта, приводятся его автокомментарии.При подготовке двухтомника к переизданию все тексты были выверены заново.",18 900 тг,1,"Лениздат, Книжная лаборатория",2017 г.,9785445310730,1408,Твердый,215 мм x 145 мм,70 мм,1585 г.,http://www.bookcity.kz/content/images/thumbs/5122870_1455607.jpeg
Бродский И.А. Малое собрание сочинений,Бродский И.А.,"В настоящий том избранных произведений Иосифа Бродского вошли поэтические сборники ""Остановка в пустыне"", ""Конец прекрасной эпохи"", ""Часть речи"", ""Новые стансы к Августе"", ""Урания"" и ""Пейзаж с наводнением"", выпускавшиеся американским издательством ""Ардис"" с 1970 по 1996 годы, а также пьеса ""Мрамор"" и эссе.",5 200 тг,5,Азбука-Аттикус,2018 г.,978538904515609,877,Твердый,215 мм x 145 мм,47 мм,1005 г.,http://www.bookcity.kz/content/images/thumbs/4658571_1388821.jpeg
В прекрасном и яростном мире. Стихи,Бушин В.С.,"Владимира Сергеевича Бушина называют лучшим критиком, полемистом современности, последним рыцарем советской идеологии. Солдат Отечества в самом прямом значении, с 1942-го в составе 50-й армии он прошел боевой путь от Калуги до Кенигсберга. Живя по совести и чести, никогда не забывая, что ""жизнь - единократна, и все в ней сразу - набело"", он остался на передовой и в литературе.  В стихах разных лет Бушин предстает лириком, романтиком, сатириком, памфлетистом. Он, как всегда, неожидан и узнаваем, ироничен и правдив.",2 300 тг,0,Алгоритм,2010 г.,9785926506690,304,Твердый,200 мм x 130 мм,20 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5033947_1355930.jpeg
В то время я гостила на земле...,Ахматова А.А.,"Анна Андреевна Ахматова - поэт, чье творчество безоговорочно причислено к золотому фонду русской литературы. ""Поэзия Ахматовой для новых людей - не то, что для нас. Мы недоумевали, удивлялись, восторгались, спорили и, наконец, стали гордиться. Им наши восторги не нужны. Они не удивляются, потому что пришли позже"", - писал в 1923 году филолог Б.М.Эйхенбаум. В настоящем издании собраны стихотворения из опубликованных до 1940-го года книг ""Вечер"", ""Четки"", ""Белая стая"", ""Подорожник"", ""Аnnо Domini"", ""Тростник"", а также не входившие в книги стихотворения этого периода. Тексты сверены по автографам, хранящимся в государственных архивах и частных собраниях, а также по первым публикациям в периодической печати. Сохранены особенности авторской орфографии, пунктуация подлинников, соблюдается по возможности вид записи произведений. Том снабжен предисловием и примечаниями, подготовленными Н.И.Крайневой.",2 700 тг,3,Азбука-Аттикус,2018 г.,9785389145832,416,Твердый,25 мм,350 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120201_1453014.jpeg
Великие поэты. Том 19. Мицкевич А. Листок из альбома,Мицкевич А.,"Адам Мицкевич, выдающийся польский поэт, современник Пушкина, Лермонтова и Тютчева, — один из ярчайших представителей романтической эпохи. И в поэзии, и в общественной жизни он был неудержим, как и подобает герою, видящему несовершенство социальных отношений, исторического порядка, земного устройства в целом. Он очень любил свою родину и ратовал за свободу личности. В XIX веке это подчас грозило напастями и лишениями. Мицкевич не понаслышке знал, что такое чувство изгнанника, странника.Оно питало его образы — порывистые, резкие, фрагментарные. Оно окрыляло его талант — и стихотворца, и гражданина. В сборнике представлены произведения великого польского поэта Адама Мицкевича - как любовные сонеты, так и рассуждения автора.",1 100 тг,1,Амфора,2012 г.,4607071484751,240,Твердый,177 мм x 107 мм,10 мм,240 г.,http://www.bookcity.kz/content/images/thumbs/5026087_1345879.jpeg
Великие поэты. Том 22. Аполлинер  Г. Бестиарий,Аполлинер Г.,"Поэзия Гийома Аполлинера оказалась мостом между французским символизмом и новым стилем, для которого сверхреальное было интереснее того, что очевидно. «Железный» век взбудоражил умы механическими открытиями. Аполлинер полагал, что поэт обязан пережить нашествие низменного и безличного, выбираясь из-под маховиков прогресса умудренным и прозревающим истины без обмана. Он много экспериментировал с формой, с языком поэзии.Не чурался смешивать архаическое с ультрасовременным, возвышенное с утилитарным. Этим Аполлинер решительно продвинул к новым горизонтам не только французскую, но и всю поэзию в целом. В сборник вошли стихи разных лет из прижизненных изданий Аполлинера, а также произведения, ранее публиковавшиеся только в периодике.",1 100 тг,0,Амфора,2012 г.,4607071484768,240,Твердый,177 мм x 107 мм,18 мм,260 г.,http://www.bookcity.kz/content/images/thumbs/5024679_1348007.jpeg
Великие поэты. Том 56. Надсон С.,Неизвестно,"В книгу вошли лирические стихотворения, баллады и избранные поэмы русского поэта и писателя С. Надсона.",800 тг,0,Комсомольская правда,2015 г.,4607071486342,238,Твердый,177 мм x 107 мм,17 мм,250 г.,http://www.bookcity.kz/content/images/thumbs/5044849_1366083.jpeg
