"Мы пестрые бабочки,  детка!",Елинек Э.,"Роман ""Мы пестрые бабочки, детка!"" (1970) - первенец Эльфриды Елинек. Именно с ним она вошла в австрийскую, а затем и в мировую литературу. Русскоязычному читателю нобелевский лауреат Э.Елинек уже знакома по романам ""Пианистка"", ""Алчность"", ""Дети мертвых"" и другим.",2 200 тг,0,Амфора,2007 г.,9785367005776,304,Твердый,205 мм x 132 мм,15 мм,310 г.,http://www.bookcity.kz/content/images/thumbs/5040081_1361573.jpeg
Мы? Мы!,Барщевский М.Ю.,"Новая книга Михаила Барщевского, проиллюстрированная известными писателями, юристами и деятелями культуры.",2 700 тг,0,Олма Медиа Групп,2007 г.,9785373008365,384,Твердый,20 мм,354 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5028129_1348677.jpeg
Мыло,Бомонт М.,"Эпистолярный жанр на всех парах ворвался в информационный век стараниями блистательного Мэтта Бомонта. Оглушительный успех его книги объясняется просто: очень многие из нас уже не в силах представить себе, как можно жить без повседневной переписки. И мелкая офисная сошка, и всесильные боссы привыкли доверять свои секреты коварному ""мылу"" - не задумываясь о том, каким вулканом страстей, интриг и противоречий способна обернуться корпоративная электронная почта.  Бестселлер ""Мыло"" переведен на множество языков.",2 800 тг,0,Эксмо,2011 г.,9785699463282,416,Твердый,215 мм x 145 мм,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5042497_1365393.jpeg
Мыть полы коньяком,Пунш Е.,"Ева ""leonardovna"" Пунш закончила сценарный факультет ВГИКа, а уже потом кулинарный техникум, поэтому она знает все - и про хлеб и зрелища, и про нас с вами.  В ее мире имеют ценность рыжие женщины, маленькие дети и умные мужчины, черно-белое кино и охотничьи ружья, французский шансон и немецкая опера, утренний дождь и ледяная водка, сыр с плесенью и свежая зелень.  ""Мы с вами можем прожить всю жизнь на одной улице. Мы с вами можем всю жизнь проработать в одном офисе. Мы с вами можем проводить летний отпуск в одних и тех же местах. Мы можем прожить одинаковую жизнь, но наши миры ни разу не пересекутся"".",1 300 тг,0,АСТ,2009 г.,9785170459193,320,Твердый,20 мм,272 г.,"

                                                Киноискушения, Виноискушения, Гастрономический оргазм, Гортанобесие, Инкубы и суккубы, Утехи и утешения, Мой маленький бестиарий",http://www.bookcity.kz/content/images/thumbs/5023476_1344736.jpeg
Мыши,Рис Г.,"Что происходит, когда мыши загнаны в угол и их жизнь под угрозой? Оказывают ли они, в конце концов, сопротивление?  Шестнадцатилетняя Шелли переезжает с матерью в коттедж ""Жимолость"" в сельской глуши, спасаясь от своих страхов и тревог. Они собираются начать новую, спокойную жизнь, но однажды незваный гость врывается в их уютный мирок и рушит все планы. Теперь они снова живут в страхе, вздрагивая от малейшего шороха...  ""Мыши"" - тревожная психологическая драма, подводящая читателя к нравственной дилемме. А сколько вы будете терпеть, пока не скажете ""хватит""?",2 800 тг,0,Рипол Классик,2011 г.,9785386031763,304,Мягкий,215 мм x 145 мм,26 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5006511_1329979.jpeg
Мэгги Кэссиди,Керуак Д.,"Джек Керуак дал голос целому поколению в литературе, за свою короткую жизнь успел написать около 20 книг прозы и поэзии и стать самым известным и противоречивым автором своего времени. Одни клеймили его как ниспровергателя устоев, другие считали классиком современной культуры, но по сто книгам учились писать все битники и хипстеры - писать не что знаешь, а что видишь, свято веря, что мир сам раскроет свою природу. Роман ""В дороге"" принес Керуаку всемирную славу и стал классикой американской литературы это был рассказ о судьбе и боли целого поколения, выстроенный, как джазовая импровизация. Несколько лет назад рукопись ""В дороге"" ушла с аукциона почти за 2,5 миллиона долларов, а сейчас роман обрел наконец и киновоплощение продюсером проекта выступил Фрэнсис Форд Коппола (права на экранизацию он купил много лет назад), в фильме, который выходит на экраны в 2012 гожу, снялись Вигго Мортенссн, Стив Бушеми, Кирстен Даист, Эми Адаме. Встроившийся между ""Бродягами Дхармы"" и ""Биг-Суром""...",2 400 тг,5,Азбука-Аттикус,2012 г.,978538902973601,224,Твердый,200 мм x 130 мм,16 мм,254 г.,http://www.bookcity.kz/content/images/thumbs/5042760_1368325.jpeg
На берегах Хазарского моря. Две жизни - одна любовь,"Павич М, Михайлович Я.","Спокойная, чуть меланхоличная манера Ясмины Михайлович напоминает оригинальный, фантазийный, тонкий стиль произведений Милорада Павича, пожалуй самого читаемого автора с Балкан. Искусное переплетение под одной обложкой текстов, вышедших из-под пера мужа и жены, дало жизнь своеобразному литературному коллажу - романтическому повествованию о любви двух сербских писателей, которых не смогла разлучить смерть.",2 800 тг,0,Центрполиграф,2017 г.,9785227077172,192,Твердый,20 мм,210 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115998_1448955.jpeg
На берегу Рио-Пьедра села я и заплакала,Коэльо П.,"Что бывает с юной любовью, когда робость не позволяет ей раскрыться? И что бывает, когда годы спустя судьба вновь соединяет влюбленных? Ведь жизнь уже научила ее быть сильной и скрывать свои чувства, а он стал духовным наставником и даже, говорят, способен творить чудеса. Новая встреча становится для них началом нового пути. И первые шаги они сделают вместе - на берегу Рио-Пьедра, в маленькой деревушке во Французских Пиренеях, где они находят нужные слова и учатся ценить друг друга.",3 300 тг,0,АСТ,2015 г.,9785170776047,192,Твердый,200 мм x 130 мм,17 мм,235 г.,http://www.bookcity.kz/content/images/thumbs/5005742_1387442.jpeg
На берегу Рио-Пьедра села я и заплакала,Коэльо П.,На берегу Рио-Пьедра села я и заплакала,2 100 тг,0,АСТ,2014 г.,9785170876488,192,Мягкий,16 мм,145 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5066974_1406769.jpeg
На Верхней Масловке,Рубина Д.,"Взаимоотношения героев романа ""На Вехней Масловке""  загадочны: Анна Борисовна и Петя  как будто ненавидят друг друга,  но продолжают оставаться вместе... Что же  удерживает их рядом столько лет?",5 000 тг,2,Эксмо,2017 г.,9785699981199,400,Твердый,200 мм x 130 мм,30 мм,445 г.,http://www.bookcity.kz/content/images/thumbs/5112591_1445997.jpeg
На новой земле,Лахири Д.,"Герои третьей книги Джумпы Лахири не чувствуют себя чужими ни в строгих пейзажах Массачусетса, ни в уютных лондонских особняках. Эти молодые люди, выпускники элитных колледжей Новой Англии, уже, казалось, полностью ассимилировались, воспринимают себя уже настоящими американцами. Но все-таки что-то не дает им слиться с успешными яппи, своими однокашниками, и спокойно воплощать американскую мечту. И это не только экзотически звучащие имена и цвет кожи, выдающие их бенгальское происхождение...",3 300 тг,0,Азбука-Аттикус,2010 г.,9785389013391,432,Твердый,130 мм x 205 мм,23 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5032919_1355323.jpeg
На светлой стороне,Смейл Х.,"?Гарриет Мэннерс — гик, и она знает много всего, например: — Словосочетание «Haute Couture» появилось во Франции в 1858 году — В XIX веке Париж освещало 56 000 фонарей — В Париже 153 музея Но это не поможет ей пережить Неделю высокой моды в Париже — одно из самых важных событий в жизни модели. Гарриет в восторге от красот города и изо всех сил надеется, что на этот раз у нее все получится. Но Гарриет не была бы собой, если бы всего за пару дней не превратила в хаос не только собственную жизнь, но и весь мир моды.",3 300 тг,2,Эксмо,2017 г.,9785699957958,352,Твердый,24 мм,435 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5100826_1437464.jpeg
На солнечной стороне улицы,Рубина Д.,"?Роман Дины Рубиной - неожиданный  виртуозный кульбит ""под куполом литературы"", абсолютное преображение стиля писателя, его привычной интонации и круга тем.Причудливы судьбы героев романа, в ""высоковольтном"" сюжете переплелись любовь и преступления, талант и страсть, способная уничтожить личность или вознести к вершинам творчества.Откройте этот роман - и вас не отпустит поистине вавилонское столпотворение типов: городские безумцы и алкаши, русские дворяне, ссыльные и отбывшие срок зэки, ""белые колонизаторы"" и ""охотники за гашишем""…",6 100 тг,5,Эксмо,2018 г.,9785040902644,432,Твердый,35 мм,460 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5124256_1456916.jpeg
На четвёртый раз везёт,Ингемарсон К.,На четвёртый раз везёт О чем говорят женщины,1 800 тг,5,Иностранка,2011 г.,9785389027664,528,Твердый,200 мм x 130 мм,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5046288_1368982.jpeg
Наваждение,Гауди Б.,"Эта любовь - вне закона. Путь к ней - через преступление. Сумеет ли он вовремя остановиться?     Роман был номинирован на премию ""Governor General's Award"" и завоевал ""The Trillium Award"".  Книга продолжает популярную серию ""Literatura"", в которой собраны лучшие произведения современных зарубежных авторов.",2 800 тг,0,Рипол Классик,2010 г.,9785386016364,416,217 мм x 147 мм,26 мм,479 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5045587_1367348.jpeg
"Нагайна, или Измененное время",Петрушевская Л.С.,"Книга Людмилы Петрушевской ""Нагайна, или Измененное время"" полна мистических сюжетов, тех явлений, когда душа соприкасается с вечным, до нас существовавшим и вдруг возникающим миром. Однажды случилось, что Л.С. Петрушевская, единственный русскоязычный автор, получила премию ""World Fantasy Award"" — всемирную премию в области фантастики. Но никто из наших фантастов не нашел этого писателя в списке ""своих"". Видимо, придется признать: у нас существует совершенно другая область фэнтези — книга, которую вы держите в руках.",4 500 тг,3,Эксмо,2019 г.,9785041010362,Твердый,26 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130055_1462449.jpeg
Над горой играет свет,Мадженди К.,"Созданный современной американской писательницей и поэтессой Кэтрин Мадженди неповторимый, волшебный мир расположен в глухих уголках восточных штатов, наполнен дыханием гор и леса и населен образами детства и тенями ушедших, которые то и дело вмешиваются в ход повествования. ...Вирджиния Кейт возвращается в родные места, чтобы похоронить мать и распорядиться наследством, - а на самом деле ей предстоит правильно распорядиться собственными счастливыми и горькими воспоминаниями, осмыслить судьбу трех поколений женщин ее семьи, понять и простить.",3 700 тг,0,"Иностранка, Азбука-Аттикус",2012 г.,978538902495301,496,Твердый,205 мм x 130 мм,35 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5042549_1367099.jpeg
Над кукушкиным гнездом,Кизи К.,"Подобно многочисленным громким событиям, связанным с именем ""веселого проказника"" Кена Кизи, его первая книга ""Над кукушкиным гнездом"" (1962) произвела много шума в литературной жизни Америки. Кизи был признан талантливейшим писателем, а роман стал одним из главных произведений для битников и хиппи. НАД КУКУШКИНЫМ ГНЕЗДОМ - это грубое и опустошающе честное изображение границ между здравомыслием и безумием. ""Если кто-нибудь захочет ощутить пульс нашего времени, пусть читает Кизи. И если все будет хорошо и не изменится порядок вещей, его будут читать и в следующем веке"", - писали в газете ""Лос-Анджелес Тайме"". Действительно, и в наши дни книга продолжает жить и не теряет своей сумасшедшей популярности. По мотивам романа был снят одноименный фильм (реж. Милош Форман, 1975), покоривший весь мир и получивший пять ""Оскаров"". А также поставлено множество спектаклей в разных странах, в том числе в России.",2 500 тг,5,Эксмо,2014 г.,9785699726653,384,Твердый,200 мм x 130 мм,23 мм,381 г.,http://www.bookcity.kz/content/images/thumbs/5075952_1415210.jpeg
Над кукушкиным гнездом,Кизи К.,"Подобно многочисленным громким событиям, связанным с именем ""веселого проказника"" Кена Кизи, выход в 1962 году его первой книги ""Над кукушкиным гнездом"" произвел много шума в литературной жизни Америки. После его появления Кизи был признан талантливейшим писателем, а сам роман стал одним из главных произведений движений битников и хиппи. ""Над кукушкиным гнездом"" - это грубое и опустошительно честное изображение границ между здравомыслием и безумием.",2 900 тг,5,Эксмо,2015 г.,9785699691975,416,Твердый,165 мм x 107 мм,24 мм,292 г.,http://www.bookcity.kz/content/images/thumbs/5006200_1329913.jpeg
Назад к тебе,Джио С.,"Когда-то общественность потрясла история Шарлотты, которая попала в кораблекрушение во время медового месяца и вернулась домой лишь спустя два года. Она провела много времени в открытом море, а затем на необитаемом острове в компании нелюдимого мужчины по имени Грэй, благодаря которому смогла выжить.Спустя много лет Шарлотта находит на берегу послание в бутылке. Это невероятно, но из него следует, что Грэй все еще ждет ее на острове, и, по его мнению, с момента их расставания прошли считаные дни...",3 600 тг,5,Эксмо,2018 г.,9785040942282,320,Твердый,25 мм,250 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120106_1452918.jpeg
Накануне неизвестно чего,Веллер М.И.,"• Новая скандальная книга иронической прозы масштабного общественно-публицистического звучания вскрывает самые острые проблемы без малейшей политкорректности. • ""Торговля Родиной в особо крупных размерах"", ""Гееспособность общества"" и другие сатирические издевки-приговоры ошарашивают – не дают бросить книгу недочитанной. • В книгу вошли несколько самых востребованных эссе из прежних философских книг: ""Народ и власть"", ""Эстетика дегенерации"", ""Падение цивилизаций"". • Яркий раздел составляют экзотические экскурсы в модную сегодня историю: ""Маленькие слабости великого Цезаря"" об интимных тайнах диктатора, или ""Кулак над Пекином"" - как Россия оторвала от Китая Приморье и Монголию. • Дополнительной рекламой книге служит прошедшие публикации некоторых глав на сайте ""Эха Москвы"" - со средней их посещаемостью 150 тысяч читателей. Аннотация: Новая ироническо-издевательская книга Михаила Веллера - не то призыв сажать родных воров, не то ошеломление...",4 600 тг,4,АСТ,2016 г.,9785170995400,352,Твердый,200 мм x 130 мм,21 мм,380 г.,http://www.bookcity.kz/content/images/thumbs/5091790_1429726.jpeg
Наполеонов обоз. Книга 2: Белые лошади,Рубина Д.,"Вторая книга романа «Наполеонов обоз» – «Белые лошади» – затягивает читателя в воронку любви и предательства, счастья и горя двух главных героев – Аристарха и Надежды. За короткий срок на них обрушивается груз сильнейших потрясений, которые нечасто и не всем выпадают в юности. Сильные, цельные натуры, оба они живут на такой высоте чувств, которая ничего не прощает. Судьба буквально расшвыривает в разные стороны двух влюблённых. Каждый из них теперь идет своим отдельным путем, оставаясь навсегда глубоко одиноким, раненым душевно.По ходу романа продолжает приоткрываться давняя история предка Стаха Бугрова – Аристарха Бугеро, офицера наполеоновской армии, прожившего в России свою трагическую и таинственную жизнь. И парадоксальным образом оказывается, что история эта вовсе не завершилась полтораста лет назад.",4 100 тг,5,Эксмо,2019 г.,9785040995530,Твердый,37 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130057_1462451.jpeg
Напряжение счастья,Муравьева И.,"В книгу повестей и рассказов Ирины Муравьевой вошли как ранние, так и недавно созданные произведения. Все они - о любви. О любви к жизни, к близким, между мужчиной и женщиной, о любви как состоянии души. И о неутоленной потребности в этом чувстве тоже. Обделенность любовью делает человека беззащитным перед ужасами мира, сводит с ума. Автор с таким потрясающим мастерством фиксирует душевную вибрацию своих героев, что мы слышим биение их пульса. И, может быть, именно это и создает у читателя ощущение прямого и обжигающего прикосновения к каждому тексту.",2 000 тг,0,Эксмо,2010 г.,9785699411276,320,Твердый,207 мм x 132 мм,18 мм,338 г.,http://www.bookcity.kz/content/images/thumbs/5037177_1359503.jpeg
Напутствие умирающим,Олов                                                                            ,"Первое произведение начинающего писателя Олова, амбициозное как по объему, так и по глубине проблематики. От описания приключений простого парня, ""плывущего по течению жизни"", автор постепенно доходит до философских рассуждений о смысле бытия и жизненных приоритетах, заставляя читателя забыть о ежедневных заботах и задуматься о вечном.",2 400 тг,0,Флюид,2007 г.,9785983581616,400,Твердый,22 мм,112 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5011851_1332946.jpeg
Нарушитель спокойствия,Йейтс Р.,"Впервые на русском — зрелый роман автора прославленной «Дороги перемен» — книги, которая вошла в шорт-лист Национальной книжной премии США и послужила основой недавно прогремевшего фильма Сэма Мендеса с Леонардо Ди Каприо и Кейт Уинслет в главных ролях (впервые вместе после «Титаника»!). Кейт Аткинсон называла Йейтса «реалистом высшей пробы, наследником Хемингуэя», а Sunday Telegraph — «одним из величайших американских писателей двадцатого века». Итак, познакомьтесь с Джоном Уайлдером. Казалось бы, ему не на что жаловаться: успешная карьера в рекламном бизнесе, любящая жена, растущий сын, квартира на Манхэттене, даже загородный дом. каждый вечер — деловой ужин с партнерами, каждый уик-энд — коктейль с друзьями. Но что-то в глубине этой идеальной жизни дало трещину, что-то нарушило хрупкое душевное спокойствие Джона, и ни алкоголь, ни мимолетные интриги уже не способны его утешить. Сумеет ли он переломить судьбу, все дальше увлекающую его по трагичному в своей неизбежности пути?..",3 400 тг,2,Азбука-Аттикус,2018 г.,978538914039401,Твердый,26 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5124647_1457247.jpeg
Нас украли. История преступлений,Петрушевская Л.С.,"?Роман ""Нас украли. История преступлений"" — это детектив нового поколения. В нем не действуют честные, умные следователи, класс, практически исчезнувший у нас. Это та история, в которой жертвы не хотят расследования, и тому есть причина. А вот что это за причина, читатели сами поймут к концу романа: ведь в каждом из нас сидит следователь, благородный, умный, не берущий взяток, стремящийся к истине и понимающий, что на свете есть такая странная вещь, как любовь. Ваша Л.С.",4 100 тг,0,Эксмо,2017 г.,9785040900466,320,Твердый,10 мм,290 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5116895_1449822.jpeg
Наследницы Белкина,Неизвестно,"Повесть - зыбкий жанр, балансирующий между большим рассказом и небольшим романом, мастерами которого были Гоголь и Чехов, Толстой и Бунин. Но фундамент неповторимого и непереводимого жанра русской повести заложили пять пушкинских ""Повестей Ивана Петровича Белкина"". Пять современных русских писательниц, объединенных в этой книге, продолжают и развивают традиции, заложенные Александром Сергеевичем Пушкиным. Каждая - по-своему, но вместе - показывая ее прочность и цельность.",3 200 тг,0,Азбука-Аттикус,2010 г.,9785389011564,400,Твердый,200 мм x 130 мм,25 мм,"

                                                Наследницы по прямым, Двенадцать смертей Веры Ивановны, Fata morgana. Бедлам с цветами пополам, Бутыль, И твари внутри нас (Почти венок сонетов), Найти Татьяну, Призрак оперы",http://www.bookcity.kz/content/images/thumbs/5003019_1325273.jpeg
Наследство Пенмаров,Ховач С.,"На утесах корнуолльского побережья высится старинный особняк, который скорее напоминает заброшенный склеп, чем родовое гнездо. Кто-то из многочисленного семейства Пенмар страстно, до одержимости, любит его, кто-то ненавидит всем сердцем, и у каждого есть на то свои причины. Вокруг Наследства Пенмаров - дома, расколотого семейными раздорами, разворачивается хроника трех поколений, от Викторианской эпохи до Второй мировой войны, и жестокие законы истории, словно в зеркале, отражаются в событиях человеческой жизни. Меняются эпохи, нравы, принципы, незыблем лишь замок Пенмаров. Принесет ли кому-то из них счастье это Наследство?",5 400 тг,4,Азбука-Аттикус,2017 г.,978538913269602,768,Твердый,215 мм x 145 мм,40 мм,720 г.,http://www.bookcity.kz/content/images/thumbs/5109380_1444233.jpeg
Наследство разоренных,Десаи К.Ю.,"Замечательный роман, получивший широкое признание, - это история о радости и отчаянии.  Герои стоят перед жизненным выбором - остаться в стране с колониальным наследием или вырваться в современный мир.",1 700 тг,5,Амфора,2007 г.,9785367004861,432,Твердый,207 мм x 133 мм,22 мм,426 г.,http://www.bookcity.kz/content/images/thumbs/5010948_1332514.jpeg
"Настоящая любовь.wrt. Первая книга, написанная компьютером",Неизвестно,"PC Writer 1.0 - компьютерная программа, с помощью которой можно создать текст литературного произведения. НАСТОЯЩАЯ ЛЮБОВЬ*.wrt- первый кибер-роман, сгенерированный на основе матрицы ""Анны Карениной"".Действие происходит во время, очень похожее на наши дни.""Настоящая любовь"" вспыхнет или погаснет на загадочном острове. Герои Толстого окажутся тесно связаны маленьким клочком нематериковой части суши. Местом, вокруг которого только ""чертово море"", - местом, просто созданным для убийства...",2 800 тг,0,АСТ,2008 г.,9785170511099,288,Мягкий,200 мм x 127 мм,13 мм,202 г.,http://www.bookcity.kz/content/images/thumbs/5003661_1326313.jpeg
Начать сначала. Штормовой день,Пилчер Р.,"Розамунда Пилчер - современная английская писательница, книги которой читают во всем мире. В каждом романе писательнице удается создать живые, запоминающиеся образы, заставить сопереживать своим героям. Героини романов Розамунды Пилчер ""Начать сначала"" и ""Штормовой день"" молоды, и характер каждой из них по-своему привлекателен: нежная, спокойная Эмма (""Начать сначала"") обладает удивительным даром притягивать к себе людей, Ребекка же (""Штормовой день"") - натура страстная, импульсивная.",4 400 тг,3,Слово,2011 г.,9785387002960,384,Твердый,200 мм x 130 мм,20 мм,"

                                                Начать сначала, Штормовой день",http://www.bookcity.kz/content/images/thumbs/5028241_1349616.jpeg
Наш князь и хан,Веллер М.И.,"Роман из времен Куликовской битвы превращается в цепь нелепостей, а сюжет - в головоломку разведчика, вскрывающего тайны. Русская история была фальсифицирована пиарщиками Средневековья. Сражение с Мамаем и карательный набег Тохтамыша выглядели вовсе не так, как нам внушали веками. И сами мы - не те, кем себя считали...",4 000 тг,4,АСТ,2016 г.,9785170926282,288,Твердый,200 мм x 130 мм,23 мм,315 г.,http://www.bookcity.kz/content/images/thumbs/5077799_1417055.jpeg
Наша девочка,Трауб М.,"Самые большие радости и горести случаются в детстве. Самая несчастная любовь переживается в отрочестве. Только тогда происходит все самое-самое – если дружба, то на всю жизнь, если расставание, то навеки. Эта история о самом важном в жизни – о детстве.Маша Трауб.",500 тг,5,Эксмо,2017 г.,9785040041169,Мягкий,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129407_1461864.jpeg
Наша маленькая жизнь,Метлицкая М.,"Мария Метлицкая приподнимает занавес, за которым — чужая жизнь, но читателю все время хочется сказать: ""Это я"". Это я рыдала в аэропорту, провожая любимого и зная, что больше никогда его не увижу. Это я, встретив первую любовь, поняла, что не смогу второй раз войти в эту реку. Это я вдруг осознала, что молодость стремительно пролетела и вернуть ее невозможно.И каждый скажет: герои Метлицкой справились со всеми испытаниями судьбы. Значит, и я смогу, и я справлюсь.",1 500 тг,5,Эксмо,2018 г.,9785040934331,320,Мягкий,30 мм,150 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120094_1452906.jpeg
Нашла себе блондина!,Вильмонт Е.,"Еще раз о любви. О том восхитительном, всегда новом, радостном чувстве, которое дарит нам порой судьба, - новый роман Екатерины Вильмонт. Она - студентка, он - маститый сценарист. Она юна, у нее впереди целая жизнь. А у него - годы за плечами, опостылевшая семья и душевный кризис. Что их связывает? Зачем нужны им такие сложные, запутанные отношения? Только любовь сможет дать ответ, только время все расставит по своим местам...",1 300 тг,4,АСТ,2016 г.,9785170939015,272,Мягкий,165 мм x 107 мм,19 мм,105 г.,http://www.bookcity.kz/content/images/thumbs/5087019_1425681.jpeg
"Не говори, что у нас ничего нет",Тьен М.,"Рассказ о людях, живших в Китае во времена культурной революции, и об их детях, среди которых оказались и студенты, вышедшие в 1989 году с протестами на площадь Тяньаньмэнь. В центре повествования две молодые женщины Мари Цзян и Ай Мин. Мари уже много лет живет в Ванкувере и пытается воссоздать историю семьи. Вместе с ней читатель узнает, что выпало на долю ее отца, талантливого пианиста Цзян Кая, отца Ай Мин Воробушка и юной скрипачки Чжу Ли, и как их судьбы отразились на жизни следующего поколения.",6 100 тг,5,АСТ,2019 г.,9785179826446,Твердый,50 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128428_1460912.jpeg
Не кормите и не трогайте пеликанов,Аствацатуров А.А.,"""Этот очкастый интеллектуал-лузер, вечная жертва уличной шпаны, смешной, безденежный и жалкий, вызывает в читателе искреннюю симпатию. Именно этот недотепистый типаж исключительно актуален для нашего времени: сегодня, когда неудачником быть стыдно, он словно бы постулирует право человека на неудачи. Во времена всеобщего принудительного счастья — отстаивает свободу грустить и злиться"" (ГАЛИНА ЮЗЕФОВИЧ о романе “Люди в голом”).",4 700 тг,5,АСТ,2019 г.,9785171151645,Твердый,21 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5131379_1463746.jpeg
"Не оставляй меня, любимый!",Рой О.,"Сергей Аникеев казался избранником судьбы - созданная им социальная сеть ""Мы"" завоевала огромную популярность, принеся создателю славу и деньги, а еще он встретил большую любовь. Но не зря говорят, что судьба одной рукой дает, а другой отнимает: Карина, невеста Сергея, сообщила, что больна раком. Отныне ее блог, получивший название ""Не оставляй меня, любимый"", посвящен борьбе со смертельной болезнью. Миллионы пользователей поддерживают Карину, но между ней и женихом словно пробежала черная кошка, да и у него внезапно начались проблемы с бизнесом...Об авторе: Олег Рой - популярный российский писатель, автор более 40 книг различных жанров, входит в ТОП-5 самых издаваемых авторов России. Работает в жанрах психологического и мистического романов, фэнтези, остросюжетного романа, значительное место в его творчестве занимает литература для детей.Жанр: психологическая проза с элементами детектива. О книге: Отношения владельца популярной соцсети ""Мы"" и его больной онкологией девушки Карины становятся темой для ее блога ""Не оставляй меня, любимый!"" - и тут же почему-то начинают ухудшаться. Тем временем над Сергеем нависла угроза потери бизнеса: его собственное творение работает против него самого. Особенности: Герои живут и действуют в том же меняющемся мире, полном современных технологий, и каждый день встречают те же трудности, что и читатели. В романе есть любовь и предательство, серьезные размышления и яркие эмоции, хитроумные головоломки и неожиданные повороты.",2 800 тг,3,Эксмо,2017 г.,9785699982660,320,Твердый,25 мм,250 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5111994_1445516.jpeg
