100 великих полководцев первой мировой,Залесский К.А.,"Оценка значения Первой мировой войны парадоксальна: с одной стороны, эта война кардинальным образом изменила ситуацию во всем мире и определила весь дальнейший ход истории, вплоть до наших дней. Практически сразу же она стала именоваться Великой войной, а в России - Второй Отечественной. С другой же стороны, по крайней мере в России, эта война вскоре превратилась в Великую забытую войну.",2 500 тг,0,Вече,2014 г.,9785444418840,416,Твердый,215 мм x 145 мм,390 г.,http://www.bookcity.kz/content/images/thumbs/5070744_1410347.jpeg
"100 лучших ""стволов"". Пистолеты, автоматы, винтовки, пулеметы","Федосеев С.Л., Ардашев А.Н.","Лучшая книга для настоящих мужчин.Новая стрелковая энциклопедия от ведущих отечественных специалистов.Всё о 100 самых совершенных, эпохальных, легендарных образцах огнестрельного оружия -пистолетах и револьверах, автоматах и штурмовых винтовках, карабинах и пулеметах всех типов, а также оружии специального назначения.""Маузер"" С/96 и ""Парабеллум"" Р.08, ""Браунинг"" 1903 и М1911 ""Кольт"", TT и Р.38 ""Вальтер"", CZ-75 и ""Глок-17"", ""Беретта"" 92 и SiG Р228, М/1931 ""Суоми"" и ППШ, МР.40 и ""Томпсон"", ""Узи"" и МР5 ""Хеклер унд Кох"", St.G. 44 и АКМ, FNC и М4А1, AUG «Штайр» и FAMAS, «Маузер» G98 и ""Арисака""Тип 38, ""Манлихер"" Ml 895 и Ml 903 ""Спрингфилд"", Ml ""Гаранд"" и FG.42, СВТи СВД, AW и PSG-1.TRG-22 ""Сато"" и М82А1 ""Баррет"", АПС и АДС, ""Максим"" и ""Гочкис"" Mlel 914, ""Мадсен"" и ""Льюис"", ""Брэн"" L4 и ""Ултимакс""-100, MG.42 и ""Печенег"", М2НВ ""Браунинг"", ДШК и НСВ-12,7 ""Утес"" - в этой иллюстрированной энциклопедии вы найдете необходимую информацию о самых прославленных шедеврах оружейников, которые по праву величаются лучшими ""стволами"" в истории.",9 200 тг,0,Яуза-пресс,2016 г.,9785995508649,240,Твердый,290 мм x 205 мм,805 г.,http://www.bookcity.kz/content/images/thumbs/5100142_1436910.jpeg
1177 год до н.э.,Клайн Э.Х.,"?После столетий процветания цивилизованный мир бронзового века пришел к резкому и катастрофическому концу. Царства рухнули подобно домино всего за несколько десятилетий. Не стало более минойцев и микенцев, хеттов и вавилонян. Развитые цивилизации конца II тысячелетия до н. э., которые простирались от Греции до Египта и Месопотамии, внезапно прекратили свое существование. Наступили первые ""темные века"".Как это произошло? И кто был виновником этого масштабного  всеохватывающего коллапса?В своей книге Эрик Клайн, отвечая на эти вопросы, рассказывает нам захватывающую историю о том, как коллапс цивилизаций был вызван многочисленными взаимосвязанными неудачами, начиная от вторжения ""народов моря"" и восстания до землетрясений, засухи и сокращения международных торговых путей. Воплотив в жизнь яркий мультикультурный мир этих великих царств, он рисует широкую панораму империй и глобализованных народов позднего бронзового века и показывает, что именно их взаимозависимость ускорила их драматический крах.",4 500 тг,1,АСТ,2018 г.,9785171106720,320,Твердый,215 мм x 145 мм,360 г.,http://www.bookcity.kz/content/images/thumbs/5124328_1456988.jpeg
1177 год до н.э.,Клайн Э.Х.,"После столетий процветания цивилизованный мир бронзового века пришел к резкому и катастрофическому концу. Царства рухнули подобно домино всего за несколько десятилетий. Не стало более минойцев и микенцев, хеттов и вавилонян. Развитые цивилизации конца II тысячелетия до н.э., которые простирались от Греции до Египта и Месопотамии, внезапно прекратили свое существование. Наступили первые ""темные века"".Как это произошло? И кто был виновником этого масштабного  всеохватывающего коллапса?В своей книге Эрик Клайн, отвечая на эти вопросы, рассказывает нам захватывающую историю о том, как коллапс цивилизаций был вызван многочисленными взаимосвязанными неудачами, начиная от вторжения ""народов моря"" и восстания до землетрясений, засухи и сокращения международных торговых путей. Воплотив в жизнь яркий мультикультурный мир этих великих царств, он рисует широкую панораму империй и глобализованных народов позднего бронзового века и показывает, что именно их взаимозависимость ускорила их драматический крах.",4 300 тг,2,АСТ,2018 г.,9785170993376,320,Твердый,215 мм x 145 мм,405 г.,http://www.bookcity.kz/content/images/thumbs/5122882_1455619.jpeg
1185,Можейко И.В.,"Научно-популярный роман «1185» занимает особое место в числе работ Игоря Всеволодовича Можейко. Уникальный замысел – выстроить историческую панораму событий, происходивших в течение одного года мировой истории – увенчался  триумфом.Знаменитый поход князя Игоря против половцев, запечатленный в прославленном ""Слове о полку Игореве"", и героические приключения легендарного английского короля Ричарда Львиное Сердце. Воинственные походы великого монгольского правителя Чингисхана, отважные деяния германского императора Фридриха Барбароссы, и коварные интриги обольстительной грузинской красавицы царицы Тамары, а также многое, многое другое. Но не только хронология объединяет все эти события и их героев, таких разнообразных и непохожих друг на друга. И не только география – Великий шелковый путь, соединявший торговыми узами страны этих своенравных владетелей. Главной связующей нитью является выдающийся талант повествователя, сумевшего воссоздать для нас захватывающие картины путешествий и сражений, подвигов и предательств, триумфов и катастроф, жизни и смерти, Востока и Запада.",1 800 тг,4,АСТ,2017 г.,9785171055233,704,Мягкий,30 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5110423_1442665.jpeg
1185 год: Русь. Запад. Запад против Востока,Можейко И.В.,"Библиотека проекта ""История Российского Государства"" - это рекомендованные Борисом Акуниным лучшие памятники мировой литературы, в которых отражена биография нашей страны, от самых ее истоков. Эта книга увлекательное путешествие по 1185 году, новые головокружительные повороты Великого шелкового пути: Русь и Европа, тогда еще тесно связанные, Англия и Святая Земля… Цель знаменитого историка и писателя Игоря Можейко - не воссоздать строго научную картину мира, а рассказать о творцах и жертвах истории. Перед нами оживают князь Игорь, Фридрих Барбаросса, Ричард Львиное Сердце и другие их легендарные или забытые современники, которые страдали, любили, враждовали и умирали восемьсот лет назад…",7 200 тг,0,АСТ,2015 г.,9785170914104,288,Твердый,240 мм x 170 мм,840 г.,http://www.bookcity.kz/content/images/thumbs/5080128_1418991.jpeg
13 отставок Лужкова,Дорофеев В.Ю.,"За 18 лет 3 месяца и 22 дня в должности московского мэра Юрий Лужков пережил двух президентов и с десяток премьер-министров, сам был кандидатом в президенты и премьеры, поучаствовал в создании двух партий. И, надо отдать ему должное, всегда имел собственное мнение, а поэтому конфликтовал со всеми политическими тяжеловесами - от Коржакова и Чубайса до Путина и Медведева. Трижды обещал уйти в отставку - и не ушел. Его грозились уволить гораздо чаще - и не смогли. Наконец президент Медведев отрешил Лужкова от должности с самой жесткой формулировкой из возможных - ""в связи с утратой доверия"". Почему до сентября 2010 года Лужкова никому не удавалось свергнуть? Как этот неуемный строитель, писатель, пчеловод и изобретатель столько раз выходил сухим из воды, оставив в истории Москвы целую эпоху своего имени? И что переполнило чашу кремлевского терпения, положив этой эпохе конец? Об этом книга ""13 отставок Лужкова"". Для широкого круга читателей.",2 200 тг,0,Не указано,2010 г.,9785699466276,306,215 мм x 145 мм,20 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5059861_1364476.jpeg
140 бесед с Молотовым. Второй после Сталина,Чуев Ф.И.,"Жизнь Вячеслава Молотова неразрывно связана с историей СССР. Он работал с Лениным, был членом Военно-революционного комитета по подготовке Октябрьского вооруженного восстания в Петрограде, заместителем Председателя Государственного Комитета Обороны в Великую Отечественную войну, занимал высокие посты в партии и правительстве, с 1939 года по 1956 год вел нашу внешнюю политику, встречался практически со всеми крупными деятелями XX века. На протяжении 17 лет Феликс Чуев регулярно встречался с Вячеславом Молотовым. 140 бесед, каждая из которых длилась по 4-5 часов. То что вошло в данную книгу — не мемуары Молотова, а живой разговор. Он рассказывал, а не надиктовывал. Многие суждения было весьма непросто ""вытащить"", некоторые эпизоды он с первого раза не раскрывал, и приходилось возвращаться к ним через 5, 10, 15 лет…",7 600 тг,0,Эксмо,2019 г.,9785907149236,Твердый,35 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130105_1462497.jpeg
1612. Спаситель царства Московского. Хроники смутного времени,Измайлова И.,"1612 год. Поляки в Кремле. Решается вопрос, быть или не быть Московскому царству, быть или не быть России. Главными героями русского сопротивления, сокрушившими польскую интервенцию, стали Кузьма Минин и князь Дмитрий Пожарский. А благословили их на ратный подвиг твердая рука и огненное слово Патриарха Гермогена. Сам Патриарх погиб во имя спасения Руси и православия, но его несокрушимая вера и великая любовь к Отечеству останутся в веках.Увлекательные приключения, мужественные и бесстрашные герои, трагические судьбы и бессмертные подвиги, кровавые сражения и великие победы ждут вас на страницах этого романа.",1 100 тг,4,Эксмо,2007 г.,9785699249183,288,200 мм x 130 мм,20 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5036844_1359182.jpeg
1917. Гибель великой империи. Трагедия страны и народа,Романов В.,"Ослабленная внутренними противостояниями и дезорганизованная войной, Российская империя приближалась к своему трагическому итогу. Голодные бунты и антивоенные выступления, революции, отречение императора Николая II от престола и захват власти большевиками под руководством В.И. Ленина - все эти события современники воочию наблюдали в 1917 году, который стал для страны судьбоносным. Прочувствовать всю неоднозначность революционных событий и увидеть их глазами очевидцев позволят мемуары, дневники, фрагменты писем, официальные документы, которые собрал воедино в своей книге историк Владимир Романов. Главной особенностью книги является трехсторонний взгляд на события 1917 года в России: PRO, CONTRA и NEUTRALIS.",3 600 тг,0,АСТ,2017 г.,9785170986620,336,Твердый,29 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5101722_1438270.jpeg
1917. Триумф большевиков,"Колпакиди А.И., Потапов Г.В.","Большевики организовались в 1903 г. как группа радикально настроенных интеллектуалов, стремившихся к революционному преобразованию общества. После Октябрьской революции партия большевиков стала основой государственного аппарата управления. Одновременно начала резко расти численность правящей и единственной легальной партии.В предлагаемой читателю книге рассказывается о малоизвестных фактах истории партии большевиков, анализируются причины их успехов и значение Октябрьской революции.",4 000 тг,0,Вече,2018 г.,9785444464397,448,Твердый,220 мм x 150 мм,490 г.,http://www.bookcity.kz/content/images/thumbs/5114373_1447492.jpeg
"1917. Февраль – для элиты, Октябрь – для народа!",Кремлев С.,"В начале 1917 года в Росси шли два параллельных процесса. Российская элита выполняла заказ Антанты и готовила февральский переворот, чтобы обеспечить Америке вхождение в войну. Активно действовала в России и разведка США. А народ пока ещё подспудно, но готовился расстаться с прогнившим царизмом. Февральский переворот начинался как спецоперация элит, но быстро обрел всенародный масштаб. С весны 1917 в стране мощно и уверенно заявило о себе движение большевиков, которым поверили и за которыми пошли простые люди. Если Февраль обеспечили деньги англосаксов, то Октябрь – та правда, с которой приехал в Россию Ленин.",3 000 тг,0,Эксмо,2016 г.,9785906880666,256,Твердый,200 мм x 130 мм,225 г.,http://www.bookcity.kz/content/images/thumbs/5095733_1433759.jpeg
1941. На главном направлении,Лопуховский Л.Н.,"За прошедшие годы ожесточенные бои лета 1941 года на западном стратегическом направлении, где вермахт наносил основной удар, обросли многими мифами и легендами. Они порождены как советским агитпропом, так и историками-ревизионистами постсоветского периода. В своей новой книге известный историк Лев Лопуховский, опираясь на ранее неизвестные отечественные и иностранные документы, без умолчаний и прикрас раскрывает подлинную историю сражений с наступающей Группой армий ""Центр"". Приведенные факты подтверждают, что только мужество и самоотверженность советских воинов позволили выстоять в первый год войны. Автор уделяет особое внимание истории одного из старейших артполков большой мощности Резерва Верховного Главного Командования. Как и многие другие, встретившие внезапный удар врага в первые дни войны, он не стяжал славы громких побед. Но именно командиры и бойцы таких частей замедлили, а затем остановили врага, заложив фундамент будущей Победы.",6 000 тг,3,Эксмо,2019 г.,9785040975648,Твердый,55 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126053_1458559.jpeg
1941-1945. Оболганная война,Гаспарян А.С.,"О Второй мировой войне сказаны, написаны, сняты уже терабайты информации, однако знаем ли мы правду об этой трагической странице нашей истории? В последнее время стало модным лить воду на мельницу всевозможных мифов, а читателям все сложнее разобраться что же было на самом деле. Известный историк А.Гаспарян, опираясь только на проверенные факты раскрывает перед читателями подлинную картину событий прошлого:- Стал ли пакт Молотова - Риббентропа причиной начала войны.- Правда ли что наша армия не желала воевать за Сталина?- Почему советско-финскую войну называют ""забытой"".- Что представляла собой нацистская пропаганда.- Какие потери на самом деле понесла наша страна.- Кто такие остовцы и как сложилась судьба  военнопленных после войны.",3 700 тг,0,Питер,2018 г.,9785446104932,304,Твердый,215 мм x 145 мм,320 г.,http://www.bookcity.kz/content/images/thumbs/5116322_1449264.jpeg
1945. Крушение третьего рейха,Ушаков В.,"В начале 1945 года немецкие вооруженные силы все еще оккупировали большую часть Европы. Но уже 1 мая советские солдаты водрузили над рейхстагом, в самом центре Берлина, Знамя Победы. Третий Рейх окончательно рухнул всего за четыре месяца 45-го года. Именно в эти месяцы произошли одни из самых драматических событий в истории человечества, которые определили будущее Европы на десятилетия вперед. Отчаянное наступление вермахта в Арденнах, на которое Гитлер истратил последние резервы Рейха, провалилось всего через неделю после своего начала, когда рассеялась облачность и в воздух поднялась чуть ли не вся авиация союзников. Затем на Восточном фронте началось грандиозное наступление Красной Армии, в ходе которого немецкую армию всего за три недели выбили из Польши. За день до начала Ялтинской конференции, 4 февраля 1945 года, передовые советские части вышли к Одеру всего в 60 километрах от Берлина. В марте войска союзников форсировали Рейн и вторглись на территорию Германии с запада. В...",3 700 тг,3,Энциклопедия-ру ,2015 г.,9785990565227,288,Твердый,240 мм x 170 мм,645 г.,http://www.bookcity.kz/content/images/thumbs/5091864_1429801.jpeg
1992. На руинах советской империи,Зенькович Н.А.,"В новой книге дневниковых записей ""1992. На руинах советской империи"" известный расследователь тайных страниц недавнего прошлого Николай Зенькович рисует драматическую картину обвала, случившегося после роспуска СССР. События подаются так, как они воспринимались в тот смутный год. Через личное эмоциональное восприятие автор рисует картинки паники, растерянности и страха, охватившие общество. Отпуск цен на свободу с 1 января 1992 года, гиперинфляция, угроза голода, крах политики ""правительства реформ"" во главе с Егором Гайдаром, громкие отставки Бурбулиса, Полторанина, других младореформаторов, первые разногласия в команде Ельцина... Подоплека этих событий стала известна только сейчас.",4 000 тг,0,Олма Медиа Групп,2009 г.,9785373028691,592,Твердый,215 мм x 145 мм,681 г.,http://www.bookcity.kz/content/images/thumbs/5059843_1349354.jpeg
