#В постели с твоим мужем. Записки любовницы. Женам читать обязательно!,Набокова Н.,"Ника Набокова — провокационная и откровенная, красивая молодая женщина с мозгами, которым может позавидовать любой успешный мужчина. В ее блоге более 300 тысяч читателей. Почти 8000 человек, обратившихся за помощью и советом. Десятки тысяч благодарностей от тех, кому ее статьи помогли выжить в сложных отношениях. «Да, я любовница! И именно поэтому я знаю все о том, почему, из-за чего, ради чего и для чего люди изменяют. Эту правду вам не расскажут в глянцевых журналах и на популярных ток-шоу. Добро пожаловать в мой мир, где я расскажу все об изнанке неверности. Какого черта его туда понесло, чего ждать дальше и что с этим всем делать? Меня можно ненавидеть, обвинять в разрушении чьей-то семьи, бояться и пытаться отрицать факт моего существования. Но это не отменяет главного — я знаю, как выжить в любовном треугольнике». Никакой женской логики, стенаний и «ой, все». Бьющие под дых формулировки, глубинное знание человеческой психики и отношений, эффективные и на 100% работающие методики...",3 300 тг,5,АСТ,2019 г.,9785171002213,288,Твердый,220 мм x 150 мм,19 мм,335 г.,http://www.bookcity.kz/content/images/thumbs/5100129_1436897.jpeg
"#Верный и заботливый муж. Явки, пароли, секреты. Удачное знакомство, быстрое замужество, долгие счастливые отношения",Сатья Дас,"Вы хотите найти спутника жизни: познакомиться, выстроить отношения, выйти замуж, но почему-то ваше желание даже и не думает сбываться? Вы прочли не одну умную книгу, сформировали желание, отправили его во Вселенную, провели несколько «сильнейших» обрядов на жениха, усвоили все тонкости обращения с противоположным полом, а воз и ныне там? К сожалению, в большинстве многомудрых книг нет ответов на самые простые, и в то же время жизненно важные вопросы: Где все-таки встретить неженатого мужчину? Как действительно привлечь его внимание и не спугнуть? Как понять, что именно с ним вы обретете долгожданное счастье? И как при этом быть Божественной женщиной, а не «охотницей на мужчин». Создается впечатление, что эти сведения засекречены и охраняются так же тщательно, как государственная тайна. Сатья дас - популярный лектор, ведический психолог, автор и ведущий популярнейших семинаров ""Нескучная семейная психология"" и ""Очарование женственности"", снимает гриф секретности и передает...",3 000 тг,5,АСТ,2018 г.,9785171025045,208,Твердый,215 мм x 145 мм,16 мм,285 г.,http://www.bookcity.kz/content/images/thumbs/5105626_1442029.jpeg
"13 привычек сильных духом людей. Верни свою силу, перестань бояться перемен, посмотри в лицо своим страхам",Морин Э.,"Кто мешает нам жить счастливо? Начальник, который ""вечно недоволен результатами""? Или родители, которые ""дали слишком мало""? Быть может, успешный друг, которому ""больше повезло""? Когда мы жалуемся на судьбу, ищем виноватого, радуемся чужим неудачам или опускаем руки, едва столкнувшись с трудностями, мы не приближаемся к жизни своей мечты. Мы лишь делаем себе больнее и блокируем творческую энергию, необходимую для достижения целей. Практикующий психотерапевт Эми Морин убеждена: для того чтобы быть счастливым нужно искоренить тринадцать паттернов мышления. Несколько лет назад она составила список ""13 вещей, которые не делают сильные люди"", легший в основу этой книги. Сотни ее клиентов и читателей добились невероятных результатов благодаря простым рекомендациям. Кто-то прекратил бесконечные ссоры в семье, кто-то вылез из долгов, кто-то нашел свое предназначение. Если вы хотите вернуть себе свою силу - и свою жизнь, научиться справляться с трудностями и добиваться целей, измените всего лишь 13 привычек. Перестаньте жалеть себя, растрачивать впустую свои силы, бояться перемен или рискованных решений, все контролировать, угождать всем подряд, жить прошлым, делать одни и те же ошибки, завидовать чужому успеху, опускать руки после первой же неудачи или ждать мгновенного результата, бояться одиночества или считать, что вам все должны.",5 100 тг,4,Эксмо,2019 г.,9785699813797,Твердый,22 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129781_1462216.jpeg
13 Энергий. Создание бизнеса из состояния осознанности,Беха Б.,"Хочу рассказать вам о пути, которым пришел к богатству. И что удивительно, этот путь также привел меня к духовности. Раньше я всегда разделял личностный рост и рост финансовый. Будучи бедным, я изо всех сил стремился заработать больше денег. Но чем сильнее я старался, тем большее разочарование чувствовал. По сути, я был убогим и несчастным трудоголиком. В 2002 году судьба занесла меня в Африку, в государство Руанда. Тогда я чуть не умер от отравления, но старая мудрая женщина Марго Чен спасла мою жизнь и помогла придать ей смысл. Мистический опыт, полученный за 13 дней общения с ней, в корне изменил мое восприятие себя, понимание жизни и бизнеса. Я понял, что в великом замысле человеческой жизни зарабатывание денег - наименее актуальна проблема. Постоянно напоминая себе, что жизнь слишком коротка, чтобы тратить ее только на зарабатывание денег, я стремился все делать не из головы, а из сердца. И финансовый успех пришел сам собой. На сегодняшний день я открыл 113 школ живописи и творчества по всему миру. Я зарабатываю больше, чем мог когда-либо себе представить. Трансформация, которая произошла со мной, может случиться с каждым. Просто нужно научиться видеть сквозь туман.Бенжамин БехаО чем книга Эта книга - увлекательная история мексиканца Уолли, изложенная в виде красивой притчи. Всю жизнь он работал на нелюбимой работе, пытаясь прокормить семью и свести концы с концами. ""Я был прекрасно осведомлен, как нужно зарабатывать деньги, и, соответственно, стать счастливым. Но счастье ко мне так и не пришло. Мне никогда не нравилось заниматься производством шурупов - более того, я просто ненавидел эту отрасль и свой завод"". В 34 года судьба забросила Уолли в Африку. Там он познакомился с мудрой старой женщиной Марго Чен - и эта встреча изменила его жизнь... В книге множество духовных практик и житейской философии. Все техники направлены на объединение тринадцати энергий, необходимых для счастливой жизни и успешного бизнеса: это Творчество, Смелость, Вдохновение, Истина, Наблюдение, Доверие, Гармония, Аналитика, Математика и т. д. Когда эти энергии приходят в гармонию, возникает ""вспышка"" - тот самым момент осознанности, когда человек видит происходящее под другим углом. Уолли удалось ""поймать"" эту вспышку. Он изменил свой образ жизни, понял свои истинные желания и основал бизнес мечты. Сегодня каждый читатель может повторить историю Уолли - благодаря его вдохновенной истории и подробно описанным практикам. Книга автобиографичная, но имена автор предпочел изменить. Почему книгу стоит прочитатьПосле прочтения вы пересмотрите свою жизнь, задумаетесь над ее целями и смыслом. А хочу ли я того, что должен делать, по мнению общества? Счастлив ли я каждый день своей жизни? Инсайт - на каждой странице! Для кого эта книга Эта книга - для тех, кто в погоне за карьерой забыл, как радоваться каждому прожитому дню, кто ""наелся"" достижением успеха и хочет сделать свою жизнь проще и счастливее. Особенно мы рекомендуем книгу занятым бизнесменам, предпринимателям, эффективным, но измученным работникам - всем, кто ""сгорел на работе"". Также она понравится тем читателям, которые любят древние мудрые притчи, интересуются философией, ищут себя и свое предназначение. Почему решили издать        Нас вдохновила эта книга еще на стадии рукописи! Мы были единогласны в своем решении: каждый современный человек должен прочитать ее! Книга помогает по-другому взглянуть на мир, суету и гонку за достижениями. Она учит не зацикливаться на прошлом, любить перемены, дорожить настоящим и жить полной, насыщенной жизнью - сейчас, а не когда-нибудь потом! Увлекательный сюжет, легкий стиль, практический подход - у книги есть все шансы, чтобы попасть в топы изданий по саморазвитию, духовному росту и пути к успеху. Информация об авторе  Бенджамин Беха - эксперт по саморазвитию и построению бизнеса, сумевший соединить в своей работе рационализм Запада и мистику Востока. Окончив Гарвардский Университет со степенью магистра юриспруденции, он продолжил свое образование в Токио. Там он изучал восточную философию и психологию и начал практиковать занятия йогой и медитацией. Полученные знания и духовный опыт он смог использовать, создав успешный бизнес в разных странах. Его первая книга ""13 энергий. Создание бизнеса из состояния осознанности"", изданная в Мексике на двух языках (испанском и английском), помогла многим людям пересмотреть видение себя и мира и улучшить свою жизнь.",3 900 тг,2,Весь,2018 г.,9785957333616,144,Твердый,12 мм,230 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5117978_1450880.jpeg
160 головоломок в картинках. Три уровня сложности,"Рассел К., Картер Ф.","Кен Рассел – составитель головоломок и обозреватель британского журнала MENSA (British Mensa Magazine). Филип Картер – известный британский психолог, специалист по IQ тестированию и редактор головоломок MENSA. Эта книга: Поможет определить ваш IQ Выведет вас на новый уровень в решении сложных задач Удивит неожиданными заданиями Научит видеть лишние фигуры Сделает вас на шаг ближе к интеллектуальному сообществу MENSA",1 600 тг,3,Эксмо,2018 г.,9785699947201,192,Мягкий,10 мм,105 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5098113_1436074.jpeg
"21 ритуал изменения жизни: Ежедневные практики, приносящие радость и душевный покой",Чанг Т.,"Самый простой и эффективный способ изменить нашу жизнь к лучшему — это изменить то, что мы делаем изо дня в день. Практикуя личные ритуалы, мы привносим в свою повседневность элемент священности. Но для того чтобы любой ритуал проявил себя в полной мере, необходимо повторять его как минимум в течение 21 дня. Лишь так он сможет впечататься в наш мозг и стать неотъемлемой частью жизни. Семь утренних ритуалов, представленных в этой книге, помогают просыпаться с радостью, семь дневных — жить с ощущением цели, а семь вечерних — ложиться спать с чувством удовлетворения.",2 000 тг,4,София,2019 г.,9785906897503,Мягкий,18 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129740_1462177.jpeg
24 закона обольщения,Грин Р.,"Обольщение - это один из мощных инструментов бизнес-стратегий, который помогает завоевывать доверие и переманивать врагов на свою сторону. Узнайте механизм действия обаяния и шарма. Легко и непринужденно вы добьетесь успеха в работе и личной жизни, следуя законам обольщения Роберта Грина.",7 600 тг,4,Рипол Классик,2019 г.,9785386106515,Твердый,50 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133438_1463433.jpeg
24 закона обольщения,Грин Р.,"Все мы наделены властью привлекательности - способностью притягивать к себе людей, порабощать их и делать своими невольниками. Но не каждый из нас осведомлен о своем внутреннем потенциале, напротив, мы воспринимаем привлекательность как некую почти мистическую черту, овладеть которой большинству не суждено. Для того чтобы обрести власть над людьми, совсем не обязательно кардинально менять свой характер или заниматься совершенствованием внешнего облика. Обольщение - это игра, построенная на психологии, а не на красоте, и практически каждый способен овладеть ею наилучшим образом. Все, что для этого требуется, - взглянуть на мир другими глазами, глазами обольстителя.",6 400 тг,2,Рипол Классик,2016 г.,9785386087326,800,Мягкий,36 мм,835 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5077210_1416423.jpeg
24 закона обольщения,Грин Р.,"Обольщение — это один из мощных инструментов бизнес-стратегий, который помогает завоевывать доверие и переманивать врагов на свою сторону. Узнайте механизм действия обаяния и шарма. Легко и непринужденно вы добьетесь успеха в работе и личной жизни, следуя законам обольщения Роберта Грина.",11 000 тг,2,Рипол Классик,2016 г.,9785386094713,800,Твердый,240 мм x 170 мм,48 мм,1470 г.,http://www.bookcity.kz/content/images/thumbs/5092562_1430478.jpeg
24 закона обольщения для достижения власти,Грин Р.,"Обольщение - крайнее выражение власти. Те, кто ему поддается и уступает, делают это не по принуждению, а охотно и с радостью. Женщинам нравится обольщать мужчин, мужчинам - женщин писатели обольщают читателей, актеры - зрителей, продавцы - покупателей, политики обольщают электорат, то есть нас с вами. Участников этой восхитительной, волнующей и зачастую жесткой игры можно перечислять до бесконечности. Однако лишь немногие в совершенстве владеют этим искусством. Как попасть в число избранных? Тактика и стратегия обольщения в книге искушенного знатока человеческой психологии и автора нашумевшего бестселлера ""48 законов власти"" Роберта Грина.",3 500 тг,4,Рипол Классик,2019 г.,9785386098933,256,Мягкий,15 мм,245 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5100749_1437403.jpeg
24 закона обольщения для достижения власти,Грин Р.,"Обольщение - крайнее выражение власти. Те, кто ему поддается и уступает, делают это не по принуждению, а охотно и с радостью. Женщинам нравится обольщать мужчин, мужчинам - женщин писатели обольщают читателей, актеры - зрителей, продавцы покупателей, политики обольщают электорат, то есть нас с вами. Участников этой восхитительной, волнующей и зачастую жесткой игры можно перечислять до бесконечности. Однако лишь немногие в совершенстве владеют этим искусством. Как попасть в число избранных? Тактика и стратегия обольщения в книге искушенного знатока человеческой психологии и автора нашумевшего бестселлера ""48 законов власти"" Роберта Грина.",2 200 тг,5,Рипол Классик,2019 г.,9785386041144,256,Мягкий,18 мм,132 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5108820_1445083.jpeg
"3 роковых инстинкта, или с неврозом по жизни?",Курпатов А.В.,"Почему мы раздражаемся из-за всякой ерунды? Зачем печалимся вместо того, чтобы жить счастливо? В чём причина сексуальных проблем? Что мешает нам отказаться от вредных привычек? Почему мы работаем на износ и не можем уснуть по ночам? Хотите понять, что происходит на самом деле? Хотите изменить свою жизнь? Прочтите книгу Андрея Курпатова о трёх базовых инстинктах человека – о жизни, власти и сексе! Вы узнаете о том, что такое невроз и причины зависимости от алкоголя, еды, секса и наркотиков. Поймете, как справиться с психосоматическими заболеваниями. Разберетесь в том, как работают ваши эмоции и научитесь их контролировать. Каждая глава подкреплена примерами из жизни реальных людей. Любой человек может вырваться из порочного круга, нужно только захотеть. А что именно делать — узнаете в этой книге!",5 500 тг,4,АСТ,2019 г.,9785171117344,Твердый,20 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128698_1461171.jpeg
30 правил настоящего мечтателя. Практическая мечталогия на каждый день,Кац Е.,"Ева Кац – журналист, блогер, интернет-маркетолог, создатель образовательного клуба для предпринимателей Digital Bandito, управляющий партнер агентства интернет-продаж 5 o’click – написала эту необычную книгу для всех взрослых мечтателей.Здесь вы не найдете эзотерики или обещаний, будто фотография красивой машины на стене однажды превратит вас в ее владельца. Перед вами тридцать правил и упражнения, благодаря которым вы станете настоящим мечтателем. Научитесь отделять свои желания от навязанных извне, находить новые источники энергии, грамотно ставить цели и менять окружающую вас реальность.Это настольная книга для жителей больших городов, амбициозных карьеристов и неисправимых оптимистов. Ева Кац приглашает вас в лигу мечтателей. И эта книга станет вашим проводником.",8 400 тг,5,"Манн, Иванов и Фербер",2018 г.,9785001178309,29 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127704_1460192.jpeg
33 стратегии войны,Грин Р.,"Краткая версия знаменитого бестселлера!Война и способы ее ведения обладают непреклонной, неумолимой логикой: если вы чего-то хотите или к чему-то стремитесь, то должны быть готовы сразиться за это.Владение стратегическим искусством войны сделает вашу жизнь более спокойной, мирной и плодотворной, ведь вы будете знать, каковы правила игры, и сумеете одерживать победы, не прибегая к насилию. ""33 стратегии войны"" от Роберта Грина, искушенного знатока человеческой психологии и автора мирового бестселлера ""48 законов власти"", помогут вам найти выход из любого сложного положения и принять правильное решение.Войну - как и любой другой конфликт - ведут и выигрывают благодаря стратегическому искусству.",4 100 тг,2,Рипол Классик,2019 г.,9785386100254,320,Мягкий,17 мм,290 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5103854_1440289.jpeg
33 стратегии войны,Грин Р.,"Война и способы ее ведения обладают непреклонной, неумолимой логикой: если вы чего-то хотите или к чему-то стремитесь, то должны быть готовы сразиться за это.Владение стратегическим искусством войны сделает вашу жизнь более спокойной, мирной и плодотворной, ведь вы будете знать, каковы правила игры, и сумеете одерживать победы, не прибегая к насилию.""33 стратегии войны"" от Роберта Грина, искушенного знатока человеческой психологии и автора мирового бестселлера ""48 законов власти"", помогут вам найти выход из любого сложного положения и принять правильное решение.Войну - как и любой другой конфликт - ведут и выигрывают благодаря стратегическому искусству.",2 400 тг,4,Рипол Классик,2018 г.,9785386099985,320,Мягкий,9 мм,195 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5103834_1440269.jpeg
33 стратегии войны,Грин Р.,"Война и способы ее ведения обладают непреклонной, неумолимой логикой: если вы чего-то хотите или к чему-то стремитесь, то должны быть готовы сразиться за это. Владение стратегическим искусством войны сделает вашу жизнь более спокойной, мирной и плодотворной, ведь вы будете знать, каковы правила игры, и сумеете одерживать победы, не прибегая к насилию. ""33 стратегии войны"" от Роберта Грина, искушенного знатока человеческой психологии и автора мирового бестселлера ""48 законов власти"", помогут вам найти выход из любого сложного положения и принять правильное решение. Войну - как и любой другой конфликт - ведут и выигрывают благодаря стратегическому искусству.",6 500 тг,2,Рипол Классик,2018 г.,9785386087227,896,Мягкий,215 мм x 145 мм,40 мм,945 г.,http://www.bookcity.kz/content/images/thumbs/5077119_1416337.jpeg
"365 рецептов для души. Ежедневные послания вдохновения, надежды и любви",Зигель Б.,"Берни Зигель - знаменитый сторонник альтернативных метод лечения, которые исцеляют не только тело, но разум и душу. Он первым стал использовать знаменитый способ группового и индивидуального лечения в борьбе с онкологическими заболеваниями - арт-терапию.   Эту книгу доктор Зигель написал в надежде, что она станет для читателя ежедневным путеводителем и компасом по неспокойному океану жизни и ее трудностям. Самые важные открытия, представленные на этих страницах, автору удалось сделать во время работы с пациентами, имеющими опасные для жизни заболевания, или людьми с ограниченными возможностями. Их мудрость и наставления коренным образом изменили жизнь Берни Зигеля в лучшую сторону, и он надеется, что-то же произойдет и с вами.   Советы, содержащиеся здесь, - крупинки мудрости. Они представлены в общедоступной форме и идеально соответствуют темпу нашей жизни. Если вы день за днем будете следовать этим советам с терпением, нежностью и любовью, это позволит вам пройти через злободневные трудности без тяжелых последствий и подготовит к всевозможным испытаниям, которые могут встретиться вам на пути.",1 900 тг,2,Весь,2011 г.,9785957318231,384,Твердый,24 мм,382 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5124517_1457162.jpeg
45 важных мыслей: технологии любви и успеха,Литвак М.Е.,"Новый сборник Михаила Литвака собрал в себя лучшие книги автора. Автор рассказывает о важных философских законах, которые управляют миром и судьбой. О том, как на практике изменить свою жизнь к лучшему. Как разобраться в любви и стать успешным во всех ее видах. Как найти свой неповторимый путь к высокооплачиваемой, приносящей радость и удовольствие работе. Вы неожиданно поймете, что ошибались во всем. Михаил Литвак как всегда, объясняет самые сложные вопросы просто, ярко и образно.",4 000 тг,0,АСТ,2019 г.,9785171175818,Твердый,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5133311_1465403.jpeg
48 законов власти,Грин Р.,"Власть - это продуманная борьба с обстоятельствами, которые нам неподвластны, это способность превращать невзгоды в преимущества. Для чего нужна власть? Для того чтобы обрести уверенность и утвердиться в собственном достоинстве. И еще хотя бы для того, чтобы сжать реальность в кулак и изменить ее согласно своей воле. Дерзко? Нисколько. Потому что речь идет об успехе.",6 700 тг,5,Рипол Классик,2018 г.,9785386087319,768,Мягкий,215 мм x 145 мм,35 мм,825 г.,http://www.bookcity.kz/content/images/thumbs/5077172_1416391.jpeg
