Азбука осознанности,Ошо,"Перед вами книга, не похожая ни на одну другую книгу Ошо, - это настоящая азбука просветления, читая которую, вы шаг за шагом будете приближаться к осознанности. Книга включает в себя короткие выдержки из разных бесед, проводимых Мастером в течение всей его жизни, - и эти отрывки затрагивают все духовные явления и понятия, которые необходимо знать любому искателю истины. Ошо напоминает нам: вокруг нас происходит много всего удивительного, и если мы захотим, то эти события повлияют на развитие нашей осознанности. Поэтому не удивляйтесь, если вы найдете в книге такие слова, как ""вегетарианство"", ""танец"", ""аромат"", ""дети"", ""диета"" - все это действительно поможет нам достичь просветления. ""Азбука"" подскажет вам, как. Если вам наскучили или не понятны серьезные книги на тему духовности, этот сборник из отрывков бесед Ошо поможет Вам освоить ""язык просветления"".",6 800 тг,5,Весь,2019 г.,9785957325147,1,Твердый,215 мм x 145 мм,30 мм,604 г.,http://www.bookcity.kz/content/images/thumbs/5028697_1386759.jpeg
Активизация работы энергетических центров человека. 2-е изд. На пороге просветления,"Домашева Н., Самойленко В.","Перед вами книга, произведшая переворот в духовной науке нашего времени. В ней рассказьвается об Энергосистеме человека и его Энергоцентрах (Чакрах). Впервые дано полное описание двенадцати Чакр и двенадцати Античакр, раскрыты особенности их функционирования и влияния на состояние здоровья человека. Приведены методики нейтрализации Античакр и восстановления правильной работы Чакр. Этот труд может быть полезен как тем, кто уже давно идёт по пути духовного развития, так и тем, кто только-только встал на него. Хорошее самочувствие, прилив жизненной энергии, уход из жизни человека кармических проблем и ситуаций — вот следствия практического применения методик и рекомендаций, помещённых авторами в эту уникальную книгу.",4 200 тг,0,Амрита-Русь,2018 г.,9785413018774,Мягкий,31 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5125438_1457973.jpeg
Аллатра,Новых А.,"В книге ""Аллатра"" автор приводит сведения о Личности человека, его Душе, субличностях, двойственной природе человека (Духовном и Животном начале), мировоззрении и его влиянии на выбор Личности, который предопределяет ее судьбу после смерти. Впервые приводятся уникальные фотографии Души человека после смерти физического тела.",10 400 тг,5,Аллатра,2018 г.,9785990653658,880,Твердый,200 мм x 130 мм,44 мм,845 г.,http://www.bookcity.kz/content/images/thumbs/5074520_1413778.jpeg
Аллелуйя CD,Макена П.,"""Ал-ле-лу-йя"" - песня или крик, выражающий радость, восхищение или благодарность.  Этот альбом - выражение автора той бесконечной радости от переполненности творчеством.",2 500 тг,0,Весь,2009 г.,4607177800554,10 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5012820_1334510.jpeg
Алмазные дни с Ошо,Прем Ш.,"Эта книга - увлекательный рассказ автора о своем духовном опыте жизни рядом с Ошо, великим индийским мистиком конца XX века. Путь к Мастеру начался для Шуньо в Лондоне в начале семидесятых годов, а в 1975 году она отправилась в Индию и с тех пор постоянно была рядом с Ошо - вплоть до того момента, когда он покинул тело. Взгляд Шуньо - очень личный. Вскоре после прибытия в Пуну ей было предложено присоединиться к команде людей, которые заботились о быте и здоровье Ошо. Читая книгу и глядя на события глазами автора, у читателя появляется возможность приблизиться к Ошо настолько близко, насколько это возможно. Ведь Шуньо не только танцевала на его даршанах и слушала его голос на протяжении полутора десятка лет. Все эти годы она жила рядом с ним, разделяя радости и невзгоды, стирала его одежду, вместе с Ошо она была арестована и переносила все тяготы заключения в американской тюрьме, а затем отправилась вместе с ним в скитания по всему миру в поисках убежища... Это...",4 000 тг,0,Весь,2016 г.,9785957314806,304,Твердый,200 мм x 145 мм,20 мм,399 г.,http://www.bookcity.kz/content/images/thumbs/5095138_1433149.jpeg
Алхимия Преображения. Часть 2,Домашева-Самойленко Н.,"Работа в Живых Магнитах позволяет максимально эффективно Трансмутировать как индивидуальную карму, так и карму своей семьи, рода, нации и планеты в целом, формируя благостные, мягкие условия Преображения и Великого Перехода человечества на более высокий уровень своего существования. Предлагаемые Веления и Магниты написаны в эволюционных энергиях, позволяющих заякорить в пространстве высоковибрационные энергии Мира Горнего и максимально подготовиться к предстоящим изменениям.",3 500 тг,0,Право Света,2010 г.,9785916750034,336,Твердый,200 мм x 145 мм,22 мм,425 г.,http://www.bookcity.kz/content/images/thumbs/5042031_1364406.jpeg
Альтернативная история человечества,Прокопенко И.С.,"Книга известного телеведущего Игоря Прокопенко рассказывает об удивительных фактах, которые не вписываются в привычную картину исторических событий. Это и шокирующие выводы из уже известной информации, и головокружительные гипотезы, заставляющие пересмотреть привычную картину мировой истории.
Какую опасную информацию может скрывать кодекс Серафини, одна из самых таинственных книг в мировой истории? Подводные сакральные сооружения - затонувшие храмы или энергетические аккумуляторы? Что скрывается в недрах Земли и о какой форме жизни, обитающей там, мы не знаем? Что на самом деле сказано в календаре майя? Кто и зачем сегодня охотится за древними артефактами?
Мир полон тайн и загадок. Достаточно сопоставить известные факты, чтобы история раскрылась перед нами по-новому. А кто знает, что на самом деле было в прошлом, может с большей уверенностью прогнозировать как близкое, так и отдаленное будущее.",1 700 тг,5,Эксмо,2019 г.,9785041031527,Мягкий,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132037_1464396.jpeg
Аматуе. Секреты кармических встреч и отношений,Лукьянова В.,"В книге автор рассказывает: Как встретить свою половинку и построить гармоничные отношения. Как научиться правильно мечтать и визуализировать, чтобы реальность была именно такой, как хочется тебе. Что и как влияет на карму, и можешь ли ты ее изменить. Раскрыввает секреты работы с чакрами и энергиями.",2 200 тг,2,АСТ,2016 г.,9785170948826,256,Твердый,200 мм x 130 мм,19 мм,280 г.,http://www.bookcity.kz/content/images/thumbs/5087331_1425916.jpeg
"Амулеты и руны. Практическое применение. Ваши ключи к любви, счастью и богатству",Неизвестно,"Популярное изложение основ работы с амулетами и рунами. Используя их, вы сможете помочь себе в исполнении самых сокровенных мечтаний - стать радостными и здоровыми, найти вторую половинку и укрепить семейный союз, достичь материального благополучия и избегнуть неприятностей, которые могут поджидать в будущем. В книге приведено описание широко известных амулетов и талисманов, 24 германских рун Старшего Футарка и 18 славяно-вендских рун в свете как традиционных знаний, так и достижений современных духовных наук. Также рассмотрены наиболее употребительные приёмы гадания на рунах.",1 500 тг,4,Амрита-Русь,2017 г.,9785413015001,144,Мягкий,200 мм x 130 мм,8 мм,120 г.,http://www.bookcity.kz/content/images/thumbs/5101619_1438189.jpeg
Анаста,Мегре В.,"В подобное с трудом поверить смогут люди. И пусть не верит кто-то, что с того? Неверие в могущество свое неверящему что оставит? Рожденье? Да! Но для чего? Коль дальше жизнь бессмысленная, смерть. А дальше вновь вопрос: рождался для чего? Учений множество за миллионы лет существовало. Все об одном, чтоб человечество чего-то от кого-то ожидало. Оно и ожидало, мысль заперев свою и разум. Не мыслило, зачем и для чего Вселенная над человеком звезды зажигает.",2 200 тг,4,Диля,2016 г.,9785885039369,288,Мягкий,200 мм x 130 мм,13 мм,180 г.,http://www.bookcity.kz/content/images/thumbs/5052475_1326923.jpeg
Анастасия,Мегре В.,"В книге рассказывается о необыкновенной женщине, обладающей даром исцеления души и тела человека.",2 300 тг,4,Диля,2018 г.,9785817400137,224,Мягкий,200 мм x 130 мм,10 мм,146 г.,http://www.bookcity.kz/content/images/thumbs/5052521_1332603.jpeg
Анастасия,Мегре В.,"В первой книге Владимира Мегре рассказывается о необыкновенной женщине, обладающей даром исцеления души и тела человека.",5 200 тг,1,Диля,2017 г.,9785817400717,384,Твердый,200 мм x 130 мм,21 мм,377 г.,http://www.bookcity.kz/content/images/thumbs/4195672_1330895.jpeg
"Анатомия асан, раскрывающих бедра, и наклонов вперед",Лонг Р.,"С помощью полноцветных трехмерных иллюстраций костей, мышц, сухожилий и связок доктор Рэй наглядно рассказывает об анатомии, биомеханике и физиологии древнего искусства йоги, попутно расшифровывая каждую позу. Книги серии ""Инструктор йоги"" содержат подробные иллюстрированные инструкции по выполнению асан с объяснением их научной подоплеки, что позволяет извлечь из них максимум пользы, какой бы стиль йоги вы ни практиковали. Разобравшись в анатомических вопросах, вы научитесь преодолевать трудности при выполнении тех или иных упражнений, оптимизировать свои занятия и избегать травм.",10 000 тг,2,Попурри,2018 г.,9789851528574,224,Мягкий,290 мм x 220 мм,14 мм,810 г.,http://www.bookcity.kz/content/images/thumbs/5101180_1434976.jpeg
