1000 лучших рецептов консервирования и соления,Рошаль В.М.,"В книге представлены самые интересные рецепты, охватывающие весь волшебный мир домашних разносолов с его яркими красками и неповторимыми ароматами. Это разнообразные соленья и маринады, квашеные овощи и моченые фрукты, острые и диетические закуски, овощи натуральные и с подсолнечным маслом, без соли и без сахара и многое другое. Ценность настоящей книги еще и в том, что материал в ней скомпонован по способам консервирования, а не по виду сырья. Это позволяет сразу увидеть, что именно и как можно приготовить тем или иным способом. Книга будет интересна и полезна как начинающим, так и опытным хозяйкам.",300 тг,5,АСТ,2008 г.,9785170499205,464,Твердый,215 мм x 170 мм,576 г.,http://www.bookcity.kz/content/images/thumbs/5060882_1347324.jpeg
1000 рецептов для микроволновой печи,Воробьева Н.В.,"Многие хозяйки с удовольствием пользуются микроволновой печью, но... только для разогревания продуктов. А между тем в микроволновке все блюда готовятся намного быстрее, чем на обычной плите. Это не только экономит время, но и сохраняет многие полезные вещества, содержащиеся в продуктах. Книга предлагает около 1000 рецептов, разработанных специально для микроволновки.",1 000 тг,0,Айрис-Пресс,2008 г.,9785811229857,488,27 мм,285 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5047768_1369836.jpeg
20 любимых праздников. 200 рецептов лучших блюд,"Камински П., Люкинс Ш.","Жизнь полна сюрпризов и радости. Новая работа, свадьба, окончание учебного заведения, возвращение из восхитительного отпуска. Это большое счастье - поделиться праздником! Не важно, что это за праздник: ужин при свечах с особенным гостем или семейное торжество. У вас появились новые соседи? Празднуйте! Созрела черника? Празднуйте! Получили повышение? Тем более празднуйте! Все эти события традиционно отмечаются за праздничным столом в кругу семьи и самых близких друзей. Изумительная коллекция предлагаемых рецептов и советов воодушевит вас, и вы будете смотреть на будущие праздники с восхищением. Пируйте и наслаждайтесь!",1 300 тг,0,Мир книги,2008 г.,9785486025389,320,200 мм x 130 мм,19 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5019771_1340601.jpeg
300 кулинарных техник. Вегетарианская кухня,Маньес К.,"Самостоятельное приготовление пищи имеет много преимуществ и, вероятно, один-единственный недостаток: вам понадобится время, а его нелегко выделить в нашем бурном ритме жизни. Посвятите пару дней в неделю на приготовление блюд, после чего упакуйте и заморозьте их, чтобы они всегда были под рукой. Вы, несомненно, выиграете с точки зрения экономии и качества питания.Вы узнаете, что приготовление сейтана - это просто, а испечь хлеб, сварить пасту или приготовить домашний сыр можно, ориентируясь только на свой вкус.А он очень прост: полезные продукты, необходимая утварь, правильные технологии приготовления!Эту книгу можно дарить не только начинающим вегетарианцам, но и людям, дорожащим здоровьем своим и своих ближних.В первой части предлагается весь подготовительный процесс: какие продукты нужно покупать, какая техника необходима для их приготовления, как расположить все на кухне, чтобы было комфортно там находиться, как сохранять продукты и блюда.Во второй части расположились группы продуктов и блюд: специи, фрукты, овощи, яйца и сыр, злаки и бобовые, соевые продукты, паста и выпечка. Проиллюстрированы рецепты пошагово, с заключительным фото блюда. Читайте, готовьте и будьте здоровы!",9 500 тг,4,Эксмо,2018 г.,9785699991617,360,Твердый,225 мм x 215 мм,960 г.,http://www.bookcity.kz/content/images/thumbs/5116994_1449921.jpeg
365 блюд для микроволновки,Неизвестно,"Возможности микроволновой печи почти безграничны - со скоростью скатерти-самобранки она разморозит, разогреет и приготовит любое блюдо. Продукты прогреваются изнутри, по всему объему, а не с поверхности, как обычно, поэтому можно готовить даже без масла и в посуде, из которой едят, - ничего не пригорит и не прилипнет. Чудо-печь сэкономит электроэнергию и сохранит витамины в блюдах в большем количестве, чем при традиционном приготовлении. В книге представлены 365 лучших рецептов закусок, первых и вторых блюд, десертов и напитков для приготовления в микроволновой печи. Рецепты имеют простую технологию, что делает их доступными даже для начинающих СВЧ-кулинаров.",2 000 тг,0,Эксмо,2007 г.,9785699213993,128,290 мм x 205 мм,12 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5030559_1352384.jpeg
365 завтраков на каждый день,Высоцкая Ю.А.,"Завтраки, приготовленные по рецептам из телепрограмм да? ""Едим Дома!"" и ""Завтрак с Юлией Высоцкой"", привлекают своей универсальностью: каждое из этих блюд может стать полноценным завтраком или ужином в будни или украсить праздничный стол. Их можно сделать из того, что есть под рукой, к тому же для приготовления не нужны специальные кулинарные навыки, считает Юлия Высоцкая и предлагает читателям множество рецептов вкусных и полезных блюд.",4 300 тг,4,Эксмо,2016 г.,9785699903597,416,Твердый,24 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5092318_1430249.jpeg
365 рецептов консервированных блюд,Неизвестно,"Снова лето. Снова любимый огород. И снова новые запасы на весь год. В этой книге вы найдете: - квашеные, соленые, фаршированные овощи - консервированную зелень: щавель, шпинат, стрелки чеснока и лука - маринованные грибы и салаты-ассорти - тушеные мясо и птицу, соленое сало, рыбные посолы - варенье, джемы, мармелады, пюре, повидло, желе из фруктов и ягод - соусы, сиропы, компоты, соки, вино.",300 тг,5,Эксмо,2011 г.,9785699499977,128,Твердый,290 мм x 205 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5034797_1356267.jpeg
365 рецептов новогоднего стола,Неизвестно,"365 блюд для Нового года. Хорошее предложение! Пролистать такую книгу - уже приятно, уже предвкушение праздника. Можно выбрать несколько салатов и горячих блюд для предновогоднего вечера. Составить легкое меню для праздничной ночи. И открыть наступивший новый год волшебным завтраком в кругу самых близких и родных. С Новым годом! Пусть радость будет внутри вас всегда!",3 600 тг,2,Эксмо,2015 г.,9785699837779,128,Твердый,290 мм x 205 мм,485 г.,http://www.bookcity.kz/content/images/thumbs/5078157_1417402.jpeg
45 оттенков зеленого. Здоровые рецепты и красивые блюда. Для вегетарианцев и не только,Самохина А.,"45 оттенков зеленого. Здоровые рецепты для вегетарианцев и не только. Вегетарианство — это легкость и здоровье, палитра «зеленых» вкусов, красота и энергия. А еще возможные риски — низкий уровень гемоглобина, недостаток протеина и дефицит витамина В12. Автор книги, вегетарианка с многолетними стажем, разработчик меню для веганских ресторанов и автор бестселлера «Переходи на зеленый. Сочные рецепты для вегетарианцев и не только» Аля Самохина в компании с профессиональным диетологом легко и понятно отвечает на эти вопросы и предлагает 45 потрясающих вкусных блюд. От фотографий блюд невозможно оторвать глаз — хочется немедленно приготовить смузи-болы, киш из тофу, тыквенную поленту с баклажанами, нутовый омлет с овощами, сыроедческую шарлотку с финиковой карамелью и лаймовый чизкейк, выложить фото в Инстаграмм и наслаждаться вкусом и пользой, собирая лайки.",5 200 тг,5,Эксмо,2018 г.,9785040925148,128,Твердый,10 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5118842_1451718.jpeg
48 супов,Журавлев Д.Н.,"""Жизнь дается человеку только один раз, и прожить ее нужно так, чтобы не ошибиться в рецептах"".Дмитрий Журавлев - популярный кулинарный блогер, пишущий на гастрономические темы, гурман и востоковед. В кулинарном Рунете известен под ником DeJur. О еде пишет увлекательно и со знанием дела, сопровождая рассказы своими возбуждающими аппетит фотографиями.В книге ""48 супов"" Дмитрий собрал для своих читателей рецепты самых интересных супов со всего света, а некоторые из них даже его собственного сочинения. Вас ждет увлекательнейшее из путешествий по мировой кухне, в которой главное помнить: ""Суп — всему голова!""""Дмитрий Журавлев предпринял отважную ""езду в незнаемое"", прокатившись по странам и народам и собрав с них обильную жатву экзотических плодов. Что характерно, у Димы обычно получается лучше, чем у самих народов, и книга эта настоящая находка как для пытливого исследователя, так и для практикующего кулинара — идей хватит очень надолго"". Андрей Бугайский, кулинарный эксперт, телеведущий, автор программы ""Мужская еда""""Любой суп, приготовленный Дмитрием Журавлевым, разбивает в пух и прах представление о супе как о простой, незатейливой еде на каждый день. Потому что его супы — настоящие произведения кулинарного искусства. Начиная с бульона, который хочется выпить, не дожидаясь, пока он станет супом, заканчивая уникальными ""супами""-десертами. Супы Журавлева разной национальной принадлежности, густые или прозрачные, пряные или деликатные, брутальные или изящные, но неизменно гармоничные и вкусные. Неудивительно, что на мастер-классы по супам всегда аншлаг: все хотят разнообразия вкусов и надежных рецептов. В новой книге есть и то, и другое"".Алена Спирина, телеведущая, автор кулинарных книг, кулинарная Школа ""Хлеб и Еда""",6 900 тг,4,АСТ,2018 г.,9785171055172,160,Твердый,15 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5115081_1448085.jpeg
5 Ингредиентов: Быстрая и простая еда,Оливер Дж.,"В ""Быстрой и простой еде"" я решил доказать, что можно добиться гениального результата, используя всего пять ингредиентов. Минимум продуктов и усилий - и получаются невероятно вкусные блюда. На приготовление большинства из них уйдет 30 минут или даже меньше, а некоторые можно собрать за 10 минут и просто поставить в духовку или на плиту. Я хочу, чтобы приготовление еды всем доставляло удовольствие, и тем, у кого будет эта книга, жаловаться не придется. Я постарался рассказать, как в любой день недели с легкостью готовить потрясающие блюда, радуясь тому, что всего из пяти ингредиентов может получиться и быстрый будничный ужин, и воскресный обед для друзей.",24 000 тг,3,Кукбукс,2017 г.,9785988370611,320,Твердый,35 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5125374_1457908.jpeg
"50 блюд с мясным и рыбным фаршем. Котлеты, тефтели, пирожки, рулеты, голубцы, запеканки. Гарниры и соусы к ним",Стейси Д.,"Сочные котлетки, аппетитные запеканки, сытные мясные рулеты, пироги и горячие бутерброды... Под обложкой этой книги собраны традиционные и оригинальные рецепты блюд из фарша. Руководствуясь этими рецептами, вы с легкостью приготовите как простую закуску, так и праздничное угощение, которое украсит ваш стол. Ароматные соусы и приправы добавят новый вкус даже давно известным кушаньям. Каждый рецепт сопровождается подробным описанием приготовления и яркими иллюстрациями. Блюда из фарша - это быстро, просто, а главное, потрясающе вкусно!",2 100 тг,0,Клуб Семейного Досуга,2015 г.,9785991030977,96,Твердый,240 мм x 170 мм,450 г.,http://www.bookcity.kz/content/images/thumbs/5075236_1414523.jpeg
500 рецептов микроволновой кухни,Неизвестно,"Если вы приобрели микроволновую печь, то вам следует знать, куда ее поставить, какие продукты можно в ней готовить, а какие нельзя, какой посудой следует пользоваться, как ее чистить, как она устроена. Обо всем этом читатель сможет прочитать в книге ""500рецептов микроволновой кухни"". Воспользуйтесь предложенными рецептами приготовления самых разных блюд для завтрака, обеда, ужина и праздников, которые наверняка помогут вам разнообразить свое меню.",400 тг,0,Вече,2006 г.,9785783807992,416,140 мм x 100 мм,24 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5011583_1333253.jpeg
60 пирогов,Спирина А.В.,"Эту книгу можно назвать шпаргалкой, потому что в ней можно быстро найти ответ на вопрос: ""Что испечь?"". Рецепты сгруппированы не по виду теста или начинки, а в зависимости от того, в какое время года удобно печь тот или иной пирог, исходя из возможности купить продукты в их наилучшем качестве.",6 800 тг,5,АСТ,2018 г.,9785171104405,208,Твердый,20 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5123011_1455738.jpeg
7 дней: готовим вкусно и просто,Скрипкина А.Ю.,"Гуру кулинарных, домашних и вкусных рецептов Анастасия Скрипкина представляет сборник самых простых и необходимых закусок и первых блюд. Вы не только разнообразите свой стол такими блюдами, как чихиртма, суп с крапивой, суп с перепелами, брюссельской капустой и картофелем, а также приготовите всеми любимый борщ, рассольник, грибной суп по фирменным рецептам Анастасии. А еще можно удивить гостей такими закусками, как буррито, тортильяс с начинкой, фаршированный лук-порей, куриный холодец и даже гнездышки ""Пасхальные"". Все блюда максимально просты в исполнении и не потребуют от вас высоких кулинарных навыков. Тем более все рецепты - в пошаговых фотографиях. Ошибиться просто невозможно!",5 300 тг,0,АСТ,2016 г.,9785170949779,152,Твердый,16 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5083246_1422317.jpeg
"99 гениальных рецептов. Пельмени, вареники, манты",Неизвестно,"Пельмени старорусские, вареники с малиной, манты с бараниной и сметаной, клецки сырные... Вы попадете в мир сказочно вкусных домашних блюд, которые пленят вас своими начинками и непередаваемым вкусом. Рецептов приготовления - великое множество. Выбирайте то, что вам больше всего нравится, и вы удовлетворите вкусы даже самых искушенных гурманов.",1 300 тг,1,Мир книги,2010 г.,9785486036507,96,Твердый,140 мм x 107 мм,103 г.,http://www.bookcity.kz/content/images/thumbs/5021743_1343447.jpeg
"Bread Street Kitchen. Рецепты восхитительно вкусных домашних завтраков, обедов и ужинов",Рамзи Г.,"«Мы знаем, что еда, приготовленная в ресторане, существенно отличается от домашней. Поэтому мы переработали рецепты из нашего ресторана Bread Street Kitchen так, чтобы по ним можно было готовить дома. Техники кардинально не меняли, и результаты, уверены, будут потрясающими». (Гордон Рамзи) Гордон Рамзи, культовый британский шеф, звезда «Адской кухни», автор кулинарных бестселлеров, предлагает коллекцию рецептов, идеальных для завтрака, обеда, ужина и живительных перекусов.",11 900 тг,5,Азбука-Аттикус,2018 г.,9785389137837,Твердый,30 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126610_1458895.jpeg
"Fast Cooking. 20 минут, чтобы накормить и удивить",Мартин Д.,"В книге FAST COOKING знаменитого британского шеф-повара и телеведущего Джеймса Мартина представлены рецепты более чем 100 блюд, и каждое из них можно приготовить за 20 минут. Великолепные фотографии помогут справиться с этой задачей.",10 300 тг,0,КоЛибри,2014 г.,9785389061101,208,Твердый,27 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5007163_1388626.jpeg
Fika. Кофейная философия по-шведски с рецептами выпечки и других вкусностей (графика),"Бронс А., Киндвал Й.","Что такое Filka? Пожалуйста.1.fika означает «пить кофе». В сленговом слове, означающемкофе, - kaffe - были полностью заменены два слога, и в результате получилось слово fika.2.fika - нечто особенное она подходит к любому моменту и сезону. Вы выбираете, что съесть во время fika, в зависимости от того, какую атмосферу хотите создать. Об этом читайте в рецептах книги.3.Устроить настоящую fika значит использовать классические рецепты, знакомые каждому с детства.4. Например, чашка кофе и шоколадный кекс kladdkaka, - лучший выбор для того, чтобы успокоиться и почувствоватьсебя комфортно. В книге много графичных рисунков, обозначающих ингредиенты в действии. А также много рисунков, раскрывающих атмосферу перерывов на кофе. Рецепты очень просты по продуктам и исполнению.Атмосфера книги очень уютна, как беседа с близкими друзьями.От булочек с корицей (стр. 32)до кекса с кардамоном (стр. 36), здесь вы найдете самыеизвестные и традиционные шведские рецепты для fika,включая несколько наших любимых рецептов печенья,которые мы чуть-чуть доработали, чтобы сделать поистиневеликолепными.",4 900 тг,0,Эксмо,2017 г.,9785699998838,176,Твердый,215 мм x 170 мм,485 г.,http://www.bookcity.kz/content/images/thumbs/5114838_1447853.jpeg
FOOD. Вегетарианская кухня для дома,Маккартни М.,"Мэри Маккартни воспитана в любви к вегетарианской кухне. Вместе с матерью Линдой Маккартни она работала над рецептами многих кулинарных книг. Почти десять лет бессменный консультант торговой марки Linda McCartney Foods. Мэри играет активную роль в компании, изучает продукты во всех их ипостасях - от выпуска пробных партий товара до разработки упаковки. Мэри - знаменитый фотограф, она работала для журналов Harper's Bazaar и Vanity Fair, для компаний Mandarin Oriental, Adidas и Boucheron. ""Очень просто и невероятно вкусно"". Джейми Оливер ""Эта книга - настоящее сокровище, собрание прекрасных рецептов блюд, которые так и тянет приготовить!"" Софи Даль Простые, вкусные и доступные...",8 500 тг,0,Азбука-Аттикус,2015 г.,9785389057760,256,290 мм x 205 мм,24 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5013857_1339855.jpeg
Go green. Яркие растительные рецепты для здоровой и счастливой жизни,Ермолаева Н.А.,"Веганская кухня - это полезно и красиво! Изысканные рецепты от веган-шефа Натальи Ермолаевой - для тех, кто готов попробовать новые сочетания и не боится экспериментов на кухне. Банановый пирог без выпекания или неожиданный суп из манго? Не нужно искать повода для гастрономического праздника, повод - сегодняшний день!",5 100 тг,5,Эксмо,2019 г.,9785040979394,Твердый,15 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132028_1464388.jpeg
Pasta,Карлуччо А. ,"Нет более итальянской еды, чем паста, и более приятного занятия, чем ее есть. Пасту можно приготовить в любое время, в любом месте мира, в любой ситуации, для любого случая. Ее можно подать и как закуску, и как основное блюдо, и даже на десерт. Я надеюсь, что в этой книге мне удалось изложить суть моих знаний о пасте. Рецепты, секреты, полезные советы, которые я увлеченно собирал последние пятьдесят лет, я передаю вам, чтобы вы смогли разными способами приготовить это вкуснейшее блюдо, одно из самых популярных в мире. Удачи и buon appetito!",11 000 тг,0,Азбука-Аттикус,2014 г.,978538907017201,224,Твердый,290 мм x 205 мм,1155 г.,http://www.bookcity.kz/content/images/thumbs/5096711_1434728.jpeg
PRO шашлык. Непромокаемая книга,Ханкишиев С.,"Впервые! Уникальная книга на непромокаемой и даже моющейся бумаге! Лучшие рецепты приготовления шашлыка. Книгу можно взять с собой на природу и к мангалу.В этой книге - ничего лишнего! Только самые лучшие и  проверенные рецепты шашлыка на любой вкус.Не бойтесь испачкать книгу, возьмите ее с собой к мангалу!",4 200 тг,4,АСТ,2018 г.,9785179831952,64,Мягкий,215 мм x 170 мм,240 г.,http://www.bookcity.kz/content/images/thumbs/5116158_1449101.jpeg
"Spirits. Виски, коньяк, граппа, ром и другие крепкие напитки",Неизвестно,"В эту подарочную энциклопедию вошли лучшие статьи о крепких напитках самого популярного журнала о вине в России Simple Wine News: о граппе, коньяке и арманьяке, о виски не только из Шотландии, но также японском и кентуккийском, о моднейших джинах и окутанном романтическими легендами кальвадосе, о текиле, мескале и всём разнообразии ликёров и амаро, и, конечно же, о роме, который по популярности у знатоков почти догнал скотч!Когда мы говорим о дижестиве, предполагается, что напиток должен быть по-настоящему интересным, выражающим какую-то особенную эстетику, создающим атмосферу, с исторической подоплекой, выдающегося качества. Напиткам без культурного содержания, а только что с содержанием алкоголя повыше, мы говорим решительное ""нет"". Ничего такого в этой книге вы не найдете. Эта книга не является ""библией бармена"": в ней описаны даже не все категории крепких напитков, кроме того, в ней нет отдельной главы о водке. Но зато мы собрали здесь всё самое любопытное, что захочет узнать каждый взрослый человек о культуре дистиллятов, хотя бы для общего образования, - и очень редкого, ответственного, но прекрасного употребления. В книге подробно рассказывается о производстве основных категорий напитков, разъясняются термины, которые вы можете встретить на этикетках. Издание изобилует дегустациями, инфографикой, картами и шикарными иллюстрациями.Об авторе: Simple Wine News - издание, посвященное новостям виноделия и ресторанного бизнеса, барной культуры, винным путешествиям и другим аспектам мира вина и гастрономии.Жанр: подарочная книга, иллюстрированная энциклопедияО книге: Подарочное издание ""Spirits"" - это все о премиальном алкоголе от самого популярного журнала о вине в России. Информация о виски, коньяке, граппе, роме, джине и других крепких напитках подана в увлекательных статьях, красочных фотографиях, понятных инфографиках, картах и захватывающих интервью. Основные категории, сырье, дистилляты, бренды, марки - в этой книге представлено все самое любопытное, что только можно было найти в мире крепкого алкоголя.Особенности: Шикарные иллюстрации, качественная полиграфия, изобилие полезной и интересной информации делают эту книгу ценным подарком для любого любителя крепких напитков, желающих иметь глубокие познания в элитном алкоголе.Цитата: ""Если вино во многом - чудо природы, дар терруара, то в крепком на первом плане интуиция и мастерство дистиллера и купажиста. Все эти довыдержки в бочках из-под чего угодно, расчётливый перебор струн в ""парадизе"", копание в поисках новых ""ботаник"" делают внешние проявления мира-spirits захватывающе интересными"".",14 100 тг,0,Эксмо,2018 г.,9785040895540,232,Твердый,21 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5114349_1447466.jpeg
